	779250be-012c-4e5b-9b4e-258192607c4b
	normal
MIR941-2	0
MIR941-4	0
MIR941-5	0
MIR942	0
MIR944	0
MIR95	0
MIR96	0
MIR98	0
MIR99A	0
MIR99AHG	0.649230228
MIR99B	0.895417028
MIRLET7A1	1.36259113
MIRLET7A2	0.429309534
MIRLET7BHG	1.047753602
MIRLET7C	0
MIRLET7D	11.19271285
MIRLET7DHG	0.27324136
MIRLET7E	0
MIRLET7F1	1.851885217
MIRLET7F2	0
MIRLET7G	0.141169351
MIRLET7I	1.160725777
MIS12	9.788039798
MIS18A	2.364566151
MIS18A-AS1	0.081507402
MIS18BP1	2.695205255
MISP	11.74574679
MISP3	3.308364317
MITD1	4.32784897
MITF	2.949660292
MIXL1	0.06950625
MKI67	0.188424213
MKI67P1	0
MKKS	5.604888194
MKL1	4.875153753
MKL2	2.785552822
MKLN1	2.562555876
MKLN1-AS	0.542527076
MKNK1	5.343653541
MKNK1-AS1	0.147405053
MKNK2	26.61554656
MKNK2P1	0
MKRN1	10.3993633
MKRN2	9.634064708
MKRN2OS	0.299859448
MKRN3	0.002734217
MKRN3-AS1	0
MKRN4P	0.0103023
MKRN5P	0.032044577
MKRN7P	0.038437771
MKRN9P	0.0065128
MKS1	2.259401967
MKX	0.59152915
MKX-AS1	0.10343101
MLANA	0.137231445
MLC1	0.280794611
MLEC	11.27162622
MLECP1	0
MLF1	16.31081523
MLF2	30.99147035
MLH1	10.29273254
MLH3	1.948653583
MLIP	0.017188864
MLIP-AS1	0
MLIP-IT1	0.048739652
MLKL	8.363465619
MLLT1	12.17549916
MLLT10	5.678126684
MLLT10P1	0.179425168
MLLT10P2	0
MLLT11	1.949592045
MLLT3	2.245702382
MLLT6	8.306228632
MLN	0
MLNR	0.063235666
MLPH	17.24011445
MLST8	6.332439763
MLX	19.26439594
MLXIP	5.344973167
MLXIPL	0.637856782
MLYCD	0.745626796
MMAA	1.365519716
MMAB	10.16419329
MMACHC	0.710111692
MMADHC	38.23402103
MMD	7.299748515
MMD2	0
MME	10.86949709
MME-AS1	0.094624384
MMEL1	0.591082391
MMGT1	14.79366429
MMP1	0.747695945
MMP10	1.310273211
MMP11	0.190725903
MMP12	0.200680444
MMP13	0.011058432
MMP14	10.85021183
MMP15	3.769403772
MMP16	0.040096058
MMP17	0.266186926
MMP19	59.53315805
MMP2	16.0636871
MMP20	0
MMP21	0.032662424
MMP23A	0.030815729
MMP23B	0.063510604
MMP24	2.389164941
MMP24OS	9.041635394
MMP25	1.671040019
MMP25-AS1	0.929240661
MMP26	0
MMP27	0
MMP28	15.86169545
MMP2-AS1	2.637490751
MMP3	0.015302537
MMP7	9.592101914
MMP8	0.022789119
MMP9	1.858105327
MMRN1	3.952998042
MMRN2	10.53172587
MMS19	7.28971112
MMS22L	0.17903821
MN1	1.317868101
MNAT1	4.723237946
MND1	0.258919332
MNDA	19.06403301
MNS1	0.68836972
MNT	1.321376183
MNX1	0
MNX1-AS1	0.01505264
MNX1-AS2	0.209489278
MOAP1	22.9271936
MOB1A	22.66524353
MOB1AP1	0
MOB1AP2	0
MOB1B	3.357941031
MOB2	6.492665304
MOB3A	8.550595965
MOB3B	3.688051793
MOB3C	11.38417711
MOB4	13.99922828
MOBP	0.020356996
MOCOS	1.61662619
MOCS1	3.746335547
MOCS1P1	0
MOCS2	8.791773517
MOCS3	1.27666196
MOG	0
MOGAT1	0.239233557
MOGAT2	0
MOGAT3	0.007064832
MOGS	10.95529167
MOK	1.150076917
MON1A	1.604321772
MON1B	6.257084419
MON2	3.216349819
MORC1	0.004163071
MORC1-AS1	0
MORC2	2.824469821
MORC2-AS1	0.040700774
MORC3	5.389549747
MORC4	3.866338266
MORF4	0
MORF4L1	55.17035044
MORF4L1P1	10.16025165
MORF4L1P3	0.016494524
MORF4L1P4	0
MORF4L1P5	0
MORF4L1P6	0
MORF4L1P7	0
MORF4L2	93.38560504
MORF4L2-AS1	0.135213981
MORF4L2P1	0
MORN1	0.29578696
MORN2	10.93669185
MORN3	0.300717078
MORN4	2.40162111
MORN5	1.552537589
MOS	0
MOSMO	3.097101531
MOSPD1	6.73654867
MOSPD2	4.673788758
MOSPD3	5.429049363
MOV10	5.354068327
MOV10L1	0.029643099
MOXD1	3.940393185
MOXD2P	0
MPC1	49.38114866
MPC1L	0.053117959
MPC2	25.65990824
MPDU1	23.45461088
MPDZ	2.92045113
MPEG1	8.558066171
MPG	16.94338182
MPHOSPH10	6.693112946
MPHOSPH6	14.00264597
MPHOSPH8	11.9480213
MPHOSPH9	0.602216615
MPI	2.485791937
MPIG6B	0.677584047
MPL	0.242999687
MPLKIP	2.670895407
MPND	7.69341961
MPO	0.075549225
MPP1	7.103099684
MPP2	0.315241275
MPP3	5.359343068
MPP4	0.015911655
MPP5	5.543484524
MPP6	0.473321895
MPP7	8.044524152
MPPE1	2.955286935
MPPE1P1	0
MPPED1	0.016151656
MPPED2	0.038233007
MPRIP	9.354276538
MPRIP-AS1	0.074053866
MPRIPP1	0.014389163
MPST	7.466334222
MPTX1	0
MPV17	9.549523115
MPV17L	0.401589098
MPV17L2	4.029376627
MPZ	0.640177448
MPZL1	12.01447236
MPZL2	32.32864278
MPZL3	8.66024874
MR1	6.208914395
MRAP	0.093134015
MRAP2	0.80787161
MRAS	5.302866438
MRC1	65.1240181
MRC2	10.29958005
MRE11	2.156151161
MRE11P1	0.007367089
MREG	14.34688966
MREGP1	0
MRFAP1	96.04317241
MRFAP1L1	34.56699934
MRGBP	4.772498706
MRGPRD	0.081106615
MRGPRE	0.033363658
MRGPRF	4.645016594
MRGPRF-AS1	0.153984912
MRGPRG	0
MRGPRG-AS1	0
MRGPRX1	0
MRGPRX2	0.046178187
MRGPRX3	0
MRGPRX4	0
MRI1	4.860539193
MRLN	0.010656102
MRM1	0.987273218
MRM2	6.073906925
MRM3	5.29661937
MRNIP	2.194804568
MRO	0.019853138
MROH1	2.693313899
MROH2A	0.027346942
MROH2B	0.04635273
MROH3P	0
MROH4P	0
MROH5	0.453911025
MROH6	1.119779122
MROH7	0.129317215
MROH7-TTC4	0.022101267
MROH8	0.606103584
MROH9	0.147249472
MRPL1	12.3874471
MRPL10	13.36808382
MRPL11	18.23720089
MRPL12	10.9597128
MRPL13	10.91562075
MRPL14	164.9658817
MRPL15	30.89226338
MRPL15P1	0
MRPL16	16.04239557
MRPL17	19.96591133
MRPL18	36.36532756
MRPL19	4.948536511
MRPL2	9.01059672
MRPL20	28.87222105
MRPL20P1	0
MRPL21	8.74180589
MRPL22	5.042777217
MRPL22P1	0
MRPL23	8.44325586
MRPL23-AS1	0.167055416
MRPL24	29.53687586
MRPL27	15.68532802
MRPL28	20.21951472
MRPL2P1	0
MRPL3	20.43711039
MRPL30	6.958947556
MRPL30P1	0.066964949
MRPL32	17.48774287
MRPL32P1	0
MRPL33	54.58465695
MRPL34	21.30200297
MRPL35	5.987180586
MRPL35P1	0
MRPL35P2	0.705294235
MRPL35P3	0.043048896
MRPL35P4	0
MRPL36	12.90453952
MRPL37	12.35018602
MRPL37P1	0.035160355
MRPL38	1.4758614
MRPL39	21.4724588
MRPL3P1	0.015169214
MRPL4	7.95810134
MRPL40	16.29977969
MRPL40P1	0.025943374
MRPL41	21.86570069
MRPL42	3.497577677
MRPL42P2	0.036783563
MRPL42P3	0
MRPL42P4	0
MRPL42P6	0
MRPL43	23.37093577
MRPL44	13.02529547
MRPL45	17.48951647
MRPL45P1	0.017144199
MRPL45P2	0.649796199
MRPL46	2.572653402
MRPL47	26.03245273
MRPL48	6.059274372
MRPL48P1	0.024638047
MRPL49	37.41927411
MRPL49P1	0
MRPL49P2	0.067396981
MRPL50	12.06743747
MRPL50P1	0
MRPL50P2	0.065019909
MRPL50P4	0
MRPL51	55.18274445
MRPL51P2	0
MRPL52	14.86509315
MRPL53	1.737202307
MRPL53P1	0.294729743
MRPL54	77.89592502
MRPL55	15.89412702
MRPL57	20.00236458
MRPL57P1	0
MRPL57P3	0
MRPL57P6	0
MRPL57P7	0
MRPL58	18.72456006
MRPL9	17.4685386
MRPL9P1	0
MRPS10	16.35303089
MRPS10P1	0
MRPS10P2	0
MRPS11	4.223184668
MRPS11P1	0
MRPS12	9.917871212
MRPS14	11.98491874
MRPS15	30.74311191
MRPS15P1	0.020948928
MRPS16	18.37864282
MRPS16P1	0
MRPS16P2	0
MRPS16P3	0
MRPS17	4.2531272
MRPS17P1	0
MRPS17P3	0
MRPS17P5	0
MRPS17P9	0
MRPS18A	13.68056351
MRPS18AP1	0.744913996
MRPS18B	32.78374051
MRPS18BP1	0
MRPS18BP2	0
MRPS18C	3.468222861
MRPS18CP4	0
MRPS18CP6	0.491877067
MRPS2	8.776104396
MRPS21	46.11179434
MRPS21P1	0
MRPS21P2	0
MRPS21P3	0
MRPS21P5	0
MRPS21P6	0
MRPS21P7	0
MRPS21P8	0
MRPS21P9	0.060971977
MRPS22	6.69358335
MRPS23	7.885256554
MRPS24	2.764552956
MRPS25	7.981903418
MRPS26	25.97265541
MRPS27	6.83011622
MRPS28	11.03008896
MRPS30	3.582678742
MRPS30-DT	0.666196749
MRPS31	6.624989924
MRPS31P1	0
MRPS31P2	0
MRPS31P4	0.736480506
MRPS31P5	0.117331304
MRPS33	6.643732293
MRPS33P2	0
MRPS33P3	0
MRPS33P4	0
MRPS34	36.29622306
MRPS35	29.05128289
MRPS35P2	0
MRPS35P3	0
MRPS36	24.32403283
MRPS36P1	0
MRPS36P2	0
MRPS36P3	0
MRPS36P4	0.262916074
MRPS36P5	0.052583215
MRPS5	5.746447724
MRPS5P3	0
MRPS5P4	0
MRPS6	9.987263667
MRPS6P2	0
MRPS6P4	0
MRPS7	23.60840805
MRPS9	8.812727122
MRRF	2.344579865
MRRFP1	0
MRS2	6.929756759
MRTO4	13.93179418
MRVI1	3.809592447
MRVI1-AS1	0.189869256
MS4A1	2.035915872
MS4A10	0.040948949
MS4A12	0
MS4A13	0
MS4A14	1.627218164
MS4A15	17.89712236
MS4A18	0
MS4A2	2.49140287
MS4A3	0.022438852
MS4A4A	24.50436512
MS4A4E	0.331902011
MS4A5	0
MS4A6A	8.8915483
MS4A6E	0.504042698
MS4A7	51.89989901
MS4A8	1.474162181
MSANTD1	0.087135114
MSANTD2	3.982971033
MSANTD2P1	0
MSANTD3	7.712064737
MSANTD3-TMEFF1	0.022720828
MSANTD4	3.965794125
MSC	2.387919997
MSC-AS1	0.428899627
MSGN1	0
MSH2	3.555997655
MSH3	2.133009241
MSH4	0.08636141
MSH5	0.248846648
MSH5-SAPCD1	0.121119212
MSH6	3.071810668
MSI1	0.141991697
MSI2	0.836782825
MSL1	9.18537841
MSL2	3.810575018
MSL3	5.922006477
MSL3P1	0.061908772
MSLN	40.12939183
MSLNL	0.146322392
MSMB	0.98732467
MSMO1	147.8335991
MSMP	0
MSN	110.549362
MSNP1	0.117613957
MSR1	65.68397403
MSRA	4.005926253
MSRB1	19.09143678
MSRB1P1	0
MSRB2	13.89052756
MSRB3	15.59673902
MSS51	0.879526425
MST1	0.542463503
MST1L	0.810715417
MST1P2	0.930201889
MST1R	2.583786189
MSTN	0.133265468
MSTO1	1.225133921
MSTO2P	1.228644196
MSX1	3.259613639
MSX2	0.566045566
MSX2P1	0.121628445
MT1A	78.61140285
MT1B	0.041236311
MT1CP	0.270168931
MT1DP	3.855918878
MT1E	197.7343806
MT1F	10.29445173
MT1G	71.03641757
MT1H	1.603824414
MT1HL1	0.247939842
MT1JP	2.363775721
MT1L	36.56286199
MT1M	140.8452013
MT1P1	0.171254623
MT1P3	0.79676939
MT1X	196.0624922
MT1XP1	1.684924515
MT2A	563.7508387
MT2P1	4.966384064
MT3	0.051180614
MT4	0
MTA1	4.229000894
MTA2	17.69325869
MTA3	2.014265149
MTAP	1.285358678
MTAPP1	0.114797055
MTAPP2	0.131837243
MT-ATP6	1901.821063
MTATP6P1	245.1483522
MTATP6P11	0
MTATP6P13	0
MTATP6P14	0
MTATP6P15	0
MTATP6P16	0.089371471
MTATP6P17	0
MTATP6P18	0
MTATP6P19	0.023778146
MTATP6P2	0.023111796
MTATP6P20	0.027882203
MTATP6P21	0
MTATP6P22	0
MTATP6P23	0
MTATP6P24	0
MTATP6P25	0
MTATP6P26	0.118351949
MTATP6P27	0.126165845
MTATP6P29	0
MTATP6P3	0
MTATP6P30	0
MTATP6P31	0
MTATP6P4	0
MTATP6P7	0
MTATP6P9	0
MT-ATP8	940.7177762
MTATP8P1	0.302798029
MTATP8P2	0.31029303
MTBP	0.199495386
MTCH1	84.75526055
MTCH2	22.22547461
MTCL1	0.283330734
MTCL1P1	0
MT-CO1	3596.838521
MTCO1P1	0
MTCO1P11	0.071785724
MTCO1P12	23.67226126
MTCO1P14	0
MTCO1P15	0
MTCO1P17	0
MTCO1P18	0
MTCO1P19	0
MTCO1P2	0.178319181
MTCO1P20	0
MTCO1P21	0
MTCO1P22	0.01152191
MTCO1P23	0
MTCO1P24	0
MTCO1P25	0
MTCO1P27	0
MTCO1P28	0.112806137
MTCO1P29	0
MTCO1P3	0
MTCO1P30	0.027016893
MTCO1P31	0
MTCO1P35	0
MTCO1P39	0.032645412
MTCO1P4	0
MTCO1P40	1.027938748
MTCO1P42	0.021583744
MTCO1P43	0
MTCO1P44	0
MTCO1P45	0
MTCO1P46	0
MTCO1P47	0
MTCO1P48	0
MTCO1P49	0
MTCO1P5	0
MTCO1P51	0
MTCO1P52	0
MTCO1P53	0.022417451
MTCO1P54	0.044016286
MTCO1P55	0
MTCO1P56	0
MTCO1P57	0
MTCO1P6	0
MTCO1P7	0
MTCO1P8	0
MTCO1P9	0
MT-CO2	3061.658601
MTCO2P1	0
MTCO2P11	0.023043821
MTCO2P12	1.079883439
MTCO2P15	0
MTCO2P16	0.162021545
MTCO2P17	0
MTCO2P18	0
MTCO2P19	0
MTCO2P2	0.278574187
MTCO2P20	0.069850511
MTCO2P21	0
MTCO2P22	0.575249559
MTCO2P23	0
MTCO2P24	0
MTCO2P25	0
MTCO2P27	0.036611678
MTCO2P29	0
MTCO2P3	0
MTCO2P30	0.043048896
MTCO2P31	0
MTCO2P32	0
MTCO2P33	0
MTCO2P34	0
MTCO2P4	0
MTCO2P5	0.036783563
MTCO2P6	0
MTCO2P7	0
MTCO2P8	0
MTCO2P9	0
MT-CO3	3335.648287
MTCO3P1	0
MTCO3P10	0
MTCO3P11	0.060735651
MTCO3P12	1.432339853
MTCO3P13	0
MTCO3P15	0
MTCO3P16	0
MTCO3P17	0
MTCO3P18	0
MTCO3P19	0
MTCO3P2	0
MTCO3P20	0
MTCO3P21	0
MTCO3P22	0
MTCO3P23	0
MTCO3P24	0
MTCO3P27	0
MTCO3P28	0
MTCO3P29	0.120691641
MTCO3P30	0
MTCO3P31	0
MTCO3P35	0
MTCO3P38	0.020456655
MTCO3P39	0
MTCO3P4	0
MTCO3P40	0
MTCO3P41	0
MTCO3P42	0
MTCO3P43	0.142267945
MTCO3P44	0.028964506
MTCO3P45	0
MTCO3P46	0
MTCO3P5	0.351143933
MTCO3P7	0
MTCO3P8	0
MTCO3P9	0
MTCP1	0.503110571
MT-CYB	2079.070446
MTCYBP1	0
MTCYBP10	0
MTCYBP11	0.014129665
MTCYBP12	0
MTCYBP13	0
MTCYBP14	0
MTCYBP15	0
MTCYBP16	0
MTCYBP17	0
MTCYBP18	0.104884859
MTCYBP19	0
MTCYBP2	0
MTCYBP20	0
MTCYBP21	0.197104377
MTCYBP22	0
MTCYBP23	0.099535922
MTCYBP24	0
MTCYBP27	0
MTCYBP28	0
MTCYBP29	0
MTCYBP3	0
MTCYBP31	0
MTCYBP32	0
MTCYBP33	0
MTCYBP34	0
MTCYBP35	0.013781704
MTCYBP36	0
MTCYBP37	0
MTCYBP38	0
MTCYBP39	0
MTCYBP4	0
MTCYBP40	0
MTCYBP41	0.027907031
MTCYBP42	0
MTCYBP43	0
MTCYBP44	0
MTCYBP45	0
MTCYBP5	0
MTCYBP6	0
MTCYBP7	0
MTCYBP8	0
MTCYBP9	0
MTDH	14.82881212
MTDHP1	0.179882885
MTDHP2	0
MTDHP3	0.139908911
MTDHP4	0
MTDHP5	0
MTERF1	1.669522445
MTERF2	5.756252324
MTERF3	10.21451574
MTERF4	3.360066364
MTF1	2.72424828
MTF2	3.871705038
MTFMT	2.406172361
MTFP1	2.217424244
MTFR1	4.336360171
MTFR1L	9.369014513
MTFR2	0.45410435
MTG1	1.243634761
MTG2	3.618884044
MTHFD1	3.644644281
MTHFD1L	3.064676684
MTHFD1P1	0.062361714
MTHFD2	9.762251974
MTHFD2L	1.879928917
MTHFD2P1	0.040490434
MTHFD2P2	0
MTHFD2P3	0
MTHFD2P4	0.015287608
MTHFD2P5	0
MTHFD2P6	0.015332483
MTHFD2P7	0.015940791
MTHFR	5.794480813
MTHFS	5.546321641
MTHFSD	1.376786856
MTIF2	5.122639949
MTIF3	22.86441516
MTM1	4.740738188
MTMR1	3.935416608
MTMR10	5.408097459
MTMR11	2.512082623
MTMR12	10.88266764
MTMR14	7.098262314
MTMR2	5.15241601
MTMR3	0.561726577
MTMR4	3.140248481
MTMR6	17.09062757
MTMR7	0.445978088
MTMR8	0.281628289
MTMR9	2.367200288
MTMR9LP	5.456116762
MT-ND1	1941.481415
MTND1P1	0
MTND1P10	0.018833892
MTND1P11	0
MTND1P12	0
MTND1P14	0.016494524
MTND1P15	0
MTND1P16	0
MTND1P17	0
MTND1P18	0
MTND1P19	0
MTND1P2	0
MTND1P20	0
MTND1P21	0.054981747
MTND1P22	0.01647718
MTND1P23	0.800339145
MTND1P24	0.018199533
MTND1P26	0
MTND1P27	0
MTND1P28	0
MTND1P29	0
MTND1P3	0
MTND1P30	0
MTND1P31	0
MTND1P32	0
MTND1P33	0
MTND1P34	0
MTND1P35	0
MTND1P36	0
MTND1P4	0
MTND1P5	0
MTND1P6	0
MTND1P8	0.049483573
MTND1P9	0
MT-ND2	1812.538467
MTND2P11	0
MTND2P12	0.050063252
MTND2P13	0
MTND2P14	0
MTND2P15	0
MTND2P16	0
MTND2P17	0
MTND2P18	0
MTND2P19	0
MTND2P2	0
MTND2P20	0
MTND2P21	0
MTND2P22	0
MTND2P23	0
MTND2P24	0
MTND2P25	0
MTND2P26	0
MTND2P28	61.46343179
MTND2P29	0
MTND2P3	0
MTND2P30	0
MTND2P31	0
MTND2P32	0
MTND2P33	0
MTND2P38	0
MTND2P39	0
MTND2P4	0
MTND2P40	0.05589702
MTND2P5	0
MTND2P6	0
MTND2P7	0
MTND2P8	0
MTND2P9	0
MT-ND3	2165.874044
MTND3P1	0
MTND3P10	0.045952487
MTND3P12	0.047773774
MTND3P13	0
MTND3P16	0
MTND3P17	0.045551738
MTND3P19	0
MTND3P2	0
MTND3P20	0
MTND3P21	0
MTND3P22	0
MTND3P23	0
MTND3P24	0
MTND3P25	0
MTND3P3	0
MTND3P4	0
MTND3P5	0.094112901
MTND3P6	0
MTND3P7	0
MTND3P8	0
MTND3P9	0
MT-ND4	2745.466871
MT-ND4L	1037.899886
MTND4LP1	0
MTND4LP10	0
MTND4LP11	0
MTND4LP12	0
MTND4LP13	0
MTND4LP14	0.163227062
MTND4LP16	0
MTND4LP17	0
MTND4LP18	0
MTND4LP19	0
MTND4LP2	0
MTND4LP20	0
MTND4LP21	0
MTND4LP22	0
MTND4LP24	0
MTND4LP25	0
MTND4LP26	0
MTND4LP3	0
MTND4LP30	0.105520525
MTND4LP31	0
MTND4LP5	0.053663692
MTND4LP7	0
MTND4LP9	0
MTND4P1	0
MTND4P10	0
MTND4P11	0
MTND4P12	18.65127009
MTND4P13	0
MTND4P14	0
MTND4P15	0.060676856
MTND4P16	0
MTND4P17	0
MTND4P18	0
MTND4P19	0
MTND4P2	0
MTND4P20	0.090159942
MTND4P21	0
MTND4P22	0
MTND4P23	0.022993101
MTND4P24	0.039470524
MTND4P25	0
MTND4P26	0
MTND4P27	0
MTND4P28	0
MTND4P29	0
MTND4P3	0
MTND4P30	0
MTND4P31	0
MTND4P32	0
MTND4P33	0
MTND4P34	0
MTND4P35	0.045584867
MTND4P4	0
MTND4P5	0
MTND4P6	0
MTND4P7	0
MTND4P8	0
MTND4P9	0.046567007
MT-ND5	1172.614569
MTND5P1	0.113962167
MTND5P10	0.008662133
MTND5P11	0.121069079
MTND5P12	0
MTND5P13	0
MTND5P14	0.012367639
MTND5P15	0
MTND5P16	0
MTND5P17	0
MTND5P18	0
MTND5P19	0
MTND5P2	0
MTND5P20	0
MTND5P21	0
MTND5P22	0
MTND5P23	0
MTND5P24	0
MTND5P25	0.019611762
MTND5P26	0
MTND5P27	0
MTND5P28	0.127796345
MTND5P29	0
MTND5P3	0
MTND5P30	0
MTND5P31	0
MTND5P32	0.017391563
MTND5P33	0
MTND5P34	0
MTND5P35	0
MTND5P4	0
MTND5P40	0
MTND5P41	0
MTND5P5	0
MTND5P6	0
MTND5P7	0
MTND5P8	0
MTND5P9	0
MT-ND6	1593.364754
MTND6P1	0
MTND6P10	0
MTND6P11	0
MTND6P12	0
MTND6P13	0
MTND6P14	0
MTND6P15	0
MTND6P16	0
MTND6P17	0
MTND6P18	0
MTND6P19	0
MTND6P2	0
MTND6P20	0
MTND6P21	0.162549772
MTND6P22	0.150381939
MTND6P24	0
MTND6P25	0
MTND6P3	0.086733199
MTND6P32	0
MTND6P33	0
MTND6P4	4.172609044
MTND6P5	0
MTND6P6	0
MTND6P7	0
MTND6P8	0
MTND6P9	0
MTNR1A	0
MTNR1B	0
MTO1	1.477278611
MTOR	3.227313788
MTOR-AS1	0.102685439
MTPAP	1.708684725
MTPN	45.31996146
MTR	3.345021059
MTREX	6.80342704
MTRF1	2.043886695
MTRF1L	3.344454896
MTRF1LP1	0.046155517
MTRF1LP2	0.013965952
MT-RNR1	804.6786202
MT-RNR2	3331.62621
MTRNR2L1	0.070630126
MTRNR2L10	0.020483396
MTRNR2L11	0
MTRNR2L12	0.597513746
MTRNR2L13	0
MTRNR2L2	0.180112621
MTRNR2L3	0.02036361
MTRNR2L4	0.071145507
MTRNR2L5	0
MTRNR2L6	0.010829162
MTRNR2L7	0
MTRNR2L8	0.16836314
MTRNR2L9	0.029733962
MTRR	11.02287575
MTSS1	5.418623041
MTSS1L	2.629918087
MT-TA	0.227098522
MT-TC	12.10848027
MT-TD	0
MT-TE	0.908394087
MT-TF	1.103506901
MT-TG	0
MT-TH	0
MT-TI	0.227098522
MT-TK	0
MT-TL1	1.462514479
MT-TL2	0
MT-TM	0.921752823
MT-TN	0
MTTP	0.037737565
MT-TP	1028.906589
MT-TQ	0
MT-TR	0
MT-TS1	0
MT-TS2	0
MT-TT	12.82074381
MT-TV	0
MT-TW	0.460876412
MT-TY	12.10848027
MTURN	11.92027346
MTUS1	8.759952017
MTUS2	0.018555119
MTUS2-AS1	0.012208647
MTUS2-AS2	0
MTX1	4.426550623
MTX1P1	0.467476074
MTX2	14.77542397
MTX3	1.518283863
MUC1	67.87477477
MUC12	0.101538096
MUC13	0.040305282
MUC15	4.734557558
MUC16	0.012155444
MUC17	0.00107482
MUC19	0.005844957
MUC2	0
MUC20	1.703800111
MUC20-OT1	1.221601389
MUC20P1	0.401072211
MUC21	0.466830259
MUC22	0.091118613
MUC3A	0.12399172
MUC4	0.361525937
MUC5AC	0.007184685
MUC5B	0.058136147
MUC6	0.074370185
MUC7	0
MUCL1	0
MUL1	13.88300396
MUM1	2.882129209
MUM1L1	0.707179463
MUPP	0.083055466
MUS81	5.311019919
MUSK	0.104914955
MUSTN1	0.121605971
MUT	11.90386361
MUTYH	2.918294433
MVB12A	4.840510014
MVB12B	4.688616624
MVD	9.311520835
MVK	3.347957767
MVP	29.63763291
MX1	6.745506123
MX2	1.285098785
MXD1	3.925468211
MXD3	0.775281042
MXD4	11.8023018
MXI1	8.646109507
MXRA5	0.998463591
MXRA5Y	0.001958725
MXRA7	9.655452928
MXRA8	9.941798948
MYADM	137.6511806
MYADML	0
MYADML2	0.012750039
MYB	0.302384596
MYB-AS1	0
MYBBP1A	4.612776259
MYBL1	1.177561833
MYBL2	0.536057187
MYBPC1	0.006365524
MYBPC2	0.126778301
MYBPC3	0.219670065
MYBPH	0.034725314
MYBPHL	2.189742593
MYC	46.92062805
MYCBP	8.755286934
MYCBP2	2.43326559
MYCBP2-AS1	0.060232813
MYCBP2-AS2	0.036611678
MYCBPAP	0.076966007
MYCL	0.377585494
MYCLP1	0
MYCLP2	0
MYCN	0.126466471
MYCNOS	0.006493907
MYCNUT	0
MYCT1	11.74976272
MYD88	20.21085753
MYDGF	69.63628346
MYEF2	1.121737867
MYEOV	0.07918249
MYF5	0
MYF6	0
MYH1	0.036417193
MYH10	13.70303054
MYH11	24.51579262
MYH13	0.017276514
MYH14	10.46498877
MYH15	0.071281899
MYH16	0.017284681
MYH2	0.097004638
MYH3	0.511073603
MYH4	0.002604687
MYH6	0
MYH7	0
MYH7B	0.296364859
MYH8	0
MYH9	91.27976534
MYHAS	0.020672557
MYL1	0.023352903
MYL10	0.046590083
MYL12A	193.8467491
MYL12AP1	0
MYL12B	559.494542
MYL12BP1	0.803579384
MYL12BP2	0.153025371
MYL2	0.103544921
MYL3	1.278932042
MYL4	0.5938432
MYL5	2.449657154
MYL6	516.8959444
MYL6B	5.803450807
MYL6BP1	0
MYL6P1	0.034591166
MYL6P2	0.036105525
MYL6P3	0.036272681
MYL6P4	0
MYL6P5	0.136555974
MYL7	0.032242383
MYL8P	0.060501151
MYL9	256.3214564
MYLIP	10.97867482
MYLK	11.1385847
MYLK2	0.031592335
MYLK3	0.083927715
MYLK4	0.402135705
MYLK-AS1	0.575625232
MYLK-AS2	0.037895521
MYLKP1	0
MYLPF	0.210050911
MYMK	0.031090869
MYMX	0.241645758
MYNN	6.166735511
MYO10	4.10514367
MYO15A	0.126190916
MYO15B	7.802458838
MYO16	0.090183439
MYO16-AS1	5.079175901
MYO16-AS2	0
MYO18A	3.513753996
MYO18B	0.009686667
MYO19	1.223622467
MYO1A	0.264811818
MYO1B	20.16991002
MYO1C	27.92384144
MYO1D	5.9096649
MYO1E	2.021964929
MYO1F	5.763919847
MYO1G	3.41718581
MYO1H	0.143879614
MYO3A	0.017223764
MYO3B	0.017123383
MYO5A	1.818169509
MYO5B	3.560366955
MYO5BP1	0
MYO5BP2	0
MYO5BP3	0
MYO5C	4.5956421
MYO6	12.54118949
MYO7A	0.206974168
MYO7B	1.623960883
MYO9A	2.187257144
MYO9B	7.546642761
MYOC	0.598369374
MYOCD	0.918117742
MYOD1	0
MYOF	9.635270571
MYOG	0.010255103
MYOM1	0.767519768
MYOM2	0.925276942
MYOM3	0.0372526
MYORG	1.190297253
MYOSLID	0.208236518
MYOT	0.097496151
MYOZ1	6.528235115
MYOZ2	0.325825603
MYOZ3	0.360792102
MYPN	0
MYPOP	1.848870345
MYRF	6.084518004
MYRFL	0.124504638
MYRIP	0.712506142
MYSM1	3.420426928
MYT1	0.015006989
MYT1L	0.004791621
MYT1L-AS1	0
MYZAP	11.36840479
MZB1	8.155464596
MZF1	3.318503028
MZF1-AS1	0.570194806
MZT1	9.330993238
MZT1P1	0
MZT1P2	0.126369339
MZT2A	3.219716617
MZT2B	21.04846695
N4BP1	9.045265458
N4BP2	1.398889948
N4BP2L1	7.905759052
N4BP2L2	8.13702305
N4BP2L2-IT2	0.573597922
N4BP3	1.902024822
N6AMT1	2.860181011
NAA10	8.290915893
NAA11	0
NAA15	3.864205745
NAA16	2.342323648
NAA20	34.45245148
NAA25	1.452798214
NAA30	2.774412163
NAA35	4.574840777
NAA38	33.25900511
NAA40	2.573840152
NAA50	14.59609058
NAA60	4.009845452
NAAA	4.072952652
NAALAD2	0.460114002
NAALADL1	2.576759561
NAALADL2	0.369880517
NAALADL2-AS1	0
NAALADL2-AS2	0
