	779250be-012c-4e5b-9b4e-258192607c4b
	normal
MIF4GD	10.1239387
MIF-AS1	0.668832841
MIGA1	2.039980998
MIGA2	2.57847993
MIIP	8.009871927
MILR1	2.907886522
MIMT1	0
MINCR	2.074435891
MINDY1	5.690219366
MINDY2	4.869670669
MINDY3	9.710375552
MINDY4	0.386618516
MINDY4B	0
MINK1	12.50456695
MINOS1	7.146890839
MINOS1-NBL1	0
MINOS1P2	0.273708262
MINOS1P3	4.554276264
MINOS1P4	0
MINPP1	6.182712073
MIOS	3.694562142
MIOX	0.008724832
MIOXP1	0.03753245
MIP	0.009360692
MIPEP	3.555255019
MIPEPP1	0
MIPEPP2	0
MIPEPP3	1.49840856
MIPOL1	0.391551496
MIR100	0
MIR100HG	2.595853848
MIR101-1	0
MIR101-2	0.172195582
MIR103A1	0
MIR103A2	3.817002075
MIR105-1	0
MIR105-2	0
MIR106B	0.382190195
MIR107	0
MIR10B	0.142452709
MIR1-1	0
MIR1179	0
MIR1180	0
MIR1183	0.704260584
MIR1184-1	0
MIR1184-2	0
MIR1184-3	0
MIR1185-1	0
MIR1185-2	0
MIR1193	0
MIR1197	0
MIR1-1HG	0.012844097
MIR1-1HG-AS1	0.106095188
MIR1200	0
MIR1202	0
MIR1203	0
MIR1205	0
MIR1207	0
MIR1208	0
MIR1224	0
MIR1225	0
MIR1226	0.41786128
MIR1227	0
MIR1228	0
MIR1229	0
MIR1231	0
MIR1233-1	0
MIR1233-2	0
MIR1237	0
MIR1238	0
MIR124-2	0
MIR124-2HG	0
MIR124-3	0
MIR1245A	0
MIR1249	0.279817821
MIR1250	0.416012336
MIR1251	0
MIR1252	0
MIR1253	0
MIR1254-1	2.423164638
MIR1254-2	0
MIR1255A	0
MIR1255B2	0
MIR1256	0
MIR1258	0
MIR125A	0
MIR125B1	0.712263545
MIR125B2	0
MIR126	16.96025195
MIR1260A	0
MIR1260B	0
MIR1261	0
MIR1262	0
MIR1263	0
MIR1264	0
MIR1265	0
MIR1266	0
MIR1267	0
MIR1268A	0
MIR1268B	0
MIR1269A	0
MIR1269B	0
MIR127	0
MIR1270	0.188792747
MIR1271	0
MIR1272	0
MIR1273A	0
MIR1273C	0
MIR1273D	0
MIR1273E	0
MIR1273F	0
MIR1273G	0
MIR1273H	0.135084465
MIR1275	0
MIR1276	0
MIR1277	0
MIR1278	0
MIR128-1	0
MIR1282	0
MIR128-2	0
MIR1283-1	0
MIR1283-2	0
MIR1284	0
MIR1285-1	0.559635643
MIR1285-2	0
MIR1286	0
MIR1288	0
MIR1289-1	0
MIR1289-2	0
MIR1290	0.602684538
MIR1291	0.279817821
MIR129-1	0
MIR129-2	0
MIR1293	0
MIR1294	0
MIR1295A	0
MIR1296	0.139908911
MIR1298	0
MIR1299	0.377585494
MIR1301	0
MIR1302-2HG	0
MIR1302-3	0
MIR1302-4	0
MIR1302-5	0.20893064
MIR1302-6	0
MIR1302-7	0
MIR1302-8	0.36726089
MIR1303	0.364413907
MIR1305	0
MIR130A	0
MIR132	0
MIR1323	0
MIR133A1HG	0.046551045
MIR133B	0
MIR134	0
MIR1343	0
MIR135A1	1.0446532
MIR135A2	0
MIR135B	0
MIR136	0
MIR137HG	0
MIR138-1	0
MIR138-2	0
MIR139	0
MIR140	0.284905418
MIR141	0.164945242
MIR145	0
MIR1468	0
MIR146B	3.846223144
MIR1470	0
MIR1471	0
MIR147A	0
MIR148A	0.141169351
MIR148B	0
MIR149	0
MIR150	0.419726732
MIR151A	0
MIR151B	0
MIR152	0
MIR153-1	0
MIR153-2	0
MIR1537	0
MIR1538	0
MIR154	0
MIR155HG	1.821614017
MIR1587	0
MIR15B	0
MIR16-1	0
MIR16-2	0
MIR17HG	1.135297506
MIR181A1	0
MIR181A1HG	0.024107382
MIR181A2	0
MIR181A2HG	1.136178706
MIR181B1	0
MIR181B2	0.176065146
MIR181C	0.427358127
MIR181D	0.45751235
MIR182	0.139908911
MIR1827	0
MIR183	0
MIR184	0
MIR185	0
MIR186	6.559450323
MIR187	0
MIR188	0
MIR190A	0
MIR190B	0
MIR191	0
MIR1911	0
MIR1912	0
MIR1913	0
MIR1915	0
MIR193A	0.178065886
MIR193B	0
MIR193BHG	0.528670648
MIR194-1	0
MIR194-2HG	0.01288988
MIR196A1	0
MIR196A2	0
MIR1972-1	0.61051161
MIR1972-2	0.20350387
MIR1976	0
MIR199A1	0.882805521
MIR199A2	0.427358127
MIR199B	0
MIR200A	0.988185459
MIR200B	0.282338703
MIR200C	0
MIR200CHG	15.08777693
MIR202HG	0.038126029
MIR203A	0
MIR204	0
MIR2052HG	0
MIR2053	0
MIR205HG	0.089083559
MIR206	0
MIR208A	0
MIR208B	0
MIR210	0.284905418
MIR210HG	1.21523638
MIR211	0
MIR2113	0
MIR2114	0
MIR2115	0
MIR2116	0
MIR2117HG	0
MIR212	0
MIR215	0
MIR216A	0
MIR216B	0
MIR217	0
MIR217HG	0
MIR218-1	0
MIR218-2	0
MIR219A1	0.712263545
MIR221	12.96319652
MIR222	1.399089107
MIR222HG	7.297568401
MIR2276	0
MIR2278	0
MIR22HG	67.74327606
MIR2355	0
MIR2392	0
MIR23A	11.16204789
MIR23B	4.361696349
MIR23C	0
MIR2467	0
MIR25	1.865452142
MIR2681	0
MIR26A1	0.20350387
MIR26A2	0.186545214
MIR26B	0.569810836
MIR27A	11.25011138
MIR27B	5.078175276
MIR28	0
MIR2909	0
MIR297	0
MIR298	0.356131773
MIR299	0
MIR29B2CHG	2.161420522
MIR300	0
MIR301A	0
MIR301B	0
MIR302A	0.227098522
MIR302C	0
MIR302D	0
MIR302E	0
MIR3065	0.287519229
MIR3074	0
MIR30A	0
MIR30B	0
MIR30C1	0
MIR30C2	2.080061681
MIR30D	0
MIR30E	0.138670779
MIR31	0
MIR3115	0
MIR3116-1	0
MIR3117	1.270524162
MIR3118-1	0
MIR3118-2	0
MIR3118-3	0
MIR3118-4	0
MIR3119-2	0
MIR3121	0.20350387
MIR3122	0
MIR3123	0
MIR3124	0
MIR3125	1.00447423
MIR3126	0
MIR3127	0
MIR3128	0
MIR3129	0.206181553
MIR3130-2	0
MIR3131	0
MIR3132	0
MIR3133	0
MIR3134	0.211754027
MIR3135A	0
MIR3135B	0
MIR3136	0
MIR3137	0.20893064
MIR3138	0.76438039
MIR3139	0
MIR3140	0
MIR3141	0
MIR3142	0
MIR3142HG	0.578849556
MIR3143	0
MIR3144	0
MIR3145	0.382190195
MIR3146	0
MIR3147	0
MIR3148	0
MIR3149	0.139908911
MIR3150BHG	0.048866314
MIR3151	0.206181553
MIR3152	0
MIR3153	0.191095097
MIR3154	0
MIR3155A	0
MIR3156-1	0
MIR3156-2	0
MIR3156-3	0
MIR3157	0
MIR3158-1	0
MIR3159	0
MIR3160-1	0
MIR3161	0
MIR3162	0
MIR3163	0
MIR3164	0.377585494
MIR3165	0
MIR3166	0
MIR3167	0
MIR3168	0
MIR3169	0
MIR3170	0
MIR3171	0
MIR3173	0.230438206
MIR3174	1.080675724
MIR3176	1.218762066
MIR3177	0.573285292
MIR3178	0
MIR3179-2	0
MIR3179-3	0
MIR3179-4	0
MIR3180-1	0
MIR3180-2	0
MIR3180-3	0
MIR3180-4	0
MIR3180-5	0
MIR3181	0
MIR3182	0
MIR3183	0.373090428
MIR3185	0
MIR3186	0.737402259
MIR3187	0
MIR3188	0.184350565
MIR3189	1.073273835
MIR3190	0
MIR3192	0.139908911
MIR3193	1.994337926
MIR3194	0
MIR3195	0
MIR3196	0
MIR3197	0.214654767
MIR3198-1	0
MIR3199-1	0
MIR31HG	0
MIR32	0
MIR3200	0
MIR3201	0
MIR3202-1	0
MIR320A	0.382190195
MIR320B1	0
MIR320B2	0
MIR320C1	0.356131773
MIR320C2	0
MIR320D1	1.305816499
MIR320D2	0
MIR320E	3.917449498
MIR323A	0
MIR323B	0
MIR324	0.839453464
MIR325	0
MIR326	0.494835726
MIR328	0
MIR329-1	0
MIR329-2	0
MIR331	1.12935481
MIR335	0
MIR337	0
MIR339	0.282338703
MIR33A	0
MIR33B	0
MIR340	0
MIR342	1.42452709
MIR345	0
MIR346	0
MIR34AHG	0
MIR34B	0
MIR34C	1.160725777
MIR3591	0
MIR3609	0.39174495
MIR361	0
MIR3611	0
MIR3612	0
MIR3613	0.180112621
MIR3616	0
MIR3617	0
MIR3619	0
MIR362	0
MIR3621	0
MIR3622B	0
MIR3646	0
MIR3648-1	0
MIR3648-2	0
MIR3649	0
MIR3650	0
MIR3651	0
MIR3653	1.566979799
MIR3657	0
MIR3659	0
MIR365A	0
MIR3660	0
MIR3661	0
MIR3663	0
MIR3663HG	0
MIR3664	0.158280788
MIR3665	0
MIR3666	0
MIR3667	0
MIR3668	0
MIR367	0
MIR3670-1	0
MIR3670-2	0
MIR3670-3	0
MIR3670-4	0
MIR3671	2.314856522
MIR3672	0
MIR3675	0
MIR3677	7.573735697
MIR3678	0
MIR3679	0
MIR3680-1	0.180112621
MIR3680-2	0.360225241
MIR3681	0
MIR3681HG	0.012128327
MIR3682	10.25998678
MIR3683	0
MIR3684	0
MIR3685	5.307512224
MIR3686	0
MIR3687-1	0
MIR3687-2	0
MIR3688-1	0
MIR3689A	0
MIR3689B	0
MIR3689C	0
MIR3689D1	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
MIR369	0
MIR3690	0.20893064
MIR3691	0
MIR3692	0
MIR370	0
MIR3713	0
MIR371A	0
MIR372	0
MIR373	0
MIR374A	0.141169351
MIR374B	0.699544553
MIR375	0
MIR377	0
MIR378A	0.139908911
MIR378B	0
MIR378C	0
MIR378D1	0
MIR378E	0
MIR378F	0
MIR378G	0
MIR378H	0.377585494
MIR378J	0.431278844
MIR379	0
MIR380	0
MIR381	0
MIR381HG	0
MIR383	0
MIR3907	0
MIR3908	0
MIR3909	0.131678975
MIR3910-1	0
MIR3912	0
MIR3913-1	0
MIR3914-1	0
MIR3915	0
MIR3918	0
MIR3919	0
MIR3920	0
MIR3921	0
MIR3922	0
MIR3923	0
MIR3924	0
MIR3925	0
MIR3926-1	0.643964301
MIR3927	0
MIR3928	0
MIR3929	0
MIR3934	0
MIR3935	0
MIR3936	3.418865017
MIR3936HG	1.047578375
MIR3937	0
MIR3938	0
MIR3939	0
MIR3941	0
MIR3942	0.287519229
MIR3943	0
MIR3944	0
MIR3945	0.319791796
MIR3945HG	8.61362121
MIR3972	0
MIR3973	0
MIR3976	0
MIR3976HG	0
MIR3978	0
MIR409	0
MIR410	0.290181444
MIR411	0
MIR412	0
MIR421	0.419726732
MIR422A	0.174108867
MIR425	0
MIR4252	0
MIR4253	0
MIR4254	0
MIR4255	0
MIR4257	2.550897348
MIR4258	0
MIR4259	0
MIR4261	0
MIR4262	0
MIR4263	1.321549228
MIR4264	0
MIR4265	0.316561576
MIR4266	0
MIR4267	0
MIR4268	0
MIR4269	0.186545214
MIR4270	0
MIR4271	0
MIR4273	0
MIR4274	0
MIR4276	0
MIR4277	0
MIR4279	0
MIR4280	0
MIR4281	0
MIR4282	0
MIR4283-1	0
MIR4283-2	0
MIR4284	0.193454296
MIR4285	0.368701129
MIR4286	0.168492452
MIR4287	0
MIR4288	0
MIR4289	0
MIR429	1.887927469
MIR4290	0
MIR4290HG	0
MIR4291	0
MIR4292	3.975918894
MIR4293	0
MIR4294	0
MIR4295	0
MIR4296	0.534197659
MIR4297	0.618544658
MIR4298	0
MIR4299	0
MIR4300	0
MIR4300HG	0
MIR4301	0
MIR4303	0
MIR4304	0
MIR4305	0
MIR4306	0
MIR4307	0
MIR4307HG	0
MIR4308	0
MIR4309	0
MIR431	0
MIR4310	0
MIR4311	0.15669798
MIR4312	0.206181553
MIR4314	0
MIR4316	0.22070138
MIR4318	0
MIR4319	0
MIR432	0
MIR4322	0
MIR4323	0
MIR4324	0.217636083
MIR4325	0
MIR4326	0.79676939
MIR4327	0
MIR433	0
MIR4330	0
MIR4417	0.214654767
MIR4418	0
MIR4419A	0.20350387
MIR4419B	0
MIR4420	0.61051161
MIR4421	0
MIR4422	0
MIR4422HG	0
MIR4423	0
MIR4424	0
MIR4425	0
MIR4427	0.460876412
MIR4428	0
MIR4429	0
MIR4431	0
MIR4432	0
MIR4432HG	0
MIR4433B	0
MIR4435-1	0
MIR4435-2	0
MIR4435-2HG	2.300695047
MIR4436A	0
MIR4436B1	0
MIR4436B2	0
MIR4437	0
MIR4438	0
MIR4439	0
MIR4440	0
MIR4441	0
MIR4443	0
MIR4444-2	0
MIR4445	0
MIR4446	0.233877582
MIR4447	0
MIR4448	0
MIR4449	0
MIR4450	0
MIR4451	0.145090722
MIR4452	0
MIR4453HG	1.185681382
MIR4455	0
MIR4456	0
MIR4457	0
MIR4458HG	2.621865255
MIR4459	0
MIR4460	0
MIR4461	0
MIR4462	0
MIR4463	0
MIR4464	0
MIR4465	0
MIR4466	0
MIR4470	0
MIR4471	0
MIR4472-1	0
MIR4472-2	0
MIR4473	0
MIR4474	0
MIR4475	0
MIR4476	0
MIR4477A	0
MIR4477B	1.354180074
MIR4478	0
MIR4479	0
MIR448	0
MIR4480	0.882805521
MIR4482	0.447708514
MIR4484	0
MIR4486	0
MIR4487	0
MIR4488	0
MIR4489	2.780125451
MIR4490	0
MIR4491	0
MIR4492	0
MIR4493	0
MIR4494	0
MIR4495	0
MIR4497	0
MIR4498	0
MIR4499	0
MIR449A	0
MIR449B	0
MIR449C	0
MIR4500	0
MIR4500HG	0.047875949
MIR4502	0.580362889
MIR4503	0
MIR4504	0
MIR4505	0
MIR4506	0.40700774
MIR4507	0
MIR4508	0
MIR4509-1	0
MIR4509-2	0
MIR4509-3	0
MIR450A1	0
MIR450A2	0
MIR450B	0
MIR4510	0
MIR4511	0.720450482
MIR4512	0.40700774
MIR4513	0.54662086
MIR4514	1.099634947
MIR4515	0
MIR4516	0
MIR4518	0.188792747
MIR4519	0
MIR4520-1	0
MIR4522	0.180112621
MIR4524B	0.136259113
MIR4525	0
MIR4526	0.180112621
MIR4527	0
MIR4527HG	0
MIR4528	0
MIR4529	0
MIR4530	0.839453464
MIR4532	0
MIR4533	0
MIR4535	0
MIR4536-2	0
MIR4537	0.223854257
MIR4538	0
MIR4539	0.2611633
MIR454	0
MIR4540	0
MIR455	0
MIR4632	0
MIR4633	0.59505562
MIR4634	0
MIR4635	2.776926227
MIR4636	0
MIR4637	0.186545214
MIR4638	0
MIR4639	0
MIR4641	0.237421182
MIR4642	0
MIR4643	0
MIR4644	0.186545214
MIR4645	1.62803096
MIR4646	0
MIR4648	0.870544333
MIR4650-1	0
MIR4650-2	0
MIR4652	0
MIR4653	0
MIR4654	0
MIR4655	0
MIR4656	0
MIR4659A	0
MIR466	0
MIR4660	0
MIR4661	0
MIR4662B	0
MIR4663	0.206181553
MIR4664	1.544909661
MIR4665	0
MIR4666A	0
MIR4666B	0
MIR4667	0
MIR4668	0.671562771
MIR4669	0
MIR4670	0
MIR4671	0
MIR4672	0.193454296
MIR4673	0.265589797
MIR4674	0
MIR4675	0
MIR4676	0
MIR4677	1.566979799
MIR4679-2	0
MIR4681	0
MIR4682	0.39174495
MIR4684	0
MIR4685	0
MIR4686	0
MIR4688	0
MIR4689	0
MIR4690	0
MIR4692	0
MIR4693	0
MIR4694	0
MIR4695	0
MIR4696	0.223854257
MIR4697HG	0.667574663
MIR4698	0.195872475
MIR4699	0
MIR4701	0.497453905
MIR4703	0
MIR4704	0
MIR4705	0
MIR4706	0
MIR4708	0
MIR4710	0
MIR4711	0
MIR4713	0
MIR4713HG	0
MIR4714	0
MIR4715	0.198351873
MIR4716	0
MIR4717	1.305816499
MIR4718	0
MIR4719	0
MIR4725	0
MIR4726	0
MIR4727	0
MIR4728	1.16938791
MIR4729	0
MIR4730	0.412363105
MIR4731	0.895417028
MIR4733	0.206181553
MIR4734	0
MIR4735	0
MIR4736	0
MIR4737	0.386908592
MIR4739	0
MIR4740	0.497453905
MIR4742	0.184350565
MIR4743	0
MIR4744	0
MIR4746	0
MIR4747	0
MIR4748	0.191095097
MIR4749	0
MIR4752	0
MIR4753	0
MIR4754	0.176065146
MIR4755	0
MIR4756	0
MIR4757	0.20350387
MIR4759	0
MIR4760	0
MIR4762	0
MIR4764	0
MIR4765	0
MIR4766	0
MIR4767	0
MIR4768	1.270524162
MIR4769	0
MIR4770	0
MIR4771-1	0
MIR4771-2	0
MIR4772	0.200894846
MIR4773-1	0
MIR4774	0
MIR4776-1	0.195872475
MIR4777	0.364413907
MIR4778	0
MIR4779	0
MIR4780	0
MIR4782	0.290181444
MIR4783	0
MIR4786	0
MIR4787	0
MIR4789	0
MIR4790	0
MIR4791	0
MIR4792	0
MIR4794	0
MIR4795	0
MIR4796	0
MIR4797	0
MIR4798	0
MIR4799	0
MIR4801	0
MIR4802	0
MIR4803	0
MIR4804	0
MIR483	0
MIR485	0
MIR486-1	0.139908911
MIR487A	0
MIR487B	0
MIR488	0
MIR489	0
MIR490	0
MIR491	0.284905418
MIR493	0
MIR494	0
MIR495	0
MIR496	0
MIR497HG	1.052266497
MIR498	0
MIR4999	0.344391165
MIR499A	0.642204836
MIR5000	0
MIR5002	0
MIR5003	0
MIR5007	0
MIR5008	0
MIR5009	0.31339596
MIR500A	0
MIR500B	0
MIR501	0
MIR5011	0
MIR502	0
MIR503	0.22070138
MIR503HG	1.372741541
MIR504	0
MIR505	0
MIR506	0
MIR507	0
MIR508	0
MIR5088	0
MIR5089	0
MIR5091	0.168492452
MIR509-1	0
MIR5092	0
MIR509-2	0
MIR5093	0
MIR509-3	0
MIR5094	0.184350565
MIR5095	0
MIR5096	0
MIR510	0
MIR5100	0
MIR511	0
MIR512-1	0
MIR512-2	0
MIR513A1	0
MIR513A2	0
MIR513B	0
MIR513C	0
MIR514A1	0
MIR514A2	0
MIR514A3	0
MIR514B	0
MIR515-1	0
MIR515-2	0
MIR516A1	0
MIR516A2	0
MIR516B1	0
MIR516B2	0
MIR517A	0
MIR517B	0
MIR517C	0
MIR5186	0
MIR5188	0.138670779
MIR5189	0
MIR518A1	0
MIR518A2	0
MIR518B	0
MIR518E	0
MIR518F	0
MIR5190	0
MIR5191	0
MIR5192	0.681295565
MIR5194	0.5223266
MIR5195	0.272518226
MIR5197	0
MIR519A1	0
MIR519B	0
MIR519C	0
MIR519D	0
MIR519E	0
MIR520A	0
MIR520B	0
MIR520C	0
MIR520D	0
MIR520E	0
MIR520G	0
MIR520H	0
MIR521-1	0
MIR521-2	0
MIR525	0
MIR526A1	0
MIR526A2	0
MIR526B	0
MIR527	0
MIR532	0
MIR539	0
MIR541	0
MIR542	0
MIR543	0
MIR544A	0
MIR544B	0
MIR545	0
MIR548A1	0
MIR548A2	0
MIR548A3	0
MIR548AA1	0.161544309
MIR548AA2	4.03860773
MIR548AB	0
MIR548AC	0
MIR548AD	0
MIR548AE1	0
MIR548AE2	0
MIR548AG1	0
MIR548AG2	0
MIR548AI	0
MIR548AJ1	0
MIR548AJ2	0
MIR548AK	0
MIR548AL	0
MIR548AM	0
MIR548AN	1.699134722
MIR548AO	0
MIR548AP	0
MIR548AQ	0
MIR548AR	0.274908737
MIR548AS	0
MIR548AT	0
MIR548AV	0
MIR548AW	0
MIR548AX	0
MIR548AY	0.29289342
MIR548AZ	0
MIR548B	0
MIR548BA	0
MIR548BB	0
MIR548C	0
MIR548D2	0
MIR548E	0
MIR548F1	0
MIR548F2	0
MIR548F3	0
MIR548F4	0
MIR548F5	0
MIR548G	0
MIR548H1	0.153625471
MIR548H2	0
MIR548H3	0
MIR548H4	0
MIR548H5	0
MIR548I1	0
MIR548I2	0.105166429
MIR548I3	0
MIR548I4	0
MIR548J	0.139908911
MIR548K	0.135084465
MIR548L	0
MIR548M	0
MIR548N	0.62679192
MIR548O	0
MIR548O2	0
MIR548P	0
MIR548Q	0
MIR548S	0
MIR548T	0
MIR548U	0
MIR548V	1.17523485
MIR548W	0
MIR548X	0
MIR548X2	0
MIR548XHG	0
MIR548Y	0
MIR548Z	0
MIR549A	0
MIR550A1	0
MIR550A2	0
MIR550A3	0.494835726
MIR551A	0
MIR551B	0
MIR552	0
MIR553	0.460876412
MIR554	0.326454125
MIR556	0.143759615
MIR557	0
MIR5571	0
MIR5579	0
MIR558	0
MIR5580	0
MIR5581	3.395122899
MIR5582	0.230438206
MIR5583-1	0
MIR5584	0
MIR5585	0
MIR5586	0
MIR5587	0.886969698
MIR5588	0
MIR5589	0
MIR559	1.142589437
MIR5590	0
MIR5591	0
MIR561	0.323088618
MIR562	0
MIR563	0
MIR566	0
MIR567	0
MIR5680	0
MIR5681A	0
MIR5682	0
MIR5684	0
MIR5685	2.9752781
MIR5687	0
MIR5688	0
MIR5689	0
MIR5689HG	0.072882781
MIR569	0
MIR5690	0.858619068
MIR5691	0.691314617
MIR5692A1	0.681295565
MIR5692A2	0
MIR5692B	0
MIR5692C1	0
MIR5692C2	0.40700774
MIR5693	0
MIR5694	0
MIR5695	0
MIR5696	0.184350565
MIR5697	0.200894846
MIR5698	0.217636083
MIR5699	0
MIR570	9.531114244
MIR5700	0
MIR5701-1	0
MIR5701-2	0
MIR5701-3	0
MIR5702	0
MIR5704	0
MIR5705	0
MIR5706	0
MIR5707	0
MIR5708	0
MIR571	0
MIR572	0
MIR573	5.698108361
MIR5739	0
MIR574	0
MIR575	0
MIR576	0.319791796
MIR577	0
MIR578	0.65290825
MIR5787	0
MIR579	0.319791796
MIR580	0
MIR581	0.489681187
MIR582	0
MIR583	0
MIR583HG	0.289357065
MIR584	0
MIR585	0
MIR586	0
MIR587	0
MIR588	0
MIR589	1.42452709
MIR590	3.553974803
MIR591	0.164945242
MIR592	0
MIR593	0
MIR595	0.163227062
MIR596	0
MIR597	0
MIR598	0
MIR599	0
MIR600HG	1.031734694
MIR601	0.198351873
MIR602	0.159895898
MIR603	0
MIR604	0.166699979
MIR605	0
MIR606	0
MIR6068	0
MIR6069	0.396703747
MIR607	0
MIR6070	0
MIR6071	2.611632999
MIR6072	0
MIR6074	0
MIR6075	0.164945242
MIR6076	0
MIR6077	0
MIR6078	0
MIR608	0
MIR6080	0
MIR6081	0
MIR6082	0
MIR6083	0
MIR6085	0
MIR6087	0
MIR6088	0
MIR6089	0
MIR609	0
MIR6090	0
MIR610	0
MIR6124	1.843505646
MIR6126	0
MIR6127	0
MIR6128	0
MIR6129	0.143759615
MIR613	0.329890484
MIR6130	0
MIR6131	0.143759615
MIR6133	0
MIR6134	0
MIR615	0
MIR616	0.969265855
MIR6165	0
MIR617	0
MIR618	0
MIR619	0.158280788
MIR620	0
MIR621	5.38649306
MIR623	0
MIR624	0
MIR625	0
MIR626	0
MIR627	0
MIR629	0
MIR633	0
MIR634	0
MIR635	5.596356426
MIR638	0
MIR640	0
MIR641	0.633123151
MIR642A	0
MIR643	0.161544309
MIR644A	0.333399957
MIR645	2.167099723
MIR646	0
MIR646HG	0.070158722
MIR647	7.018763685
MIR648	0
MIR649	0.161544309
MIR6499	0
MIR6500	0
MIR6503	1.457655627
MIR6504	0
MIR6505	0
MIR6507	0
MIR6508	0
MIR6509	0.368701129
MIR651	0
MIR6511A1	0
MIR6511A2	0
MIR6511A3	0
MIR6511A4	0
MIR6512	0.40700774
MIR6514	0
MIR6515	0
MIR652	0
MIR653	0
MIR654	0
MIR655	0
MIR656	0
MIR657	0.319791796
MIR659	0.323088618
MIR660	0
MIR661	0.176065146
MIR662	0
MIR663AHG	0.128294233
MIR663B	0
MIR664A	0
MIR668	0
MIR670	0
MIR670HG	0
MIR6715A	0
MIR6718	0
MIR6719	0
MIR6720	0
MIR6722	0
MIR6723	0
MIR6724-1	0
MIR6724-2	0
MIR6724-3	0
MIR6724-4	0
MIR6726	0
MIR6728	0.176065146
MIR6729	0
MIR6730	0.233877582
MIR6731	0
MIR6735	0
MIR6736	0
MIR6737	0
MIR6738	0.244840594
MIR6739	0.62679192
MIR6740	0.554683115
MIR6744	0
MIR6745	0
MIR6746	0
MIR6747	0.513763869
MIR6749	0
MIR6750	0.62679192
MIR6752	0
MIR6753	0.76438039
MIR6754	0
MIR6757	1.36259113
MIR676	0
MIR6760	0
MIR6761	0
MIR6762	0.54662086
MIR6763	0.723221446
MIR6765	0
MIR6766	0
MIR6768	0
MIR6769A	0.858619068
MIR6769B	0
MIR6770-1	0
MIR6770-2	0
MIR6770-3	0
MIR6771	0
MIR6772	5.38649306
MIR6774	1.119271285
MIR6775	0
MIR6776	0
MIR6777	0
MIR6779	0
MIR6780A	0
MIR6780B	0.396703747
MIR6781	0.244840594
MIR6782	0
MIR6783	0
MIR6784	0.701632746
MIR6786	0
MIR6788	0
MIR6790	0
MIR6792	0
MIR6793	0.497453905
MIR6794	0
MIR6795	0
MIR6796	0
MIR6797	0.435272166
MIR6798	0
MIR6799	0
MIR6801	0
MIR6802	0
MIR6803	0
MIR6804	0.230438206
MIR6806	0
MIR6807	0
MIR6809	0
MIR6810	0.671562771
MIR6811	0
MIR6812	0.734521781
MIR6813	0.279817821
MIR6814	0.223854257
MIR6815	0
MIR6816	0
MIR6817	0
MIR6818	0
MIR6819	1.027527737
MIR6821	0
MIR6823	0
MIR6825	0
MIR6826	0
MIR6827	0
MIR6829	0
MIR6832	0
MIR6833	0
MIR6835	0.979362375
MIR6839	0
MIR6842	0
MIR6846	0
MIR6851	0.467755164
MIR6853	0
MIR6854	0
MIR6855	0
MIR6856	0
MIR6857	0
MIR6858	0
MIR6859-1	1.382629235
MIR6859-2	0
MIR6859-3	0
MIR6859-4	0.230438206
MIR6862-1	0
MIR6862-2	0
MIR6864	0.447708514
MIR6865	0.482147631
MIR6867	0
MIR6868	0
MIR6870	0
MIR6871	0
MIR6876	0
MIR6877	0.489681187
MIR6879	0
MIR6880	0.252738677
MIR6881	0
MIR6882	0
MIR6885	0
MIR6888	0.233877582
MIR6889	0
MIR6891	0
MIR6892	0
MIR6893	0
MIR6894	0
MIR6895	0
MIR708	0.178065886
MIR7106	0
MIR7111	0.435272166
MIR7150	0
MIR7151	0
MIR7152	1.160725777
MIR7154	0
MIR7155	0
MIR7156	1.0446532
MIR7158	0.22070138
MIR7159	0
MIR7160	0
MIR7161	0
MIR7-2	0
MIR7-3	0
MIR7-3HG	0.013941101
MIR744	0.479687694
MIR7515HG	0.002198036
MIR758	0
MIR759	0
MIR760	0
MIR762	0
MIR762HG	0.397140886
MIR764	0
MIR7641-1	0
MIR7641-2	0
MIR765	0.137454368
MIR766	0.139908911
MIR767	0
MIR769	0
MIR770	0.639583592
MIR7702	0
MIR7843	0
MIR7845	0
MIR7848	0.775732574
MIR7849	0
MIR7850	0.396703747
MIR7851	0.097936237
MIR7852	0
MIR7853	0
MIR7854	0
MIR7856	2.798178213
MIR7973-1	0
MIR7974	0
MIR7975	0
MIR7976	0
MIR802	0
MIR8052	0
MIR8053	0
MIR8054	0
MIR8055	0.161544309
MIR8056	0
MIR8057	0
MIR8058	0
MIR8059	0
MIR8060	0
MIR8061	0.20893064
MIR8062	0
MIR8063	0
MIR8064	0
MIR8065	0
MIR8066	0.200894846
MIR8067	0
MIR8068	0
MIR8069-2	0
MIR8070	0
MIR8071-1	2.410738153
MIR8071-2	2.410738153
MIR8073	0
MIR8074	0
MIR8075	0
MIR8076	0
MIR8077	0
MIR8078	0
MIR8079	0
MIR8080	0
MIR8081	0
MIR8082	0
MIR8083	0.704260584
MIR8084	0
MIR8086	0
MIR8087	0
MIR8088	0.364413907
MIR8089	0.382190195
MIR8485	0
MIR873	0
MIR874	0
MIR875	0
MIR876	0
MIR877	0
MIR885	0
MIR887	0
MIR888	0
MIR889	0
MIR890	0
MIR891A	0
MIR891B	0
MIR892A	0
MIR892B	0
MIR892C	0
MIR9-1	0
MIR920	0
MIR921	0
MIR93	0.39174495
MIR933	0
MIR934	0
MIR938	0.188792747
MIR9-3HG	0.025882667
