	48a39e37-0380-4465-8311-6c5c6aff522a
	tumor
AC006326.1	0
AC006328.1	0
AC006329.1	1.210788603
AC006329.2	0.072217087
AC006330.1	0.107398838
AC006333.1	0
AC006333.2	1.226795932
AC006335.1	0
AC006335.2	0
AC006335.3	0
AC006338.1	0
AC006338.2	0
AC006349.1	0
AC006355.1	0
AC006355.2	0
AC006357.1	0.348301241
AC006362.1	0
AC006363.1	0
AC006366.1	0
AC006369.1	0.103845008
AC006369.2	0.14819548
AC006372.1	0
AC006372.2	0
AC006372.3	0.003513649
AC006372.4	0
AC006378.1	0.156583903
AC006378.2	0.005745867
AC006380.1	0
AC006386.1	0
AC006386.2	0
AC006387.1	0
AC006390.1	0
AC006427.1	0
AC006435.1	0
AC006435.2	0.172934758
AC006435.3	0
AC006435.4	0
AC006435.5	0
AC006441.1	0.097666586
AC006441.2	0
AC006441.3	0
AC006441.4	0
AC006441.5	0
AC006445.1	0
AC006445.2	0.060282907
AC006449.1	0
AC006449.2	0.292731812
AC006449.3	0
AC006449.5	0.094935522
AC006449.6	0.539080422
AC006449.7	0
AC006450.1	0
AC006450.2	0
AC006450.3	0.006629434
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.607008686
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0.037636947
AC006480.2	0.095767311
AC006482.1	0.052112696
AC006483.1	0.272717561
AC006483.2	0
AC006484.1	0
AC006486.1	0.044879388
AC006486.2	0.17468062
AC006487.1	0.011651733
AC006487.2	0.02465644
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.213440299
AC006504.2	0
AC006504.3	0.163213378
AC006504.4	0
AC006504.5	0.766546237
AC006504.6	0
AC006504.7	0
AC006504.8	0.470491477
AC006509.1	0
AC006509.2	0
AC006511.1	0
AC006511.2	0
AC006511.3	0.08777029
AC006512.1	0.048889231
AC006512.2	0
AC006517.1	0
AC006518.1	0.030173417
AC006518.2	0
AC006529.1	0
AC006530.1	0
AC006538.1	0.394938617
AC006538.2	0
AC006538.3	0
AC006539.1	0
AC006539.2	0
AC006539.3	0
AC006547.1	0.897409594
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0
AC006557.2	0.022946397
AC006557.3	0
AC006557.4	0
AC006557.5	0
AC006557.6	0.032932329
AC006566.1	0.138662437
AC006581.1	0
AC006600.1	0
AC006600.2	0
AC006840.1	0
AC006924.1	0.025450387
AC006927.1	0
AC006942.1	0.273591656
AC006946.1	0.130122861
AC006946.2	0.104645215
AC006946.3	0.018818474
AC006947.1	0.088182434
AC006960.1	0
AC006960.2	0
AC006960.3	0.02017981
AC006963.1	0.027047084
AC006965.1	0
AC006967.1	0
AC006967.2	0
AC006967.3	0
AC006970.1	0.146290654
AC006970.2	0.018262858
AC006971.1	0.085626992
AC006978.1	2.743898159
AC006978.2	0.064084532
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0
AC006994.2	0
AC007000.1	0.089589207
AC007000.2	0
AC007000.3	0.115289839
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0.046645135
AC007014.2	0.267308757
AC007016.1	0.116612837
AC007029.1	0
AC007032.1	0.218356504
AC007036.1	0.042215923
AC007036.2	0.032555529
AC007036.3	0
AC007038.1	0.064696526
AC007038.2	0.288380394
AC007040.1	0.059651011
AC007040.2	0.009588923
AC007041.1	0.123175464
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0
AC007066.2	0.239418277
AC007068.1	0
AC007068.2	0.036017129
AC007091.1	0.025135629
AC007098.1	0.03876503
AC007099.1	0.048022839
AC007099.2	0.042341566
AC007100.1	0
AC007106.1	0
AC007114.1	0.748777162
AC007114.2	0.033232343
AC007115.1	0
AC007126.1	0.101173405
AC007128.1	0.43762853
AC007128.2	0.590193353
AC007136.1	0
AC007151.1	0
AC007159.1	0
AC007160.1	0.044598013
AC007161.1	0
AC007161.2	0
AC007163.1	0
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0.019768549
AC007182.2	0.106169896
AC007191.1	0.209007582
AC007192.1	0.002766777
AC007192.2	0
AC007193.1	0
AC007193.2	0.030141454
AC007193.3	0
AC007204.1	0
AC007204.2	0
AC007207.1	0.065788514
AC007207.2	0.02419518
AC007215.1	0
AC007216.1	0
AC007216.2	0.07409774
AC007216.3	0.142743472
AC007216.4	0.227830774
AC007216.5	0
AC007218.1	0
AC007220.1	0.067425432
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.111582479
AC007225.1	0.0464927
AC007225.2	0
AC007228.1	0
AC007228.2	0.396378272
AC007229.1	0.448902813
AC007237.1	0
AC007238.1	0.16343212
AC007249.1	0.057598243
AC007249.2	0.146082025
AC007250.1	0
AC007253.1	0
AC007255.1	0.009879699
AC007255.2	0
AC007256.1	0.015435913
AC007262.1	0.044320144
AC007271.1	0.074485686
AC007272.1	0.011211006
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0.00955137
AC007278.1	0.182256988
AC007278.2	0.023711277
AC007279.1	0.084986655
AC007283.1	0
AC007283.2	0.577736694
AC007285.1	0.179140811
AC007285.2	0.082394398
AC007292.1	0.28606098
AC007292.2	0.117771242
AC007292.3	0.039850885
AC007298.1	0
AC007298.2	0
AC007308.1	0
AC007312.1	0
AC007314.1	0.025180117
AC007318.1	2.955162536
AC007318.2	0.058546362
AC007319.1	0.579895357
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0
AC007326.2	0
AC007327.1	0.053889265
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.115211533
AC007336.2	0.178792392
AC007336.3	0.098796987
AC007342.1	0.020151227
AC007342.2	0
AC007342.3	0.003291709
AC007342.4	0.578846721
AC007342.5	0.484852439
AC007342.6	0.076782855
AC007342.7	0.377432391
AC007342.8	0.398685185
AC007342.9	0.400609298
AC007344.1	0
AC007346.1	0.010729085
AC007346.2	0
AC007347.1	0.050629061
AC007347.2	0
AC007349.1	0
AC007349.2	0
AC007349.3	0
AC007349.4	0.026742042
AC007359.1	0
AC007362.1	0.061360051
AC007363.1	0
AC007364.1	0.29233081
AC007365.1	0.181521736
AC007365.2	0.15531404
AC007368.1	0.010860127
AC007368.2	0
AC007370.1	0
AC007370.2	0
AC007375.1	0
AC007375.2	0
AC007375.3	0
AC007376.1	0.023554248
AC007376.2	0.052691726
AC007378.1	0
AC007381.1	1.014677083
AC007382.1	0.902079133
AC007383.1	0
AC007383.2	0.921850414
AC007383.3	0
AC007383.4	0
AC007384.1	1.499726793
AC007386.1	0.024444615
AC007387.1	0.189690214
AC007388.1	0.628923942
AC007389.1	0.02709123
AC007389.2	0
AC007389.3	0.008591042
AC007389.4	0.035880873
AC007389.5	0.095609987
AC007390.1	0.079925652
AC007390.2	0.175823825
AC007391.1	0
AC007394.1	0
AC007395.1	0
AC007402.1	0.003611771
AC007403.1	0
AC007405.1	0.052872487
AC007405.2	0.017099478
AC007405.3	0.941585346
AC007406.1	0
AC007406.2	0
AC007406.3	0.180237746
AC007406.4	0
AC007406.5	1.404724853
AC007422.1	0.084683131
AC007422.2	0.170380432
AC007423.1	0.249592387
AC007424.1	0
AC007431.1	0.010075613
AC007431.2	0
AC007431.3	0
AC007435.1	0
AC007448.1	0
AC007448.2	0
AC007448.3	0.371671683
AC007450.1	0
AC007450.2	0.147173442
AC007450.3	0
AC007450.4	0.325803804
AC007458.1	0
AC007463.1	0
AC007485.1	0.207185914
AC007485.2	0.793694809
AC007490.1	0
AC007493.1	0
AC007493.2	0.029763109
AC007494.1	0.056158287
AC007494.2	0.018621422
AC007494.3	0.019147734
AC007495.1	0.007076233
AC007495.2	0
AC007496.1	0
AC007496.2	0.026008713
AC007496.3	0.02892459
AC007497.1	0.076078963
AC007513.1	0
AC007527.1	0
AC007527.2	0
AC007529.1	0
AC007533.1	0.016352605
AC007536.1	0
AC007537.1	1.000659388
AC007537.2	0.055682059
AC007540.1	0
AC007541.1	0.658556905
AC007546.1	0.178152706
AC007546.2	0.039518795
AC007547.1	0
AC007547.2	0
AC007551.1	0
AC007551.2	0
AC007552.1	0.030694209
AC007552.2	0.495459515
AC007556.1	0
AC007557.1	0
AC007557.2	0
AC007557.3	0
AC007557.4	0.033085503
AC007559.1	0
AC007560.1	0.240114196
AC007562.1	0
AC007563.1	0
AC007563.2	0.015737573
AC007563.3	0
AC007566.1	0.629143721
AC007566.2	0
AC007568.1	0
AC007569.1	0.546546311
AC007570.1	0.02359331
AC007595.1	0
AC007598.1	0
AC007598.2	0
AC007598.3	0.016956813
AC007599.1	0
AC007599.2	0
AC007601.1	0.021621225
AC007601.2	0.028340171
AC007603.1	0
AC007603.2	0
AC007608.1	0.074908043
AC007608.2	0
AC007608.3	0.064728414
AC007608.4	0.004227865
AC007610.1	0.057135607
AC007610.2	0.064084532
AC007610.3	0
AC007610.4	0.05355959
AC007611.1	1.088669763
AC007613.1	0.016434462
AC007614.1	0.001599951
AC007614.2	0
AC007618.1	0
AC007619.1	0.138123943
AC007619.2	0
AC007620.1	0
AC007620.2	0
AC007620.3	0.057250568
AC007621.1	0
AC007622.1	0.026592086
AC007622.2	0.132805284
AC007631.1	0
AC007637.1	0.14070428
AC007638.1	0
AC007638.2	0
AC007639.1	0.119552656
AC007652.1	0
AC007655.1	0
AC007656.1	0
AC007656.2	0
AC007663.1	0.14915158
AC007663.2	0
AC007663.3	0.091785588
AC007663.4	0.315649327
AC007666.1	0.036292771
AC007671.1	0.25711023
AC007673.1	0.012933424
AC007677.1	0
AC007679.1	0
AC007679.2	0
AC007681.1	0.082761874
AC007683.1	0.096289449
AC007683.2	0.019925443
AC007684.1	0.059651011
AC007685.1	0.062950292
AC007686.1	0.645274488
AC007686.2	0
AC007686.3	0.106078554
AC007687.1	0.233992863
AC007688.1	0.206185016
AC007688.2	0
AC007690.1	0
AC007718.1	0
AC007728.1	0
AC007728.2	0.210308716
AC007728.3	0.19070732
AC007731.1	0.006306191
AC007731.2	0.400989297
AC007731.3	0.031898579
AC007731.4	0.021820193
AC007731.5	0
AC007738.1	0
AC007741.1	0
AC007742.1	0
AC007742.2	0
AC007743.1	0.084295409
AC007744.1	0
AC007749.1	0
AC007750.1	0.16427346
AC007751.1	0.037837144
AC007751.2	0
AC007773.1	0.117092725
AC007780.1	0.106910749
AC007785.1	3.085322766
AC007785.2	0.014850487
AC007785.3	0.055071353
AC007786.1	0.156720801
AC007786.2	0.053151056
AC007786.3	0
AC007787.1	0
AC007787.2	0.023750862
AC007790.1	0.018192796
AC007792.1	0
AC007795.1	0
AC007823.1	0.218034729
AC007834.1	0.039084522
AC007834.2	0
AC007842.1	0.300024984
AC007848.1	0.212642055
AC007848.2	0.00823785
AC007849.1	0
AC007849.2	0.030205448
AC007861.1	0
AC007861.2	0
AC007876.1	0
AC007878.1	0.184992005
AC007879.1	0.051360166
AC007879.2	0.025819902
AC007879.3	0.142917285
AC007879.4	0
AC007881.1	0
AC007881.2	0.024959239
AC007881.3	0.117189177
AC007899.1	0
AC007906.1	0.02789562
AC007906.2	2.237223859
AC007907.1	0.094634808
AC007919.1	0.131122268
AC007919.2	0
AC007920.1	0.010640812
AC007922.1	0.030995133
AC007922.2	0.050629061
AC007922.3	0
AC007923.1	0
AC007923.2	0
AC007923.3	0
AC007923.4	0.025047123
AC007938.1	0.009804801
AC007938.2	0.05401202
AC007938.3	0.479553913
AC007948.1	0
AC007950.1	0
AC007950.2	0.006061681
AC007952.1	0
AC007952.2	0
AC007952.3	0
AC007952.4	0
AC007952.5	0
AC007952.6	0.026611983
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0.050809879
AC007953.2	0
AC007954.1	0
AC007956.1	0.104994584
AC007966.1	0.115979071
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	4.233019887
AC007969.2	0.148971373
AC007991.1	0
AC007991.2	0.976346692
AC007991.3	0.056680343
AC007991.4	0.141091895
AC007992.1	0.014928401
AC007992.2	0
AC007993.1	0.004686023
AC007993.2	0
AC007996.1	3.389006314
AC007998.1	0
AC007998.2	0
AC007998.3	0.465942121
AC007998.4	0.061782245
AC007998.5	0
AC008011.1	0
AC008011.2	0.610745009
AC008013.1	0.079237685
AC008013.2	0.081763023
AC008013.3	0
AC008014.1	0.389686902
AC008015.1	0
AC008026.1	0.318272172
AC008026.2	0
AC008026.3	0
AC008033.1	0.012243344
AC008033.2	0
AC008033.3	0.070779931
AC008035.1	0.44458644
AC008040.1	0.014267786
AC008040.2	0
AC008040.3	0
AC008040.4	0
AC008040.5	0
AC008050.1	0.022510706
AC008055.1	0
AC008056.1	0
AC008056.2	0
AC008060.1	0.009172641
AC008060.2	0
AC008060.3	0
AC008060.4	0
AC008063.1	0.022229322
AC008063.2	0.045966934
AC008065.1	0
AC008066.1	0
AC008067.1	0
AC008069.1	0.04492663
AC008072.1	0
AC008073.1	0
AC008073.2	0.023910531
AC008073.3	0.031185371
AC008074.1	0.196774081
AC008074.2	0.033162625
AC008074.3	0.529680332
AC008079.1	0.007652913
AC008079.2	0.019530763
AC008080.1	0.026893698
AC008080.2	0
AC008080.3	0
AC008080.4	0.005965101
AC008083.1	0.171665352
AC008083.2	0.167373719
AC008083.3	0.064084532
AC008088.1	0
AC008103.1	0
AC008105.1	0.248177341
AC008105.2	0.251918505
AC008105.3	0.547036179
AC008109.1	0.086118439
AC008114.1	0.133271813
AC008115.1	0
AC008115.2	0.118064449
AC008115.3	0.647849093
AC008115.4	0.22028541
AC008121.1	0
AC008121.2	0.054404459
AC008121.3	0
AC008124.1	0.634575178
AC008125.1	0
AC008126.1	0
AC008127.1	0
AC008127.2	0
AC008132.1	0
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0
AC008147.1	0.043774665
AC008147.2	0.304880835
AC008147.3	0.08037721
AC008147.4	0.011816251
AC008149.1	0
AC008154.1	0
AC008154.2	0
AC008155.1	0.389182051
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	2.992089387
AC008164.1	0.040075397
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.051671063
AC008250.1	0.054508682
AC008250.2	0.069398859
AC008264.1	0
AC008264.2	0.038131241
AC008267.1	0
AC008267.2	0.404257834
AC008267.3	0.679368043
AC008267.4	0.027306653
AC008267.5	5.137443309
AC008267.6	0
AC008267.7	0
AC008267.8	0
AC008268.1	0
AC008269.1	0
AC008269.2	0.012874901
AC008277.1	0.009409237
AC008277.2	0.017850397
AC008278.1	0
AC008278.2	0
AC008280.1	0.034530986
AC008280.2	0
AC008280.3	1.107821949
AC008378.1	0
AC008379.1	0
AC008385.1	0
AC008392.1	0.130222115
AC008393.1	0.332675411
AC008395.1	0
AC008403.1	0
AC008403.2	0.020353027
AC008403.3	0.188018935
AC008406.1	0
AC008406.2	0
AC008406.3	0.010354269
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0
AC008427.1	0.043440507
AC008429.1	0.076763126
AC008429.2	0.214060138
AC008429.3	0.058187182
AC008429.4	0
AC008432.1	0
AC008434.1	0.051827927
AC008438.1	0.336881528
AC008438.2	0
AC008440.1	0.097221636
AC008440.2	0
AC008440.3	0.025633813
AC008443.1	0.240549185
AC008443.2	0
AC008443.3	0.051827927
AC008443.4	0
AC008443.5	0.322004994
AC008443.6	0.019173539
AC008443.7	0.46265906
AC008446.1	0
AC008448.1	0
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0.01300198
AC008474.1	0
AC008481.1	0.071852354
AC008481.2	0.187546822
AC008481.3	0
AC008489.1	0
AC008494.1	0.053618465
AC008494.2	0.115352157
AC008494.3	0.180848721
AC008496.1	0
AC008496.2	0
AC008498.1	0.187546822
AC008498.2	0
AC008507.1	0.155060121
AC008507.2	0
AC008507.3	0
AC008514.1	0.035835683
AC008514.2	0.074485686
AC008517.1	0
AC008521.1	0
AC008521.2	0
AC008522.1	0.024495121
AC008525.1	0
AC008525.2	0
AC008526.1	0
AC008534.1	0.007333385
AC008537.1	0
AC008537.2	0.708386693
AC008537.3	0.415987312
AC008539.1	0
AC008543.1	0.025232219
AC008543.2	0
AC008543.3	0
AC008543.4	0.032187254
AC008543.5	0
AC008549.1	0
AC008549.2	0
AC008549.3	0.035214768
AC008550.1	0
AC008551.1	0.035127817
AC008554.1	0.035084503
AC008555.1	0.123845624
AC008555.2	0.029170288
AC008555.3	0
AC008555.4	0.025047123
AC008555.5	0.439306316
AC008555.6	0
AC008555.7	0
AC008555.8	0.406854012
AC008556.1	0.104608574
AC008560.1	0.369432317
AC008562.1	0
AC008565.1	0
AC008567.1	0.035805619
AC008567.2	0.021687143
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.048009334
AC008571.1	0
AC008572.1	0
AC008574.1	0.032856273
AC008575.1	0
AC008581.1	0
AC008588.1	0.061587732
AC008591.1	0
AC008592.1	0.050212116
AC008592.2	0
AC008592.3	0.408423907
AC008592.4	0
AC008592.5	0.026008713
AC008601.1	0
AC008608.1	0
AC008608.2	0.478785397
AC008609.1	0.039382051
AC008610.1	0.651607607
AC008619.1	0
AC008620.1	0
AC008620.2	0
AC008622.1	0
AC008622.2	0.162062429
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0.010656754
AC008629.2	0
AC008629.3	0
AC008632.1	0
AC008635.1	0.126572652
AC008637.1	0.169702975
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	0.027571252
AC008649.2	0.235153158
AC008652.1	0
AC008655.1	0
AC008655.2	0.233992863
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0.062535236
AC008663.2	0.047202276
AC008663.3	0.062261558
AC008667.1	0.050094247
AC008667.2	0
AC008667.3	0
AC008667.4	0
AC008669.1	0.195960965
AC008676.1	0.095849242
AC008676.2	0.058987722
AC008676.3	0
AC008677.1	0.00911388
AC008677.2	0.0464927
AC008677.3	0
AC008680.1	0
AC008686.1	0.013160746
AC008687.1	0
AC008687.2	0.082077497
AC008687.3	0.237905787
AC008687.4	0.519435679
AC008687.5	0
AC008687.6	0
AC008691.1	0.042894772
AC008694.1	0
AC008694.2	0.0464927
AC008695.1	0
AC008696.1	0
AC008696.2	0
AC008700.1	0
AC008705.1	0
AC008708.1	0
AC008708.2	0
AC008716.1	0
AC008723.1	0
AC008725.1	0
AC008728.1	0
AC008731.1	0.270283984
AC008734.1	0.07947914
AC008734.2	0.029825505
AC008735.1	0.212869318
AC008735.2	1.74981615
AC008735.3	0.113814129
AC008735.4	0.210593577
AC008735.5	0
AC008736.1	2.830324943
AC008736.2	0.082713756
AC008737.1	0.153388314
AC008737.2	0
AC008737.3	0.064374507
AC008738.1	0
AC008738.2	0.070429535
AC008738.3	0
AC008738.4	0
AC008738.5	0
AC008738.6	0
AC008738.7	0
AC008739.1	0
AC008739.2	0
AC008739.3	0.11202178
AC008739.5	0.022022858
AC008740.1	0.111582479
AC008740.2	0
AC008741.1	0
AC008741.2	0.269463627
AC008742.1	0.170672429
AC008743.1	0
AC008745.1	0
AC008747.1	0.032187254
AC008749.1	0
AC008750.1	0.491575251
AC008750.2	0.014155986
AC008750.3	0.064962402
AC008750.4	0
AC008750.5	0.150388648
AC008750.6	0
AC008750.7	0.025450387
AC008750.8	0.129099511
AC008751.1	0
AC008751.2	0
AC008752.1	0.139478099
AC008752.2	0.037938043
AC008752.3	0.439591087
AC008753.1	0.350659727
AC008753.2	0
AC008753.3	0.031898579
AC008758.1	0
AC008758.2	0.020470167
AC008758.3	0
AC008758.4	0.071325862
AC008758.5	0
AC008758.6	0
AC008759.1	0.014472804
AC008759.2	0.023711277
AC008759.3	0.11202178
AC008760.1	0.311080891
AC008760.2	0.345971467
AC008761.1	0
AC008761.2	0
AC008761.3	0.047847868
AC008763.1	0.050629061
AC008763.2	0.031244728
AC008763.3	0.018309866
AC008764.1	0
AC008764.10	0
AC008764.2	1.816182905
AC008764.3	0
AC008764.4	0.01201585
AC008764.5	0
AC008764.6	0.226913137
AC008764.7	0
AC008764.8	0.193739546
AC008764.9	0.034076086
AC008770.1	0.078745938
AC008770.2	0.064113412
AC008770.3	0.364788874
AC008771.1	1.365137745
AC008780.1	0
AC008780.2	0
AC008781.1	0.022909446
AC008781.2	0.011473198
AC008781.3	0.127403875
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.124523117
AC008799.2	0
AC008802.1	0
AC008805.1	0
AC008805.2	0
AC008806.1	0.029117409
AC008808.1	0
AC008808.2	0
AC008813.1	0.016075442
AC008814.1	0
AC008817.1	0
AC008825.1	0
AC008825.2	0.039628875
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.234765117
AC008850.1	0
AC008852.1	0
AC008868.1	0.019303617
AC008869.1	0
AC008870.1	0
AC008870.2	0.694666313
AC008870.3	0
AC008870.4	0.158831519
AC008870.5	0
AC008871.1	0
AC008873.1	0
AC008875.1	0.31576053
AC008878.1	0.022439694
AC008878.2	0
AC008878.3	0
AC008878.4	0
AC008883.1	0
AC008883.2	0
AC008885.1	0.047265004
AC008885.2	0
AC008892.1	0
AC008894.1	0
AC008894.2	0.025359654
AC008894.3	0.192563382
AC008895.1	0.059685136
AC008897.1	0.204996629
AC008897.2	0
AC008897.3	0
AC008906.1	0.582714695
AC008906.2	0.025003104
AC008914.1	0
AC008915.1	0
AC008915.2	0.593370582
AC008937.1	0.01556539
AC008937.2	0.045966934
AC008937.3	0.100424231
AC008938.1	0.002185371
AC008940.1	0
AC008945.1	0
AC008946.1	0.202756761
AC008948.1	0
AC008953.1	0
AC008957.1	0.552376595
AC008957.2	0.179630885
AC008957.3	1.097783467
AC008958.1	0
AC008962.1	0
AC008966.1	0.213802371
AC008966.2	0.282650982
AC008967.1	0
AC008969.1	0.35295721
AC008972.1	0.044458644
AC008972.2	0.460785946
AC008982.1	0
AC008982.2	0.202002764
AC008985.1	0.012708143
AC008991.1	0
AC008991.2	0
AC008992.1	0.031898579
AC009005.1	0.659409784
AC009019.1	0.01232822
AC009021.1	0
AC009021.2	0
AC009022.1	0.497960082
AC009022.2	0
AC009027.1	0
AC009032.1	0.099026214
AC009033.1	0
AC009034.1	0.019925443
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0
AC009041.2	0.167588026
AC009041.3	0
AC009041.4	0.379083109
AC009044.1	0
AC009052.1	0
AC009053.1	0.672686693
AC009053.2	0.108279826
AC009053.3	0.0641809
AC009053.4	0.263458631
AC009054.1	0.033317953
AC009054.2	0.190197408
AC009055.1	0
AC009055.2	0.009717736
AC009060.1	0
AC009060.2	0
AC009061.1	0.029951086
AC009061.2	0.320969723
AC009063.1	0
AC009063.2	0.015522931
AC009063.3	0.100542517
AC009065.1	0
AC009065.2	0.247063955
AC009065.3	0
AC009065.4	0.174205299
AC009065.5	0.334185781
AC009065.6	0.031199048
AC009065.7	0
AC009065.8	0.306922619
AC009075.1	0
AC009075.2	0
AC009078.1	0
AC009078.2	0.03949137
AC009078.3	0.13934149
AC009081.1	0.050360234
AC009084.1	0.044879388
AC009084.2	0.030377436
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.056455421
AC009087.1	0.077109843
AC009088.1	0.034157902
AC009088.2	0
AC009088.3	0
AC009088.4	0.050809879
AC009090.1	0.19869785
AC009090.2	0.030141454
AC009090.3	0.151080702
AC009090.4	0.057816714
AC009090.5	0.024904623
AC009093.1	0.718455076
AC009093.2	0.292140242
AC009093.3	0.110942671
AC009093.4	0.228236889
AC009093.5	0.039628875
AC009093.6	0.463077377
AC009093.7	0.058163394
AC009094.1	0
AC009095.1	0.053645423
AC009097.1	0.035041296
AC009097.2	0.214166371
AC009097.3	0.013975212
AC009097.4	0
AC009101.1	0
AC009102.1	0.008006059
AC009102.2	0.034720601
AC009102.3	0
AC009107.1	0
AC009107.2	0.197251523
AC009108.1	0.053618465
AC009108.2	0
AC009108.3	0.008094888
AC009108.4	0
AC009108.5	0.043111412
AC009110.1	0
AC009113.1	0.716288264
AC009113.2	0
AC009117.1	0
AC009117.2	0
AC009117.3	0
AC009118.1	0
AC009118.2	0.086881014
AC009118.3	0.374817434
AC009119.1	0.150876496
AC009119.2	0.032598155
AC009119.3	0.025269567
AC009120.1	0.962487346
AC009120.2	0.509177555
AC009120.3	0.77650965
AC009120.4	0.059902173
AC009120.5	0.00974436
AC009120.6	0
AC009121.1	0.064962402
AC009121.2	0.037636947
AC009123.1	0.351951356
AC009126.1	0.325375565
AC009127.1	0
AC009127.2	0
AC009132.1	0.133375932
AC009133.1	0.912288293
AC009133.2	0
AC009133.3	0.068728339
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.044389286
AC009139.1	0.152741354
AC009139.2	0
AC009142.1	0
AC009145.1	0.131425091
AC009145.2	0
AC009145.3	0
AC009145.4	0.032983229
AC009148.1	0
AC009152.1	0.051175418
AC009153.1	0
AC009154.1	0.028005445
AC009154.2	0
AC009158.1	0
AC009159.1	0
AC009159.2	0.093906047
AC009159.3	0.336204671
AC009159.4	0.028019234
AC009161.1	0
AC009161.2	0
AC009163.1	0.024828562
AC009163.2	0
AC009163.3	0.050094247
AC009163.4	0
AC009163.5	0.205688184
AC009163.6	0
AC009163.7	0.239245578
AC009166.1	0
AC009166.2	0.005021802
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	0.089476516
AC009185.1	0.015616648
AC009220.1	0.10346739
AC009220.2	0.008124938
AC009220.3	0.267055336
AC009226.1	0.121880395
AC009227.1	0.006023186
AC009227.2	0
AC009228.1	0.090760868
AC009229.1	0.091490457
AC009229.2	0.121596291
AC009229.3	0.252247626
AC009229.4	0.021921057
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	2.347327152
AC009237.15	0.624728251
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	0.500137418
AC009237.4	0
AC009237.5	0
AC009237.6	0.033553694
AC009237.7	0
AC009237.8	1.201204524
AC009237.9	0.081998652
AC009238.1	0.100661081
AC009238.2	0.040075397
AC009238.3	0
AC009244.1	4.19083032
AC009245.1	0.148539321
AC009248.1	0.038712289
AC009248.2	0
AC009262.1	0.195269338
AC009263.1	0
AC009264.1	0.605044008
AC009268.1	0
AC009268.2	0.093392338
AC009269.1	0
AC009269.2	0.030141454
AC009269.3	0
AC009269.4	0.037686798
AC009269.5	0.145171083
AC009271.1	1.094366622
AC009275.1	0.48406424
AC009276.1	0
AC009283.1	1.279306098
AC009292.1	0.007163528
AC009292.2	0
AC009296.1	0
AC009299.1	0
AC009299.2	1.336369417
AC009299.3	0.046675742
AC009302.1	0.072957775
AC009303.1	0.040416949
AC009303.2	0.009967375
AC009303.3	0
AC009303.4	0.483710047
AC009305.1	0.077319381
AC009309.1	0.309277524
AC009310.1	0
AC009312.1	0.024031699
AC009313.1	0
AC009313.2	0
