	c6d03bd4-42cd-445a-9222-7ea265bd103f
	tumor
AF121897.1	0
AF121898.1	0
AF123462.1	0
AF124730.1	0
AF127577.1	0
AF127577.2	0.088381978
AF127577.3	1.15005964
AF127577.4	2.436156521
AF127577.5	0
AF127577.6	0
AF127936.1	0.384217864
AF127936.2	0.091212605
AF129075.1	0.183442694
AF129075.2	0.038169156
AF129408.1	0
AF130359.1	0
AF130417.1	0
AF131215.1	0
AF131215.2	0
AF131215.3	0.113969874
AF131215.4	0.013943471
AF131215.5	0.18779461
AF131215.6	0.096427341
AF131215.7	0.034336044
AF131216.1	0.016581683
AF131216.2	0
AF131216.3	2.010080139
AF131216.4	0.030944019
AF146191.1	0
AF165147.1	1.679816842
AF178030.1	0
AF181450.1	0
AF186190.1	0
AF186192.1	0
AF186192.2	0.028899504
AF186192.3	0.025634196
AF186996.1	0
AF186996.2	0
AF186996.3	0
AF196972.1	0.037175472
AF201337.1	1.590245425
AF212831.1	0.064391467
AF213884.1	0
AF213884.2	0
AF213884.3	0
AF228730.1	0
AF228730.2	0.13265346
AF228730.3	0
AF230666.1	0.261907843
AF230666.2	0
AF233439.1	0.152463537
AF233439.2	0
AF235103.1	0
AF235103.2	0
AF238378.1	0
AF240627.1	0
AF241725.1	0
AF241726.1	0
AF241726.2	0
AF241728.1	0.041145056
AF246928.1	0
AF250324.1	0.039796038
AF254982.1	0
AF254983.1	0
AF254983.2	0
AF274573.1	1.027043905
AF274854.1	0
AF274855.1	0.82497262
AF274858.1	1.789051876
AF279873.1	0.310231095
AF279873.2	0.130513888
AF279873.3	0.017119593
AF279873.4	0
AF287957.1	0.015219801
AF305872.1	0
AFAP1	3.229165364
AFAP1-AS1	10.30685174
AFAP1L1	0.915283587
AFAP1L2	1.94154345
AFDN	2.225851581
AFDN-DT	0.113053097
AFF1	3.437891223
AFF2	0.017332274
AFF2-IT1	0
AFF3	0.076236424
AFF4	5.806198624
AFG1L	0.284412158
AFG3L1P	0.40493262
AFG3L2	7.01441218
AFG3L2P1	0.082523229
AFM	0.010817996
AFMID	7.052392753
AFP	1.288639428
AFTPH	8.780798785
AGA	9.637633412
AGAP1	1.362423004
AGAP10P	0.03011859
AGAP11	0.007886804
AGAP12P	0.424822706
AGAP13P	0.200624655
AGAP14P	0.035387148
AGAP1-IT1	0.036559613
AGAP2	0.443801536
AGAP2-AS1	14.66245226
AGAP3	3.019044613
AGAP4	0.32143835
AGAP5	0.023379374
AGAP6	0.998679056
AGAP7P	0.011772834
AGAP9	0.809754356
AGBL1	0
AGBL1-AS1	0
AGBL2	0.221371359
AGBL3	0.245845512
AGBL4	0.172421055
AGBL4-IT1	0
AGBL5	5.697846525
AGBL5-AS1	0.119290335
AGBL5-IT1	0.21482817
AGER	0.549327112
AGFG1	15.31385359
AGFG2	2.36640406
AGGF1	6.122964367
AGGF1P1	0
AGGF1P2	0.030006901
AGGF1P3	0.020012847
AGGF1P4	0
AGGF1P5	0
AGGF1P6	0
AGGF1P7	0
AGGF1P8	0.024275583
AGGF1P9	0
AGK	3.470588956
AGKP1	0
AGL	4.208074776
AGMAT	2.18480249
AGMO	0.006767656
AGO1	1.748233837
AGO2	2.480761299
AGO3	0.626077703
AGO4	2.147956517
AGPAT1	11.22520083
AGPAT2	23.60051138
AGPAT3	6.021616871
AGPAT4	0.481691354
AGPAT4-IT1	0.025852591
AGPAT5	5.897867998
AGPAT5P1	0
AGPS	5.641696478
AGR2	23.58443305
AGR3	3.99710034
AGRN	12.25513036
AGRP	0
AGT	0.381458313
AGTPBP1	3.258698456
AGTR1	0.223352117
AGTR2	0.025269518
AGTRAP	22.32157323
AGXT	0.005444177
AGXT2	0
AHCTF1	5.181519532
AHCY	95.40665782
AHCYL1	12.39654758
AHCYL2	2.753922972
AHCYP2	0.037347051
AHCYP3	0
AHCYP4	0
AHCYP5	0
AHCYP7	0
AHCYP8	0
AHDC1	6.037521046
AHI1	1.070858582
AHNAK	25.61376461
AHNAK2	11.3379169
AHR	19.39568441
AHRR	0.303523833
AHSA1	52.97314343
AHSA2P	1.694251513
AHSG	0.06190119
AHSP	0.043194988
AICDA	0.070138122
AIDA	6.304079857
AIF1	21.99261301
AIF1L	1.539270798
AIFM1	11.01432995
AIFM1P1	0
AIFM2	5.791156659
AIFM3	0.898929206
AIG1	5.911524171
AIG1P1	0
AIM2	3.91502686
AIMP1	14.47927665
AIMP1P1	0
AIMP1P2	0
AIMP2	17.19630541
AIP	22.54372759
AIPL1	0
AIRE	0.015567924
AIRN	0.022199893
AJ003147.1	0.21388179
AJ003147.2	0
AJ003147.3	0.077275617
AJ006995.1	0
AJ009632.1	0
AJ009632.2	0
AJ011931.1	0.009741406
AJ011932.1	0.156616666
AJ239318.1	0
AJ239321.1	0
AJ239322.1	0
AJ239322.2	0
AJ239328.1	0
AJ271736.1	0.031404377
AJAP1	0.021526112
AJM1	0.32094457
AJUBA	6.634270443
AK1	1.547375008
AK2	25.36919252
AK2P2	0
AK3	27.71954283
AK3P2	0.056586441
AK3P3	0.10967884
AK3P4	0
AK3P5	0.046773763
AK4	8.159133077
AK4P1	1.310226381
AK4P2	0
AK4P3	0
AK4P4	0
AK4P5	0
AK4P6	0
AK5	0.028068314
AK6	4.850625324
AK6P1	0
AK6P2	0
AK7	0.242707291
AK8	0.488889446
AK9	0.112987959
AKAIN1	0
AKAP1	9.433260528
AKAP10	5.708367341
AKAP11	3.403965348
AKAP12	1.024790094
AKAP13	3.756251486
AKAP14	0.352722149
AKAP17A	4.825330652
AKAP17BP	0.008928129
AKAP2	0.037052531
AKAP3	0.039709242
AKAP4	0
AKAP5	0.507357104
AKAP6	0.177014583
AKAP7	0.999972818
AKAP8	5.543376894
AKAP8L	3.936839317
AKAP8P1	0
AKAP9	1.574380219
AKIP1	16.77126162
AKIRIN1	15.83536767
AKIRIN1P1	0
AKIRIN1P2	0
AKIRIN2	22.36899664
AKIRIN2P1	0
AKNA	1.401439197
AKNAD1	0
AKR1A1	93.04992055
AKR1B1	87.46505899
AKR1B10	978.9435161
AKR1B10P1	1.881228848
AKR1B10P2	0
AKR1B15	2.68674124
AKR1B1P1	0.025392869
AKR1B1P2	0.025990988
AKR1B1P3	0
AKR1B1P4	0.026329266
AKR1B1P6	0
AKR1B1P7	0.025580172
AKR1B1P8	0
AKR1C1	413.7676156
AKR1C2	365.8612514
AKR1C3	408.6878373
AKR1C4	0.367811867
AKR1C5P	0.239168308
AKR1C6P	0.444517292
AKR1C7P	6.482530044
AKR1C8P	0.02185021
AKR1D1	0.007848556
AKR1D1P1	0
AKR1E2	5.875554896
AKR7A2	21.87664855
AKR7A2P1	0.026530692
AKR7A3	0.127766227
AKR7L	0.017540161
AKT1	17.18342439
AKT1S1	7.878880243
AKT2	5.988569216
AKT3	1.286157549
AKT3-IT1	0.140864119
AKTIP	2.907283419
AL008582.1	0.109844268
AL008626.1	0
AL008627.1	0.249748799
AL008628.1	0
AL008629.1	0
AL008635.1	0
AL008636.1	0
AL008638.1	0.051322586
AL008638.2	0
AL008638.3	0
AL008638.4	0
AL008638.5	0
AL008638.6	0
AL008707.1	0
AL008718.1	0.049847193
AL008718.2	0.036977278
AL008718.3	0.302499479
AL008719.1	0
AL008721.1	0
AL008721.2	0.077599094
AL008723.1	0.082290113
AL008723.2	0
AL008723.3	0.054065887
AL008726.1	0
AL008727.1	0.010268859
AL008729.1	0.187034991
AL008729.2	0
AL008733.1	0
AL008987.1	0
AL009028.1	0
AL009048.1	0
AL009050.1	0
AL009172.1	0
AL009174.1	0.525192906
AL009176.1	0.112041153
AL009178.1	0
AL009178.2	0.098209421
AL009181.1	0.089495238
AL009183.1	0
AL020989.1	0
AL020991.1	0
AL020993.1	0
AL020994.1	0
AL020994.2	0
AL020994.3	0
AL020995.1	0.014449752
AL020996.1	0.078224221
AL020996.2	0
AL020996.3	0
AL020997.1	0.208672635
AL020997.2	0.263865035
AL020997.3	0.067620009
AL020998.1	0
AL021026.1	0.213478747
AL021068.1	0.346413372
AL021068.2	0
AL021153.1	0
AL021154.1	0.106471856
AL021155.1	0.009205758
AL021328.1	0.03642248
AL021331.1	0
AL021368.1	0.179819135
AL021368.2	0.090715931
AL021368.3	0.125997837
AL021391.1	0
AL021392.1	1.712214754
AL021393.1	0
AL021395.1	0.010876157
AL021396.1	0
AL021397.1	0
AL021407.1	0
AL021407.2	0
AL021407.3	0.149849279
AL021408.1	0.130163985
AL021408.2	0.031445056
AL021453.1	1.047691614
AL021546.1	0.087955012
AL021578.1	0.376631051
AL021707.1	0.145653499
AL021707.2	0.354229773
AL021707.3	0.184254901
AL021707.4	0.177626219
AL021707.5	0.052658532
AL021707.6	1.384350978
AL021707.7	0.058354767
AL021707.8	0.530613841
AL021807.1	0.128896902
AL021808.1	0
AL021877.1	0
AL021877.2	0
AL021878.2	1.034298032
AL021879.1	0
AL021918.1	0.308587922
AL021918.2	0
AL021920.1	0
AL021920.2	0
AL021921.1	0
AL021937.1	0.046743742
AL021937.2	0.120774046
AL021937.3	0
AL021937.4	0.054674737
AL021939.1	0.109596312
AL021940.1	0
AL021997.1	0.251560448
AL021997.2	0.089577798
AL021997.3	0
AL022067.1	0.641645371
AL022068.1	0.073850101
AL022069.1	0.044515128
AL022069.2	0
AL022097.1	0
AL022099.1	0
AL022100.1	0
AL022154.1	0
AL022157.1	0.146018546
AL022161.1	0
AL022163.1	0
AL022237.1	0.067808892
AL022238.1	0.205145774
AL022238.2	0
AL022238.3	0
AL022310.1	0.035182005
AL022311.1	0.131280194
AL022313.1	0
AL022313.2	0.065256944
AL022313.3	0
AL022313.4	0
AL022314.1	0
AL022315.1	0
AL022316.1	0.042439831
AL022318.1	0.035804695
AL022318.2	0
AL022319.1	0.041603399
AL022322.1	0.254105896
AL022322.2	0.004760618
AL022323.1	1.014653426
AL022323.2	0
AL022323.3	0
AL022323.4	0.003700546
AL022323.5	0
AL022324.1	0
AL022324.2	0.062245085
AL022324.3	0
AL022326.1	0
AL022326.2	0
AL022328.1	0.304714434
AL022328.2	0.872403772
AL022328.3	0.393271599
AL022328.4	0.679037293
AL022329.1	0.129262956
AL022329.2	0
AL022329.3	0
AL022331.1	0
AL022332.1	0
AL022334.1	0.028129297
AL022334.2	0.050156164
AL022337.1	0
AL022341.1	0.124810196
AL022341.2	0.017131675
AL022342.1	0.084387891
AL022344.1	0
AL022344.2	0.426327391
AL022345.1	0.13265346
AL022345.2	0
AL022345.3	0
AL022393.1	0.028951202
AL022394.1	0
AL022396.1	0
AL022400.1	0
AL022401.1	0
AL022476.1	0.046616578
AL022578.1	0
AL022718.1	0.866985115
AL022721.1	0
AL022722.1	0.083421248
AL022722.2	0
AL022724.1	0
AL022725.1	0
AL023280.1	0
AL023284.1	0
AL023284.2	0.041926741
AL023284.3	0.029142357
AL023284.4	0.519263812
AL023495.1	0.012623808
AL023581.1	0
AL023581.2	0.175910023
AL023583.1	0.021238481
AL023584.1	0
AL023584.2	0.054674737
AL023653.1	0.372324896
AL023693.1	0
AL023754.1	0.658551837
AL023755.1	0.013214798
AL023773.1	0
AL023773.2	0
AL023775.1	0
AL023802.1	0.006430618
AL023803.1	0.129815953
AL023803.2	0.266346524
AL023803.3	0.046504949
AL023806.1	0.04416419
AL023806.2	0
AL023806.3	0.058551817
AL023807.1	1.081920143
AL023881.1	0.080649778
AL023973.1	0
AL024474.1	0
AL024474.2	0
AL024493.1	0
AL024497.1	0.038471606
AL024497.2	0.076579127
AL024498.1	0.231038861
AL024498.2	0.015277271
AL024507.1	0
AL024507.2	0.18862147
AL024508.1	0.096140924
AL024508.2	0.281976151
AL024509.1	0
AL024509.2	0.098481068
AL030996.1	0
AL031003.1	0
AL031005.1	0.167880935
AL031008.1	0
AL031009.1	0.066752291
AL031055.1	0.500130875
AL031056.1	0.017706479
AL031058.1	2.132314742
AL031073.1	0
AL031118.1	0.049290524
AL031119.1	0
AL031121.1	0.095573162
AL031123.1	0.128216109
AL031123.2	0.043805564
AL031123.3	0.092503583
AL031133.1	0.033576187
AL031183.1	0
AL031186.1	0.44137424
AL031229.1	0.866985115
AL031258.1	0
AL031274.1	0.104636135
AL031275.1	0.058075558
AL031280.1	0.02183056
AL031281.1	0.049745048
AL031281.2	0.032453988
AL031282.1	0.915063666
AL031282.2	0.124269573
AL031283.1	0.004688216
AL031283.2	0.02345467
AL031283.3	0
AL031284.1	0.050785739
AL031289.1	0.618486197
AL031313.1	0
AL031316.1	0.305353248
AL031320.1	0
AL031320.2	0.08173597
AL031386.1	0
AL031428.1	0
AL031429.1	0.032410659
AL031429.2	0
AL031432.1	0
AL031432.2	0.211551923
AL031432.3	0.250263745
AL031575.1	0
AL031577.1	0.243364243
AL031577.2	0.086698511
AL031584.1	0
AL031584.2	0
AL031587.1	0
AL031587.2	0.058636674
AL031587.3	0
AL031587.4	0
AL031587.5	1.129096894
AL031593.1	0
AL031594.1	0.009776715
AL031595.1	0.010310292
AL031595.2	0.005091623
AL031595.3	0.020425396
AL031597.1	0.05619348
AL031598.1	0
AL031599.1	0
AL031600.1	0.255532455
AL031600.2	0
AL031600.3	0
AL031601.1	0
AL031601.2	0
AL031602.1	1.81257688
AL031651.1	0
AL031651.2	0
AL031656.1	0
AL031658.1	0.012059405
AL031658.2	0
AL031659.1	0
AL031663.1	0.110847412
AL031663.2	0
AL031663.3	0.01353154
AL031665.1	0.127319492
AL031665.2	0.348453348
AL031666.1	0.093935369
AL031666.2	0.032324345
AL031666.3	0.024130798
AL031667.1	0
AL031667.2	0
AL031667.3	0.704177223
AL031668.1	0.040258015
AL031670.1	0.544295588
AL031673.1	0.625122315
AL031674.1	0
AL031676.1	0
AL031679.1	0
AL031681.1	0
AL031687.1	0
AL031705.1	0.071189394
AL031708.1	0.004557939
AL031709.1	0.111611877
AL031710.1	0
AL031710.2	0.033622691
AL031713.1	0
AL031714.1	0.173049379
AL031716.1	0.137408962
AL031717.1	0.085931268
AL031719.1	0.018767362
AL031719.2	0.305994746
AL031722.1	0
AL031726.1	0
AL031727.1	3.041117019
AL031727.2	0
AL031728.1	0.068547431
AL031729.1	1.896529939
AL031733.1	0
AL031733.2	0
AL031736.1	0.235685274
AL031736.2	0.339302942
AL031737.1	0
AL031767.1	0
AL031768.1	0.242409533
AL031770.1	0
AL031772.1	0.015544664
AL031773.1	0
AL031775.1	1.122095729
AL031775.2	0.779216251
AL031777.1	0.340539244
AL031777.2	0
AL031779.1	0
AL031846.1	0.379305988
AL031846.2	0.026451194
AL031847.1	0.642211196
AL031848.1	0
AL031848.2	0
AL031864.1	0.057389086
AL031864.2	0.138717618
AL031963.1	0
AL031963.2	0.060993928
AL031963.3	0.428392645
AL031985.1	0
AL031985.2	0.101148263
AL031985.3	0.475797466
AL032819.1	0
AL032819.2	0.011228299
AL032821.1	0
AL032822.1	0
AL033379.1	0
AL033380.1	0
AL033381.1	0.007067128
AL033381.2	0
AL033384.1	1.820480675
AL033384.2	0.479123353
AL033397.1	7.59751603
AL033397.2	2.707149134
AL033504.1	0.076639568
AL033519.1	0
AL033519.2	0.866985115
AL033519.3	0
AL033523.1	0
AL033527.1	0
AL033527.2	0.154621549
AL033527.3	0.040594621
AL033528.1	0.173397023
AL033528.2	0
AL033529.1	0
AL033539.1	0
AL033543.1	0.001804339
AL034345.1	0
AL034345.2	0.060038541
AL034346.1	0.15207883
AL034347.1	0
AL034349.1	0
AL034351.1	0
AL034369.1	0
AL034370.1	0
AL034372.1	0
AL034374.1	0.221492548
AL034376.1	0
AL034376.2	0.08473153
AL034379.1	0.479754609
AL034380.1	0
AL034397.1	0.21388179
AL034397.2	0.113304939
AL034397.3	0.361124378
AL034399.1	0
AL034399.2	0.174226674
AL034403.1	0
AL034405.1	0.184605196
AL034417.1	0.060688958
AL034417.2	0.059382542
AL034418.1	0
AL034428.1	0.02855951
AL034546.1	0
AL034548.1	0
AL034550.1	0.049240534
AL034550.2	0
AL034555.1	0
AL035045.1	0
AL035071.1	1.241688677
AL035071.2	0.158663943
AL035078.1	0
AL035078.2	0
AL035078.3	0
AL035079.1	0
AL035090.1	0.073119227
AL035246.1	0
AL035250.1	0
AL035250.2	0
AL035252.1	0
AL035252.2	0
AL035252.3	0.043598389
AL035252.4	0.168580439
AL035258.1	7.078074378
AL035398.1	0.15078002
AL035401.1	0
AL035404.1	0
AL035404.2	0
AL035405.1	0
AL035407.1	0
AL035407.2	0
AL035409.1	0.244221159
AL035410.1	0
AL035410.2	0
AL035411.1	0.598094079
AL035411.2	0
AL035413.1	0.383046678
AL035413.2	0.786066504
AL035414.1	0.05665247
AL035415.1	0
AL035416.1	0.031650043
AL035417.1	0
AL035417.2	0
AL035419.1	0.043041814
AL035420.1	0
AL035420.2	0
AL035420.3	0
AL035423.1	0
AL035425.1	0
AL035425.2	0
AL035425.3	0.004859004
AL035425.4	0
AL035427.1	0
AL035443.1	0
AL035446.1	1.178946646
AL035448.1	0.026516202
AL035454.1	0
AL035456.1	0.283717554
AL035458.1	1.452385321
AL035458.2	0.355500173
AL035460.1	0
AL035461.1	0
AL035461.2	0.231637244
AL035467.1	0
AL035530.1	0.073340131
AL035530.2	0.161754271
AL035541.1	0
AL035551.1	0
AL035555.1	0
AL035563.1	0.315472167
AL035587.1	0.944955588
AL035588.1	0.059498978
AL035604.1	0
AL035633.1	0
AL035634.1	0
AL035658.1	0
AL035660.1	0
AL035660.2	0
AL035661.1	87.02287306
AL035665.1	0
AL035666.1	0
AL035681.1	1.077835895
AL035690.1	0
AL035691.1	0
AL035696.1	0
AL035696.2	0
AL035696.3	0.011841748
AL035698.1	0
AL035701.1	0.065698466
AL035706.1	0.035542582
AL049536.1	0
AL049539.1	0.052887981
AL049541.1	0
AL049541.2	0
AL049542.1	0
AL049543.1	0.008446619
AL049544.1	0
AL049545.1	0
AL049548.1	0
AL049552.1	0.168288272
AL049555.1	22.85647256
AL049564.1	0
AL049569.1	0
AL049594.1	0.090468012
AL049597.1	0.174959158
AL049597.2	0.682040319
AL049610.1	0.065256944
AL049612.1	0
AL049629.1	0.224773919
AL049634.1	0.028227422
AL049634.2	0.018920953
AL049634.3	0
AL049636.1	0
AL049637.1	0
AL049641.1	0
AL049646.1	0
AL049646.2	0.094091408
AL049647.1	0.027138718
AL049648.1	0
AL049649.1	0
AL049650.1	0.058992912
AL049651.1	0
AL049651.2	0
AL049693.1	0
AL049697.1	0.04813855
AL049697.2	0
AL049697.3	0
AL049712.1	0
AL049714.1	0.139916906
AL049732.1	0
AL049733.1	0
AL049734.1	0
AL049734.2	0
AL049737.1	0
AL049745.1	0
AL049747.1	0
AL049748.1	0
AL049749.1	0
AL049757.1	0
AL049758.1	0
AL049765.1	0
AL049775.1	0.158663943
AL049775.2	0.087009259
AL049775.3	0
AL049776.1	0.071927654
AL049777.1	0
AL049779.1	0.090580534
AL049779.2	0.080117436
AL049779.3	0
AL049780.1	0.347503236
AL049780.2	0.19843801
AL049780.3	0.092011055
AL049781.1	0
AL049792.1	0
AL049794.1	0.156819013
AL049794.2	0
AL049795.1	0.089445775
AL049795.2	0
AL049796.1	0.151206917
AL049812.1	0
AL049812.2	0
AL049812.3	0
AL049820.1	0
AL049829.1	0
AL049829.2	0
AL049830.1	0.057119019
AL049830.2	0.120774046
AL049830.3	0.168726903
AL049830.4	0
AL049833.1	0
AL049833.2	0
AL049833.3	0
AL049835.1	0
AL049836.1	0.045038188
AL049836.2	0
AL049838.1	0.222711773
AL049839.1	0
AL049839.2	0.055405635
AL049840.1	0.743482962
AL049840.2	1.134373048
AL049840.3	0.794618109
AL049840.4	3.532082392
AL049840.5	0.571707576
AL049840.6	0.102212982
AL049844.1	0
AL049844.2	0.193276936
AL049844.3	0
AL049861.1	0
AL049869.1	0.0519449
AL049869.2	0
AL049869.3	0.043504629
AL049869.4	0
AL049870.1	0.078816829
AL049870.2	0.140118806
AL049870.3	0
AL049870.4	0
AL049871.1	0.02758589
AL049872.1	1.58319021
AL049873.1	1.93688164
AL049873.2	0.194984604
AL049874.1	0.062565936
AL049874.2	0.08429022
AL049874.3	0
AL049874.4	0
AL049875.1	0.140553418
AL050303.1	0
AL050303.2	0
AL050303.3	0
AL050303.4	0
AL050305.1	0
AL050320.1	0
AL050321.1	0
AL050327.1	0
AL050331.1	0.233793739
AL050331.2	0
AL050335.1	0
AL050338.1	0
AL050341.1	0
AL050341.2	2.268451644
AL050343.1	0.106764522
AL050343.2	0
AL050344.1	0
AL050349.1	0
AL050402.1	0
AL050403.1	0
AL050403.2	0.037960255
AL050404.1	0
AL078459.1	0.021322427
AL078581.1	0.071398774
AL078581.2	0
AL078581.3	0.097885416
AL078587.1	0.134366697
AL078590.1	0
AL078590.2	0.603032974
AL078590.3	0.311225426
AL078595.1	0
AL078595.2	0
AL078595.3	0
AL078596.1	0
AL078599.1	0
AL078599.2	0
AL078601.1	0.089577798
AL078601.2	0.051214311
AL078601.3	0
AL078603.1	0
AL078604.1	0
AL078604.2	0.06062833
AL078604.3	0.115050157
AL078605.1	0.145653499
AL078612.1	0
AL078612.2	0
AL078621.1	0.284479491
AL078621.2	0.034778773
AL078621.3	0.249650954
AL078623.1	0
AL078624.1	0
AL078624.2	0
AL078639.1	0
AL078644.1	0.022312117
AL078644.2	0.290532246
AL078645.1	0
AL078645.2	0
AL079301.1	0
AL079303.1	1.458578862
AL079304.1	0
AL079305.1	0.064562721
AL079307.1	0.024348629
AL079307.2	0
AL079307.3	0
AL079341.1	0
AL079342.1	0
AL079342.2	0.050364281
AL079342.3	0.011778546
AL079343.1	0
AL079352.1	0.04659421
AL080243.1	0.297719417
AL080243.2	1.710135588
AL080248.1	0
AL080250.1	0.191775509
AL080251.1	0
AL080273.1	0
AL080274.1	0
AL080276.1	0
AL080276.2	0
AL080284.1	0
AL080285.1	0
AL080285.2	0
AL080312.1	0
AL080312.2	0.038532672
AL080313.1	0
AL080313.2	0.148929958
AL080315.1	0
AL080316.1	0
AL080317.1	0.958820163
AL080317.2	0.070109988
AL080317.3	0.146272344
AL096677.1	0.059645168
AL096678.1	0
AL096700.1	0
AL096701.1	0.318716629
AL096701.2	0
AL096701.3	0.184839466
AL096711.1	0
AL096711.2	0.014378836
AL096712.1	0
AL096772.1	0
AL096799.1	0
AL096800.1	0
AL096803.1	0
AL096803.2	0
AL096803.3	0
AL096814.1	0
AL096816.1	0.049881335
AL096817.1	0
AL096828.1	0
AL096828.2	0
AL096828.3	0.472900972
AL096829.1	0.106238876
AL096829.2	0
AL096840.1	0
AL096855.1	0
AL096855.2	0
AL096861.1	0
AL096865.1	0.157123516
AL096869.1	0
AL096869.2	0.017642139
AL096869.3	0
AL096870.1	0
AL096870.2	0.406586123
AL109610.1	0
AL109613.1	0.024847066
AL109614.1	0.289684764
AL109615.1	0.16005879
AL109615.2	0
AL109615.3	0.66609832
AL109618.1	0.02884799
AL109618.2	0
AL109618.3	0
AL109620.1	0
AL109628.1	0.241548092
AL109653.1	0
AL109653.2	0
AL109659.1	0
AL109659.2	0.014501543
AL109659.3	0
AL109741.1	0.180711538
AL109741.2	0.14154859
AL109741.3	0
AL109755.1	0
AL109761.1	0.053470448
AL109763.1	0
AL109766.1	0.659662587
AL109767.1	0.043041814
AL109797.1	0.029072555
AL109804.1	0.043194988
AL109806.1	0
AL109807.1	0
AL109809.1	0.015521473
AL109809.2	0
AL109809.3	0
AL109809.4	0
AL109810.1	0.147124747
AL109810.2	0
AL109811.1	0.036205195
AL109811.2	0.81522481
AL109811.3	0.530156415
AL109811.4	0.02201867
AL109827.1	0
AL109837.1	0
AL109838.1	0
AL109910.1	0
AL109910.2	0
AL109913.1	0
AL109914.1	2.992880123
AL109917.1	0.777033017
AL109918.1	8.27558546
AL109918.2	0
AL109918.3	0
AL109923.1	0
AL109924.1	0
AL109924.2	0
AL109924.3	0
AL109924.4	0
AL109930.1	0
AL109933.1	0
AL109933.2	0.093367628
AL109933.3	0
AL109933.4	0
AL109935.1	0
AL109935.2	0
AL109936.1	0.263865035
AL109936.2	0.074694102
AL109941.1	0
AL109945.1	0.070671276
AL109947.1	0
AL109954.1	0
AL109954.2	0
AL109954.3	0
AL109955.1	0.157633657
AL109976.1	0.542972714
AL109983.1	0.037578302
AL110115.1	0.066691163
AL110115.2	0.149388204
AL110118.1	0.060688958
AL110118.2	0.07915951
AL110292.1	0
AL110503.1	0
AL110504.1	0
AL110505.1	0
AL117187.1	0
AL117190.1	0
AL117190.2	0
AL117190.3	0
AL117192.1	0
AL117209.1	0.234546698
AL117328.1	1.048944954
AL117328.2	0.062565936
AL117329.1	0.37330642
AL117329.2	0
AL117332.1	1.29602703
AL117335.1	0.332335302
AL117336.1	0
AL117336.2	0.942037558
AL117336.3	0.223500412
AL117337.1	0
AL117338.1	0
AL117339.1	0
AL117339.2	0
AL117339.3	0
AL117339.4	0.017185037
AL117341.1	0
AL117342.1	0
AL117344.1	0.078816829
AL117348.1	0
AL117348.2	0
AL117350.1	0
AL117351.1	0.063382724
AL117351.2	0
AL117372.1	0
AL117378.1	0
AL117378.2	0
AL117379.1	0.322718241
AL117381.1	0.064907977
AL117382.1	0
AL117382.2	0
AL117692.1	0
AL118496.1	0
AL118496.2	0.105546014
AL118505.1	0.213605028
AL118506.1	0.787656821
AL118508.1	5.792214147
AL118508.2	0.216424219
AL118508.3	0.026187253
AL118508.4	0.041285005
AL118511.1	0.12229513
AL118511.2	0
AL118516.1	6.087011911
AL118520.1	0
AL118522.1	0.130047767
AL118523.1	0
AL118556.1	0.048357735
AL118556.2	0
AL118557.1	0.05517178
AL118558.1	0.176193749
AL118558.2	0
AL118558.3	1.732363214
AL118558.4	0.112386959
AL121574.1	0.057936953
AL121576.1	0
AL121578.1	0
AL121578.2	0
AL121578.3	0
AL121579.1	0
AL121579.2	0
AL121580.1	0.55423706
AL121583.1	0
AL121584.1	0
AL121590.1	0
AL121594.1	0.037763417
AL121601.1	1.191439667
AL121601.2	0.068672088
AL121603.1	0.170954811
AL121603.2	1.800314863
AL121612.1	0
AL121652.1	0.108373139
AL121655.1	0.078816829
AL121656.1	0.100728561
AL121657.1	0
AL121658.1	0.784183166
AL121672.1	0.020555109
AL121672.2	0.251995674
AL121672.3	0.36309633
AL121694.1	0
AL121718.1	0
AL121721.1	0
AL121723.1	0.031962585
AL121748.1	0
AL121748.2	0.031082693
AL121749.1	0
AL121753.1	0.183558285
AL121753.2	0.43200901
AL121757.1	0
AL121757.2	0
AL121758.1	0.098390352
AL121759.1	0.04373979
AL121760.1	0.14032129
AL121761.1	0.26749954
AL121761.2	0.162033626
AL121768.1	0
AL121769.1	0
AL121772.1	0.103963954
AL121772.2	0
AL121772.3	0.180085929
AL121776.1	0
AL121781.1	0
AL121782.1	0.117557304
AL121785.1	0
AL121787.1	0.025963191
AL121790.1	0.065787488
AL121790.2	0.273784773
AL121796.1	0
AL121809.1	0
AL121809.2	0
AL121820.1	0
AL121820.2	0.870092588
AL121821.1	0.137408962
AL121821.2	0
AL121823.1	0
AL121827.1	0
AL121827.2	0.025426115
AL121829.1	0
AL121829.2	0
AL121830.1	0
AL121832.1	0.22769306
AL121832.2	1.453627738
AL121832.3	0.052487747
AL121834.1	0
AL121835.1	0.068575094
AL121835.2	0.01386384
AL121839.1	0
AL121839.2	0.024474879
AL121845.1	0
AL121845.2	0
AL121845.3	0.084664368
AL121845.4	0
AL121852.1	0.056454845
AL121871.1	0.111355886
AL121872.1	0
AL121873.1	0
AL121877.1	0
AL121878.1	0
AL121882.1	0
AL121885.1	0
AL121885.2	0
AL121885.3	0
AL121890.1	0
AL121890.2	0
AL121890.3	0
AL121890.4	0
AL121890.5	0
AL121892.1	0
AL121894.1	0
AL121894.2	0.296646638
AL121895.1	0
AL121895.2	0.162923377
AL121899.1	1.067058603
AL121900.1	0
AL121901.1	0
AL121902.1	0
