	c6d03bd4-42cd-445a-9222-7ea265bd103f
	tumor
RNU6-591P	0
RNU6-592P	0
RNU6-593P	0.216746279
RNU6-595P	0.22687461
RNU6-596P	0
RNU6-597P	0
RNU6-598P	0
RNU6-599P	0
RNU6-59P	0
RNU6-5P	0
RNU6-600P	0
RNU6-601P	0
RNU6-602P	0
RNU6-603P	0
RNU6-604P	0
RNU6-605P	0
RNU6-606P	0
RNU6-607P	0
RNU6-608P	0
RNU6-609P	0
RNU6-60P	0
RNU6-610P	0
RNU6-611P	0
RNU6-612P	0
RNU6-613P	0
RNU6-614P	0
RNU6-615P	0
RNU6-616P	0
RNU6-617P	0
RNU6-618P	0
RNU6-619P	0
RNU6-61P	0
RNU6-620P	0
RNU6-621P	0
RNU6-622P	0
RNU6-623P	0.231196031
RNU6-624P	0
RNU6-625P	0
RNU6-626P	0
RNU6-627P	0
RNU6-628P	0
RNU6-629P	0
RNU6-62P	0
RNU6-630P	0
RNU6-631P	0
RNU6-632P	0
RNU6-633P	0
RNU6-634P	0
RNU6-635P	0
RNU6-636P	0
RNU6-637P	0
RNU6-638P	0
RNU6-639P	0
RNU6-63P	0
RNU6-640P	0
RNU6-641P	0
RNU6-642P	0
RNU6-643P	0
RNU6-644P	0
RNU6-645P	0
RNU6-646P	0
RNU6-647P	0
RNU6-648P	0
RNU6-649P	0
RNU6-64P	0
RNU6-650P	0
RNU6-651P	0
RNU6-652P	0.22687461
RNU6-653P	0.229014936
RNU6-654P	0
RNU6-655P	0
RNU6-656P	0
RNU6-657P	0
RNU6-658P	0
RNU6-659P	0
RNU6-65P	0
RNU6-660P	0
RNU6-661P	0
RNU6-662P	0
RNU6-663P	0
RNU6-664P	0
RNU6-665P	0
RNU6-666P	0
RNU6-667P	0
RNU6-668P	0
RNU6-669P	0
RNU6-66P	0
RNU6-670P	0
RNU6-672P	0
RNU6-673P	0
RNU6-674P	0
RNU6-675P	0
RNU6-677P	0
RNU6-678P	0.222711773
RNU6-679P	0
RNU6-67P	0
RNU6-680P	0
RNU6-681P	0.233419069
RNU6-682P	0
RNU6-684P	0
RNU6-685P	0
RNU6-686P	0
RNU6-687P	0
RNU6-689P	0.907498438
RNU6-68P	0
RNU6-690P	0
RNU6-692P	0
RNU6-693P	0
RNU6-694P	0
RNU6-695P	0
RNU6-696P	0
RNU6-697P	0
RNU6-698P	0
RNU6-699P	0
RNU6-6P	0.22687461
RNU6-7	0.22687461
RNU6-700P	0
RNU6-701P	0
RNU6-702P	0
RNU6-703P	0
RNU6-704P	0
RNU6-705P	0
RNU6-706P	0
RNU6-707P	0
RNU6-708P	0
RNU6-709P	0
RNU6-70P	0
RNU6-710P	0
RNU6-711P	0
RNU6-712P	0
RNU6-713P	0
RNU6-714P	0
RNU6-715P	0
RNU6-716P	0
RNU6-717P	0
RNU6-718P	0
RNU6-719P	0
RNU6-71P	0
RNU6-720P	0.449547837
RNU6-721P	0
RNU6-722P	1.633933486
RNU6-723P	0
RNU6-724P	0
RNU6-725P	1.18997957
RNU6-726P	0
RNU6-727P	0
RNU6-728P	0
RNU6-729P	0
RNU6-72P	0
RNU6-730P	0
RNU6-731P	0
RNU6-732P	0
RNU6-733P	0
RNU6-735P	0
RNU6-737P	0
RNU6-738P	0
RNU6-739P	0
RNU6-73P	0
RNU6-740P	0
RNU6-741P	0
RNU6-742P	0
RNU6-743P	0
RNU6-744P	0
RNU6-745P	0
RNU6-746P	0
RNU6-747P	0
RNU6-748P	0
RNU6-749P	0
RNU6-74P	0
RNU6-750P	0
RNU6-751P	0
RNU6-752P	0
RNU6-753P	0
RNU6-754P	0
RNU6-755P	0
RNU6-756P	0
RNU6-757P	0
RNU6-758P	0
RNU6-759P	0
RNU6-75P	0
RNU6-760P	0
RNU6-761P	0
RNU6-762P	0
RNU6-763P	0
RNU6-764P	0
RNU6-765P	0
RNU6-766P	0
RNU6-767P	0
RNU6-768P	0
RNU6-769P	0
RNU6-76P	0
RNU6-770P	0
RNU6-771P	0
RNU6-772P	0
RNU6-774P	0
RNU6-775P	0
RNU6-776P	0
RNU6-777P	0
RNU6-778P	0
RNU6-77P	0
RNU6-780P	0
RNU6-781P	0
RNU6-782P	0
RNU6-783P	0
RNU6-784P	0
RNU6-785P	0
RNU6-786P	0.539457405
RNU6-787P	0
RNU6-788P	0
RNU6-789P	0
RNU6-78P	0
RNU6-790P	0
RNU6-791P	0
RNU6-792P	0
RNU6-793P	0
RNU6-794P	0
RNU6-795P	0
RNU6-796P	0
RNU6-797P	0
RNU6-798P	0
RNU6-799P	0
RNU6-79P	0
RNU6-8	1.134373048
RNU6-800P	0
RNU6-801P	0
RNU6-803P	0
RNU6-804P	0
RNU6-805P	0
RNU6-806P	0
RNU6-807P	0.680623829
RNU6-808P	0
RNU6-809P	0
RNU6-80P	0
RNU6-810P	0
RNU6-811P	0
RNU6-812P	0
RNU6-813P	0
RNU6-815P	0
RNU6-816P	0
RNU6-817P	0
RNU6-818P	0
RNU6-819P	0
RNU6-81P	0
RNU6-820P	0
RNU6-821P	0
RNU6-822P	0
RNU6-823P	0
RNU6-824P	0.233419069
RNU6-826P	0
RNU6-827P	0
RNU6-828P	0
RNU6-829P	0
RNU6-82P	0
RNU6-830P	0
RNU6-831P	0
RNU6-832P	0
RNU6-833P	0.22687461
RNU6-834P	0
RNU6-835P	0
RNU6-836P	0
RNU6-837P	0
RNU6-838P	0
RNU6-839P	0
RNU6-83P	0
RNU6-840P	0
RNU6-841P	0
RNU6-842P	0
RNU6-843P	0
RNU6-844P	0
RNU6-845P	0
RNU6-847P	0
RNU6-848P	0
RNU6-849P	0
RNU6-84P	0
RNU6-850P	0.235685274
RNU6-851P	0
RNU6-853P	0
RNU6-854P	0
RNU6-855P	0
RNU6-856P	0
RNU6-857P	0
RNU6-858P	0
RNU6-859P	0
RNU6-85P	0
RNU6-860P	0
RNU6-861P	0
RNU6-862P	0
RNU6-863P	0
RNU6-864P	0
RNU6-865P	0
RNU6-866P	0
RNU6-867P	0
RNU6-869P	0
RNU6-86P	0
RNU6-871P	0
RNU6-873P	0
RNU6-874P	0
RNU6-875P	0.458029872
RNU6-876P	0
RNU6-877P	0
RNU6-878P	0
RNU6-879P	0
RNU6-87P	0
RNU6-880P	0.22687461
RNU6-881P	0
RNU6-882P	1.17842637
RNU6-883P	0
RNU6-884P	0
RNU6-885P	0
RNU6-886P	0
RNU6-887P	0
RNU6-888P	0
RNU6-889P	0
RNU6-88P	0
RNU6-890P	0.22687461
RNU6-891P	0
RNU6-892P	0
RNU6-893P	0
RNU6-894P	0
RNU6-895P	0
RNU6-896P	0
RNU6-897P	0
RNU6-898P	0
RNU6-899P	0
RNU6-89P	0
RNU6-9	0
RNU6-900P	0
RNU6-901P	0
RNU6-902P	0
RNU6-903P	0.222711773
RNU6-904P	0
RNU6-905P	0
RNU6-906P	0
RNU6-907P	0
RNU6-908P	0
RNU6-909P	0
RNU6-90P	0
RNU6-910P	0.22687461
RNU6-911P	0
RNU6-912P	0
RNU6-913P	0
RNU6-914P	0
RNU6-915P	0
RNU6-916P	0
RNU6-917P	0.233419069
RNU6-918P	0
RNU6-919P	0
RNU6-91P	0
RNU6-920P	0
RNU6-921P	0
RNU6-922P	0
RNU6-923P	0
RNU6-924P	0
RNU6-925P	0.933676278
RNU6-926P	0
RNU6-927P	0
RNU6-928P	0
RNU6-929P	0
RNU6-92P	0
RNU6-930P	0
RNU6-931P	0
RNU6-932P	0
RNU6-933P	0
RNU6-934P	0
RNU6-935P	0
RNU6-936P	0.22687461
RNU6-937P	0
RNU6-938P	0
RNU6-939P	0
RNU6-940P	0
RNU6-941P	0
RNU6-942P	0.453749219
RNU6-943P	0
RNU6-944P	0
RNU6-945P	0
RNU6-946P	0
RNU6-947P	0
RNU6-948P	0
RNU6-949P	0
RNU6-94P	0.907498438
RNU6-950P	0
RNU6-951P	0
RNU6-952P	0
RNU6-953P	0
RNU6-954P	0
RNU6-955P	0
RNU6-956P	0
RNU6-957P	0
RNU6-958P	0
RNU6-959P	0
RNU6-95P	0
RNU6-960P	0
RNU6-961P	0
RNU6-964P	0
RNU6-965P	0
RNU6-966P	0
RNU6-967P	0
RNU6-968P	0
RNU6-969P	0
RNU6-970P	0
RNU6-971P	0
RNU6-972P	0
RNU6-973P	0
RNU6-974P	0
RNU6-975P	0
RNU6-976P	0
RNU6-977P	0
RNU6-978P	0
RNU6-979P	0.453749219
RNU6-97P	0
RNU6-980P	0
RNU6-982P	0
RNU6-983P	0
RNU6-984P	0
RNU6-985P	0
RNU6-986P	0
RNU6-987P	0
RNU6-988P	0
RNU6-989P	0
RNU6-98P	0
RNU6-990P	0
RNU6-991P	0
RNU6-992P	0
RNU6-993P	0
RNU6-994P	0
RNU6-995P	0
RNU6-996P	0
RNU6-997P	0
RNU6-998P	0
RNU6-999P	0
RNU6-99P	0
RNU6ATAC	0.770653435
RNU6ATAC10P	0
RNU6ATAC11P	0
RNU6ATAC12P	0
RNU6ATAC13P	0
RNU6ATAC14P	0
RNU6ATAC15P	0
RNU6ATAC16P	0.175910023
RNU6ATAC17P	0
RNU6ATAC18P	0.480704618
RNU6ATAC19P	0
RNU6ATAC20P	0
RNU6ATAC21P	0
RNU6ATAC22P	0
RNU6ATAC23P	0
RNU6ATAC24P	0.179819135
RNU6ATAC25P	0
RNU6ATAC26P	0
RNU6ATAC27P	0
RNU6ATAC28P	0
RNU6ATAC29P	0
RNU6ATAC2P	0
RNU6ATAC30P	0
RNU6ATAC31P	0
RNU6ATAC32P	0
RNU6ATAC33P	0
RNU6ATAC34P	0.200624655
RNU6ATAC35P	0.273373685
RNU6ATAC36P	0
RNU6ATAC37P	0
RNU6ATAC38P	0
RNU6ATAC39P	0
RNU6ATAC3P	0
RNU6ATAC40P	0
RNU6ATAC41P	0
RNU6ATAC42P	0
RNU6ATAC4P	0
RNU6ATAC5P	0
RNU6ATAC6P	0
RNU6ATAC7P	0
RNU6ATAC8P	0
RNU6ATAC9P	0
RNU6V	0.22687461
RNU7-1	0
RNU7-102P	0
RNU7-103P	0.404593054
RNU7-104P	0
RNU7-105P	0
RNU7-106P	0
RNU7-107P	0
RNU7-10P	0
RNU7-110P	0
RNU7-111P	0
RNU7-113P	0
RNU7-115P	0
RNU7-116P	0
RNU7-119P	0
RNU7-11P	0
RNU7-120P	0
RNU7-121P	0
RNU7-123P	0
RNU7-124P	0
RNU7-125P	0
RNU7-126P	0
RNU7-127P	0
RNU7-128P	0
RNU7-129P	0
RNU7-12P	0
RNU7-130P	0
RNU7-133P	0
RNU7-134P	0
RNU7-136P	0
RNU7-137P	0
RNU7-138P	0
RNU7-13P	0
RNU7-140P	1.213779161
RNU7-141P	0
RNU7-143P	0.373470511
RNU7-144P	0
RNU7-147P	0
RNU7-148P	0
RNU7-149P	0.411450563
RNU7-14P	0
RNU7-151P	0
RNU7-152P	0
RNU7-153P	0
RNU7-154P	0
RNU7-155P	0
RNU7-156P	0
RNU7-157P	0
RNU7-159P	0
RNU7-160P	0
RNU7-161P	0
RNU7-164P	0
RNU7-165P	0
RNU7-167P	0
RNU7-169P	0
RNU7-170P	0
RNU7-171P	0
RNU7-172P	0
RNU7-173P	0
RNU7-174P	0
RNU7-175P	0
RNU7-176P	0
RNU7-179P	0
RNU7-180P	0
RNU7-181P	0
RNU7-182P	0
RNU7-183P	0
RNU7-185P	0
RNU7-186P	0
RNU7-187P	0
RNU7-188P	0
RNU7-18P	0.391541665
RNU7-190P	0
RNU7-192P	0
RNU7-193P	0
RNU7-194P	0
RNU7-195P	0
RNU7-196P	0
RNU7-197P	0
RNU7-19P	0
RNU7-200P	0
RNU7-20P	1.174624994
RNU7-21P	0
RNU7-22P	0
RNU7-23P	0
RNU7-24P	0
RNU7-25P	0
RNU7-26P	0
RNU7-27P	0
RNU7-28P	0.391541665
RNU7-29P	0
RNU7-2P	0
RNU7-30P	0
RNU7-34P	0
RNU7-35P	0
RNU7-37P	0
RNU7-38P	0
RNU7-3P	0
RNU7-40P	1.517223951
RNU7-41P	0
RNU7-43P	0
RNU7-45P	0
RNU7-46P	0
RNU7-47P	0
RNU7-48P	0.385326718
RNU7-49P	1.174624994
RNU7-4P	0
RNU7-50P	0
RNU7-51P	0
RNU7-52P	0
RNU7-53P	0
RNU7-54P	0
RNU7-55P	0
RNU7-56P	0
RNU7-57P	0
RNU7-59P	0
RNU7-60P	0
RNU7-61P	0
RNU7-62P	0
RNU7-63P	0
RNU7-65P	0
RNU7-66P	0
RNU7-67P	0
RNU7-69P	0
RNU7-6P	0
RNU7-70P	0
RNU7-71P	0
RNU7-73P	0
RNU7-74P	0
RNU7-75P	1.174624994
RNU7-77P	0
RNU7-79P	0
RNU7-7P	0
RNU7-80P	0
RNU7-81P	0
RNU7-82P	0
RNU7-84P	0
RNU7-85P	0
RNU7-87P	0
RNU7-88P	0
RNU7-8P	0
RNU7-90P	0
RNU7-92P	0
RNU7-93P	0
RNU7-94P	0
RNU7-95P	0
RNU7-96P	0
RNU7-97P	0
RNU7-99P	0
RNU7-9P	0.391541665
RNVU1-1	0.444065547
RNVU1-14	0
RNVU1-15	0.147124747
RNVU1-17	0
RNVU1-18	0
RNVU1-19	0
RNVU1-2	0
RNVU1-3	0
RNVU1-4	0
RNVU1-6	0.296043698
RNVU1-7	0.148021849
RNY1	0
RNY1P1	0
RNY1P10	0
RNY1P11	0
RNY1P12	0
RNY1P13	0.231196031
RNY1P14	0
RNY1P15	0
RNY1P16	0
RNY1P2	0
RNY1P3	0
RNY1P4	0
RNY1P5	0
RNY1P6	0
RNY1P7	0
RNY1P8	0
RNY1P9	0.668135318
RNY3	0
RNY3P1	0
RNY3P10	0
RNY3P11	0
RNY3P12	0
RNY3P13	0
RNY3P14	0
RNY3P15	0
RNY3P16	0.480704618
RNY3P2	0
RNY3P3	0
RNY3P4	0
RNY3P5	0
RNY3P7	0
RNY3P8	0.385326718
RNY3P9	0
RNY4	0
RNY4P10	0.505741317
RNY4P13	0
RNY4P14	0
RNY4P16	0
RNY4P17	0
RNY4P18	0
RNY4P19	0.505741317
RNY4P20	0
RNY4P23	0
RNY4P24	0
RNY4P25	0
RNY4P27	0
RNY4P28	0
RNY4P29	0
RNY4P3	0
RNY4P30	0
RNY4P34	0
RNY4P36	0.252870659
RNY4P37	0.252870659
RNY4P6	0
RNY4P7	0
RNY4P9	0
ROBO1	2.198753974
ROBO2	1.193164656
ROBO2P1	0
ROBO3	0.283318791
ROBO4	1.284020611
ROCK1	2.828201986
ROCK1P1	0.211092028
ROCK2	4.280829805
ROCR	0
ROGDI	5.246637046
ROM1	1.177292813
ROMO1	68.43501309
ROPN1	0.005373082
ROPN1B	0
ROPN1L	0.641292237
ROPN1L-AS1	0
ROR1	0.318131247
ROR1-AS1	0.013699539
ROR2	2.248975482
RORA	2.075676335
RORA-AS1	0.10730857
RORA-AS2	0
RORB	0.04809051
RORB-AS1	0
RORC	0.242398195
ROS1	0.599473414
RP1	0.010257289
RP1L1	0.013667145
RP2	8.962113815
RP9	3.056830553
RP9P	1.948145199
RPA1	21.23450506
RPA2	27.99086564
RPA2P1	0
RPA2P2	0.030496964
RPA2P3	0
RPA3	7.946648219
RPA4	0.062245085
RPAIN	3.116945678
RPAP1	2.456498841
RPAP2	1.523773629
RPAP2P1	0
RPAP3	6.315892307
RPARP-AS1	0.630478928
RPE	13.80579023
RPE65	0.027902969
RPEL1	0
RPEP1	0
RPEP2	0
RPEP3	0
RPEP4	0
RPEP5	0
RPEP6	0
RPF1	18.76862221
RPF2	5.502548057
RPF2P1	0.026794242
RPF2P2	0
RPGR	0.625326517
RPGRIP1	0.057693342
RPGRIP1L	0.545667228
RPH3A	0.018729353
RPH3AL	0.492234872
RPIA	13.38572473
RPIAP1	0
RPL10	378.9707835
RPL10A	535.0332072
RPL10AP1	0.037753629
RPL10AP2	0.482542174
RPL10AP3	0.037289682
RPL10AP5	0
RPL10AP6	3.909411408
RPL10L	0.179376231
RPL10P1	0.414645055
RPL10P10	0
RPL10P11	0
RPL10P12	0.229014936
RPL10P13	0.560822055
RPL10P14	0.081461689
RPL10P15	1.233045497
RPL10P16	7.150946994
RPL10P17	0.153642932
RPL10P18	0
RPL10P19	0.033669325
RPL10P2	0.217393283
RPL10P3	1.141159895
RPL10P4	0.315267315
RPL10P5	0.151959832
RPL10P6	1.679442864
RPL10P7	0.116522799
RPL10P8	0.155115548
RPL10P9	6.059486664
RPL11	152.5684364
RPL11P3	0.046416029
RPL11P4	0
RPL11P5	0.045459894
RPL12	150.9402699
RPL12P1	0.048746151
RPL12P10	0.048746151
RPL12P11	0.145362774
RPL12P12	1.647444769
RPL12P13	0
RPL12P14	0.941298125
RPL12P15	0.048648463
RPL12P16	0
RPL12P17	0.389969208
RPL12P18	0
RPL12P19	0.099899519
RPL12P2	0.049240534
RPL12P20	0
RPL12P21	0
RPL12P22	0
RPL12P23	0
RPL12P24	0
RPL12P25	0.036017186
RPL12P26	0.049847193
RPL12P27	0.097885416
RPL12P28	0
RPL12P29	0
RPL12P3	0
RPL12P30	0
RPL12P31	0
RPL12P32	0.049140857
RPL12P33	0.296043698
RPL12P34	0
RPL12P35	0
RPL12P36	0
RPL12P37	0.049041582
RPL12P38	0.083745005
RPL12P39	0
RPL12P4	0.683819246
RPL12P40	0
RPL12P41	0.048746151
RPL12P42	0.048648463
RPL12P43	0
RPL12P44	0.096715471
RPL12P45	0
RPL12P46	0
RPL12P47	0
RPL12P48	0
RPL12P49	0
RPL12P5	0
RPL12P50	0
RPL12P6	0
RPL12P7	0
RPL12P8	0.209272269
RPL12P9	0
RPL13	103.2302264
RPL13A	592.2668463
RPL13AP	0.093728121
RPL13AP17	0.078308333
RPL13AP19	0
RPL13AP2	0.137408962
RPL13AP20	2.870019691
RPL13AP23	0.372833189
RPL13AP25	5.632569962
RPL13AP3	0.189037637
RPL13AP5	28.59917565
RPL13AP6	0.436325842
RPL13AP7	2.185199799
RPL13P	0
RPL13P12	36.71872807
RPL13P2	0.184185002
RPL13P4	0
RPL13P5	0.639906007
RPL13P6	0.077557774
RPL14	39.06438333
RPL14P1	4.93038977
RPL14P3	0.078056538
RPL14P5	0.033254224
RPL15	107.882804
RPL15P1	0.040459305
RPL15P13	0
RPL15P14	0.076338312
RPL15P18	0.118997957
RPL15P2	0.315779944
RPL15P20	0.243567725
RPL15P21	0
RPL15P3	9.433925836
RPL15P4	0
RPL17	27.19058367
RPL17-C18orf32	0
RPL17P1	0
RPL17P10	0
RPL17P11	0.044624234
RPL17P12	0
RPL17P17	0
RPL17P19	0
RPL17P2	0
RPL17P20	0.04373979
RPL17P22	0.131693942
RPL17P25	0.087479579
RPL17P26	0.087795961
RPL17P3	0
RPL17P33	0.043818742
RPL17P34	0.218698948
RPL17P35	0
RPL17P36	1.238098962
RPL17P37	0
RPL17P40	0
RPL17P41	0.134615064
RPL17P43	0.20712955
RPL17P44	0
RPL17P45	0
RPL17P46	0
RPL17P49	0
RPL17P50	1.956274105
RPL17P51	0
RPL18	162.1775064
RPL18A	116.4567247
RPL18AP14	0
RPL18AP15	0.046954706
RPL18AP16	0.457167292
RPL18AP17	0
RPL18AP2	0
RPL18AP3	32.91916209
RPL18AP7	0.185309796
RPL18AP8	0
RPL18P1	0
RPL18P10	0.045121902
RPL18P11	0.183211949
RPL18P13	0.127990773
RPL19	320.6160748
RPL19P1	0
RPL19P11	0
RPL19P13	0.041639079
RPL19P14	0
RPL19P16	0.123855016
RPL19P18	0
RPL19P20	0.53398068
RPL19P21	0.287528058
RPL21	79.7564626
RPL21P1	0
RPL21P10	0
RPL21P103	0
RPL21P104	0
RPL21P106	0
RPL21P107	0
RPL21P108	0
RPL21P109	0
RPL21P11	0.251300033
RPL21P110	0.054429559
RPL21P111	0
RPL21P112	0
RPL21P116	0.050260007
RPL21P119	0.657463712
RPL21P12	0.09427411
RPL21P120	0.193430942
RPL21P121	0.104411111
RPL21P122	0
RPL21P123	0.059645168
RPL21P126	0.050785739
RPL21P127	0
RPL21P129	0.101571478
RPL21P13	0.201875952
RPL21P131	0
RPL21P132	0.157633657
RPL21P133	0
RPL21P134	0.15078002
RPL21P135	0.061379477
RPL21P136	0
RPL21P16	7.488740993
RPL21P17	0.102212982
RPL21P18	0
RPL21P2	0
RPL21P23	0.052773007
RPL21P24	0
RPL21P28	1.306760173
RPL21P3	0.152357217
RPL21P32	0
RPL21P33	0
RPL21P38	0
RPL21P39	0.201040027
RPL21P4	0.050679714
RPL21P40	0.050260007
RPL21P41	0.183905933
RPL21P42	0.052318067
RPL21P43	0
RPL21P44	0.05143132
RPL21P47	0
RPL21P5	0.102862641
RPL21P50	0
RPL21P54	0
RPL21P6	0
RPL21P65	0.052093526
RPL21P66	0
RPL21P67	0
RPL21P7	0.15078002
RPL21P71	0.052887981
RPL21P75	1.306760173
RPL21P8	0.317624453
RPL21P88	0
RPL21P89	0.207927908
RPL21P9	0
RPL21P90	0
RPL21P91	0
RPL21P92	0.101998249
RPL21P93	0.198573278
RPL21P99	0.057389086
RPL22	24.22108701
RPL22L1	38.3754598
RPL22P1	1.776262187
RPL22P10	0.065081993
RPL22P11	0.063053463
RPL22P12	0.12545521
RPL22P13	0
RPL22P14	0
RPL22P16	0.065081993
RPL22P17	0
RPL22P18	0.128782935
RPL22P19	0.055046674
RPL22P2	0.259631906
RPL22P20	0
RPL22P21	0
RPL22P22	0
RPL22P23	0
RPL22P24	1.033003541
RPL22P3	0.191146325
RPL22P4	0
RPL22P5	0
RPL22P6	0
RPL22P7	0
RPL22P8	0
RPL23	82.06763064
RPL23A	112.2745724
RPL23AP1	0
RPL23AP10	0
RPL23AP11	0.724644275
RPL23AP12	0
RPL23AP14	0.051870904
RPL23AP15	0
RPL23AP16	0
RPL23AP17	0
RPL23AP18	0.155612713
RPL23AP19	0.065787488
RPL23AP2	0.885589946
RPL23AP20	0
RPL23AP22	0
RPL23AP23	0
RPL23AP24	0
RPL23AP25	0.367017457
RPL23AP26	0
RPL23AP27	0
RPL23AP28	0
RPL23AP29	0
RPL23AP3	0.466838139
RPL23AP30	0
RPL23AP31	0.155945931
RPL23AP32	0.052887981
RPL23AP33	0
RPL23AP34	0
RPL23AP35	0
RPL23AP36	0
RPL23AP37	0.04421782
RPL23AP38	0.051760305
RPL23AP39	0
RPL23AP4	0
RPL23AP40	0
RPL23AP41	0.053003457
RPL23AP42	3.659376663
RPL23AP43	0.257702582
RPL23AP44	0
RPL23AP45	0
RPL23AP46	0
RPL23AP47	0
RPL23AP48	0.149235143
RPL23AP49	0.518709043
RPL23AP50	0.05335293
RPL23AP52	0
RPL23AP53	0.66443434
RPL23AP54	0
RPL23AP55	0
RPL23AP56	0
RPL23AP57	0.260467631
RPL23AP58	0.103520611
RPL23AP59	0.052658532
RPL23AP6	0.05143132
RPL23AP60	0
RPL23AP61	0.045545184
RPL23AP62	0
RPL23AP63	0.154621549
RPL23AP64	0.558059384
RPL23AP65	0.778063565
RPL23AP66	0
RPL23AP67	0
RPL23AP68	0
RPL23AP69	0.053003457
RPL23AP7	1.391739263
RPL23AP70	0.052773007
RPL23AP71	0
RPL23AP72	0
RPL23AP73	0
RPL23AP74	0.206162066
RPL23AP75	0.107652254
RPL23AP76	0
RPL23AP77	0
RPL23AP78	0
RPL23AP8	0.102212982
RPL23AP80	0.114507468
RPL23AP81	0.051981977
RPL23AP82	3.055867534
RPL23AP83	0
RPL23AP84	0
RPL23AP85	0
RPL23AP86	0.089743376
RPL23AP87	0.053802268
RPL23AP88	0
RPL23AP89	0.095198366
RPL23AP90	0
RPL23AP91	0.05335293
RPL23AP92	0.095198366
RPL23AP93	0
RPL23AP94	0
RPL23AP95	0.091605974
RPL23AP96	0
RPL23AP97	0.206162066
RPL23P10	0.058921318
RPL23P11	0
RPL23P2	0.172985154
RPL23P4	0
RPL23P8	1.1910917
RPL24	262.5781764
RPL24P2	1.839833675
RPL24P4	9.052889704
RPL24P7	0.107176968
RPL24P8	1.434000696
RPL26	66.34540462
RPL26L1	19.64570394
RPL26P19	1.607287473
RPL26P20	0
RPL26P26	0
RPL26P27	0.111101067
RPL26P28	0
RPL26P29	0.110847412
RPL26P3	0
RPL26P30	0.263455942
RPL26P31	0
RPL26P34	0
RPL26P35	0.105546014
RPL26P37	0
RPL26P6	0.498813354
RPL26P9	0
RPL27	388.3254573
RPL27A	128.3133149
RPL27AP	0.167417815
RPL27AP5	0.108131774
RPL27AP8	0
RPL27P12	0
RPL28	72.32604168
RPL29	246.3108339
RPL29P11	0.93747171
RPL29P12	0.259909885
RPL29P14	0.623905176
RPL29P19	0.580503077
RPL29P2	0.036949137
RPL29P22	0.052887981
RPL29P23	0
RPL29P24	0.26794242
RPL29P25	0
RPL29P28	0
RPL29P29	0
RPL29P3	0.052431065
RPL29P30	0.025661293
RPL29P32	0
RPL29P33	0.230464398
RPL29P7	0.106238876
RPL3	319.7104959
RPL30	124.5125829
RPL30P1	0
RPL30P10	0
RPL30P11	0.145362774
RPL30P12	0
RPL30P13	0
RPL30P14	0.139514846
RPL30P15	0
RPL30P16	0
RPL30P2	0.083421248
RPL30P3	0.072899649
RPL30P4	0.364498247
RPL30P5	0
RPL30P6	0
RPL30P7	0.150313209
RPL30P9	0
RPL31	130.046869
RPL31P1	0
RPL31P11	0.015581247
RPL31P12	0
RPL31P13	0
RPL31P15	0
RPL31P2	0.25756587
RPL31P20	0
RPL31P28	0.138322411
RPL31P3	0
RPL31P33	0
RPL31P35	0.128782935
RPL31P40	0
RPL31P41	0
RPL31P44	0
RPL31P45	0
RPL31P47	0
RPL31P49	0.323674443
RPL31P50	0
RPL31P52	0
RPL31P53	0
RPL31P54	0
RPL31P56	0
RPL31P57	0
RPL31P58	0
RPL31P59	0
RPL31P60	0
RPL31P61	0.258250885
RPL31P63	0.647348886
RPL31P7	0.128442239
RPL31P9	0
RPL32	184.84682
RPL32P1	0.236834958
RPL32P14	0
RPL32P23	0
RPL32P26	0.060237179
RPL32P28	0
RPL32P29	0
RPL32P3	0.759959421
RPL32P31	0.120474358
RPL32P33	0.061613155
RPL32P34	0.060688958
RPL32P35	0
RPL32P9	0
RPL34	81.99895646
RPL34-AS1	0
RPL34P1	0.137150188
RPL34P17	0
RPL34P18	0.205725282
RPL34P19	0
RPL34P20	0
RPL34P21	0
RPL34P22	0
RPL34P23	0
RPL34P26	0
RPL34P27	0.13911509
RPL34P29	0
RPL34P3	0
RPL34P31	0.261731355
RPL34P33	0.072681387
RPL34P34	0.274300375
RPL34P6	0
RPL35	465.2688327
RPL35A	242.8944566
RPL35AP	0
RPL35AP12	0
RPL35AP15	0
RPL35AP18	0
RPL35AP19	0
RPL35AP21	0.291598597
RPL35AP22	0
RPL35AP24	0
RPL35AP25	0
RPL35AP26	0
RPL35AP28	0.660061175
RPL35AP3	0
RPL35AP30	0
RPL35AP31	0.072034372
RPL35AP32	0.150313209
RPL35AP33	0
RPL35AP35	0.142378787
RPL35AP4	0
RPL35P1	5.642432856
RPL35P2	1.003123273
RPL35P3	0.196298517
RPL35P4	0.07539001
RPL35P5	3.805361694
RPL35P6	0.195770832
RPL35P8	0
RPL35P9	0.069358809
RPL36	161.5629814
RPL36A	19.43761381
RPL36A-HNRNPH2	0
RPL36AL	303.9979872
RPL36AP10	0
RPL36AP13	0.076579127
RPL36AP15	0
RPL36AP21	0.150313209
RPL36AP26	0.458029872
RPL36AP29	0.22687461
RPL36AP33	0
RPL36AP35	0
RPL36AP36	0
RPL36AP39	0
RPL36AP40	0
RPL36AP41	0
RPL36AP43	0.395367805
RPL36AP45	0.534368184
RPL36AP48	0.231932324
RPL36AP51	0.076338312
RPL36AP53	0
RPL36AP55	0
RPL36AP6	0
RPL36P1	0
RPL36P16	0
RPL36P18	0
RPL36P19	0
RPL36P2	0
