	62ff3cee-843e-4192-a4a6-8489cc2d0508
	tumor
QPCTL	14.96070402
QPRT	2.652292902
QRFP	0.535048723
QRFPR	0.289010715
QRICH1	10.70701423
QRICH2	1.035591762
QRSL1	3.223534914
QRSL1P1	0
QRSL1P2	0
QRSL1P3	0.049933062
QSER1	2.753327152
QSOX1	9.340534066
QSOX2	10.78516666
QTRT1	19.74230994
QTRT1P1	0
QTRT2	4.740330224
R3HCC1	9.731858893
R3HCC1L	6.210520744
R3HDM1	5.341484696
R3HDM2	4.820396765
R3HDM2P1	0
R3HDM2P2	0
R3HDM4	48.76725944
R3HDML	0
RAB10	53.34228981
RAB11A	35.15159275
RAB11AP1	0
RAB11AP2	0
RAB11B	46.23777301
RAB11B-AS1	2.046391656
RAB11FIP1	17.75905083
RAB11FIP1P1	0.298351464
RAB11FIP2	1.576489327
RAB11FIP3	4.831911054
RAB11FIP4	0.68774735
RAB11FIP5	3.472805755
RAB12	22.80072754
RAB13	31.05252011
RAB14	35.82551033
RAB15	2.400983233
RAB17	0.199210264
RAB18	11.60491546
RAB19	0.197728916
RAB1A	120.0450376
RAB1B	80.18359105
RAB1C	0
RAB20	11.57966791
RAB21	3.644970305
RAB22A	6.242100645
RAB23	2.507884501
RAB24	6.571190985
RAB25	64.30020608
RAB26	2.033688528
RAB27A	4.255740103
RAB27B	1.034485126
RAB28	5.97649968
RAB28P1	0
RAB28P2	0
RAB28P3	0
RAB28P4	0
RAB28P5	0.252349884
RAB29	8.878386584
RAB2A	26.67294537
RAB2B	14.3255604
RAB30	2.335349737
RAB30-AS1	2.624147903
RAB31	10.94610314
RAB32	29.07630522
RAB33A	2.716231568
RAB33B	1.235038879
RAB34	37.38747034
RAB35	14.25500779
RAB36	1.671997706
RAB37	1.02958156
RAB38	3.790209135
RAB39A	0.269311106
RAB39B	1.762316555
RAB3A	4.337419792
RAB3B	0.509057539
RAB3C	0.003402647
RAB3D	5.675592848
RAB3GAP1	9.570802378
RAB3GAP2	4.640617764
RAB3IL1	2.972993926
RAB3IP	2.328990145
RAB40A	0.106361243
RAB40AL	0.115082154
RAB40B	9.457889511
RAB40C	9.338008242
RAB41	0.09778558
RAB42	3.104737025
RAB42P1	0
RAB43	0.362067225
RAB43P1	0.892521696
RAB44	0.061890191
RAB4A	6.998020611
RAB4B	8.428883535
RAB4B-EGLN2	0
RAB5A	13.74134125
RAB5B	15.99408735
RAB5C	48.89718174
RAB5CP1	0
RAB5CP2	0
RAB6A	17.16616273
RAB6B	1.800101444
RAB6C	0.03205459
RAB6C-AS1	0.033280278
RAB6D	0.343591686
RAB7A	183.7611671
RAB7B	0.784406954
RAB8A	9.12700578
RAB8B	5.054762296
RAB9A	15.6801547
RAB9AP1	0
RAB9AP2	0
RAB9AP3	0
RAB9AP4	0
RAB9AP5	0
RAB9B	0.10519516
RAB9BP1	0
RABAC1	64.52850377
RABEP1	5.226969403
RABEP2	8.77166208
RABEPK	15.01268861
RABEPKP1	0
RABGAP1	7.344356657
RABGAP1L	2.401638958
RABGAP1L-IT1	0
RABGEF1	0.989286634
RABGGTA	12.03945993
RABGGTB	11.3353878
RABIF	10.93846401
RABL2A	1.427330931
RABL2B	3.134469295
RABL3	5.211779357
RABL6	11.04404514
RAC1	152.241032
RAC1P1	0
RAC1P2	8.68214353
RAC1P3	0.056648198
RAC1P4	0.113492072
RAC1P5	0.171124765
RAC1P6	0
RAC1P7	0
RAC1P8	0
RAC1P9	0
RAC2	33.03762292
RAC3	11.76961843
RACGAP1	19.47778919
RACGAP1P	0
RACK1	185.4414231
RAD1	9.056511371
RAD17	6.37527185
RAD17P1	0.016090086
RAD17P2	0
RAD18	3.749992278
RAD1P1	0.040413229
RAD1P2	0
RAD21	77.40676203
RAD21-AS1	0.032692492
RAD21L1	0
RAD23A	66.892524
RAD23B	48.04871935
RAD23BP1	0.026777469
RAD23BP2	0
RAD23BP3	0
RAD50	3.133942277
RAD51	12.16727418
RAD51AP1	19.81889697
RAD51AP1P1	0
RAD51AP2	0.079404832
RAD51-AS1	2.460322097
RAD51B	0.645957653
RAD51C	5.24677329
RAD51D	1.866022918
RAD52	4.540238163
RAD54B	1.818679442
RAD54L	8.254905238
RAD54L2	0.93685212
RAD9A	18.03176418
RAD9B	0.093047072
RADIL	0.070592905
RAE1	15.89206906
RAET1E	0.010937402
RAET1E-AS1	0
RAET1E-AS1	0.027153682
RAET1G	0.176882664
RAET1K	0.537201795
RAET1L	13.76727978
RAET1M	0
RAF1	20.70507163
RAF1P1	0
RAG1	1.156159642
RAG2	0
RAI1	2.355812305
RAI14	13.95961348
RAI1-AS1	0
RAI2	1.603952033
RALA	26.31165831
RALB	34.21978702
RALBP1	8.895325817
RALGAPA1	0.958556695
RALGAPA1P1	0.305783919
RALGAPA2	0.939484898
RALGAPB	4.018503993
RALGDS	13.16134396
RALGPS1	0.628537826
RALGPS2	4.403227779
RALY	29.55855176
RALY-AS1	1.44272213
RALYL	0.028960736
RAMP1	27.93022424
RAMP2	7.355383638
RAMP2-AS1	0.26013592
RAMP3	7.321789535
RAN	145.1926779
RANBP1	59.47766657
RANBP10	2.095457187
RANBP17	0.227149329
RANBP2	5.814291487
RANBP20P	0
RANBP3	10.3488535
RANBP3L	0.05861901
RANBP6	4.430499704
RANBP9	14.19471492
RANGAP1	45.60391799
RANGRF	7.16705675
RANP1	1.91785912
RANP2	0
RANP3	0
RANP4	0.501617632
RANP5	0
RANP6	0.204074254
RANP7	0
RANP8	0.046081283
RANP9	0
RAP1A	13.5890139
RAP1AP	0.072851341
RAP1B	4.73194015
RAP1BP1	0
RAP1BP2	0
RAP1BP3	0
RAP1GAP	1.615679452
RAP1GAP2	1.153311071
RAP1GDS1	9.377031384
RAP2A	4.795671698
RAP2B	22.48462168
RAP2C	9.223284093
RAP2C-AS1	0.343798171
RAP2CP1	0
RAPGEF1	8.211642548
RAPGEF2	1.12484777
RAPGEF3	0.35636116
RAPGEF4	0.760447828
RAPGEF4-AS1	0.006297864
RAPGEF5	3.739389306
RAPGEF6	0.893417782
RAPGEFL1	3.17571128
RAPH1	0.24156725
RAPSN	0.051390962
RARA	5.1391686
RARA-AS1	0.936119386
RARB	9.926995308
RARG	11.47106677
RARRES1	8.610728796
RARRES2	51.43043023
RARRES2P1	0
RARRES2P10	0
RARRES2P2	0
RARRES2P3	0
RARRES2P4	0
RARRES2P5	0
RARRES2P6	0
RARRES2P7	0
RARRES2P8	0
RARRES2P9	0
RARRES3	28.27787345
RARS	12.11089131
RARS2	13.74915206
RARSP1	0.069511893
RASA1	2.675198165
RASA2	6.567901552
RASA2-IT1	0
RASA3	1.379632791
RASA3-IT1	0
RASA4	0.024407048
RASA4B	0
RASA4CP	0.356337692
RASA4DP	0.027402798
RASAL1	0.484681654
RASAL2	1.212336407
RASAL2-AS1	0.223130424
RASAL3	2.39348016
RASD1	0.808241454
RASD2	0.240738239
RASEF	0.775813645
RASGEF1A	0.87644734
RASGEF1B	4.49855727
RASGEF1C	0.033288708
RASGRF1	0.112509061
RASGRF2	0.273236777
RASGRF2-AS1	0
RASGRP1	2.371103849
RASGRP2	0.874862705
RASGRP3	0.8747403
RASGRP4	0.361313394
RASIP1	0.776062565
RASL10A	0.278688903
RASL10B	0.703654089
RASL11A	3.297734392
RASL11B	3.734839537
RASL12	2.216193962
RASSF1	5.37934858
RASSF10	0.675300259
RASSF1-AS1	0.582257429
RASSF2	3.708347057
RASSF3	7.121007235
RASSF4	4.976389756
RASSF5	4.518064136
RASSF6	11.88006332
RASSF7	14.81945961
RASSF8	0.633918542
RASSF8-AS1	0.156810636
RASSF9	14.37520309
RAVER1	5.059328936
RAVER2	5.548163723
RAX	0.052922344
RAX2	0
RB1	15.57848406
RB1CC1	8.534350472
RBAK	2.86545469
RBAKDN	0.063922091
RBAK-RBAKDN	0.062642431
RBBP4	31.52714492
RBBP4P1	0.437736077
RBBP4P2	0.181955447
RBBP4P3	0.025608694
RBBP4P4	0
RBBP4P5	0.025952571
RBBP4P6	0
RBBP5	8.251291133
RBBP6	6.319071296
RBBP7	20.06382312
RBBP8	19.82586791
RBBP8NL	1.246949954
RBBP8P1	0
RBBP9	10.2031313
RBCK1	20.0858969
RBFA	6.179249986
RBFADN	0.178591934
RBFOX1	0
RBFOX2	8.317340297
RBFOX3	0.013311437
RBKS	0.815734053
RBL1	4.348419967
RBL2	5.915867294
RBM10	15.54511624
RBM11	0.139220148
RBM11P1	0
RBM12	13.51594565
RBM12B	2.596388142
RBM12B-AS1	0.805046369
RBM14	11.73367351
RBM14-RBM4	0.701233031
RBM15	4.467565606
RBM15-AS1	0.327175346
RBM15B	7.134209758
RBM17	17.2495043
RBM17P1	0
RBM17P2	0
RBM17P3	0
RBM17P4	0.055127441
RBM18	9.819457355
RBM19	4.201471909
RBM20	0.261656098
RBM22	10.96107376
RBM22P1	0
RBM22P12	0
RBM22P13	0
RBM22P2	0
RBM22P3	0
RBM22P4	0
RBM22P5	0
RBM22P6	0
RBM22P7	0
RBM23	7.493463404
RBM24	0.066780396
RBM25	6.438758685
RBM26	4.012049031
RBM26-AS1	0.412124335
RBM27	3.486387434
RBM28	3.164244241
RBM3	93.2489163
RBM33	3.185016039
RBM34	0.696592684
RBM38	17.96924713
RBM39	24.26687807
RBM4	5.08572878
RBM41	1.184774641
RBM42	31.53039736
RBM43	1.393086917
RBM43P1	0
RBM44	0.141222488
RBM45	2.245797922
RBM46	0.008158916
RBM47	3.630152323
RBM48	3.117277598
RBM48P1	0
RBM4B	4.352939231
RBM5	7.038298215
RBM5-AS1	0.071116786
RBM6	10.83049624
RBM7	2.379296165
RBM8A	25.09490318
RBM8B	0.938741569
RBMS1	4.647030089
RBMS1P1	0.255798957
RBMS2	2.578474146
RBMS2P1	0.267993107
RBMS3	0.228563165
RBMS3-AS1	0
RBMS3-AS2	0.028533178
RBMS3-AS3	0.160795864
RBMX	38.75460987
RBMX2	12.02208242
RBMX2P1	0.039301381
RBMX2P2	0
RBMX2P3	0
RBMX2P4	0
RBMX2P5	0
RBMXL1	8.325403165
RBMXL2	0.05259758
RBMXL3	0
RBMXP1	0
RBMXP2	0.196910689
RBMXP4	0.579470105
RBMY1A1	0
RBMY1A3P	0
RBMY1B	0
RBMY1D	0
RBMY1E	0
RBMY1F	0
RBMY1HP	0
RBMY1J	0
RBMY1KP	0
RBMY2AP	0
RBMY2BP	0
RBMY2CP	0
RBMY2DP	0
RBMY2EP	0
RBMY2FP	0
RBMY2GP	0
RBMY2HP	0
RBMY2JP	0.806661783
RBMY2KP	0
RBMY2NP	0
RBMY2OP	0
RBMY2QP	0
RBMY2TP	0
RBMY2UP	0
RBMY2WP	0
RBMY2XP	0
RBMY2YP	0
RBMY3AP	0
RBP1	4.29104661
RBP2	0
RBP3	0
RBP4	0.680247514
RBP5	7.247990057
RBP7	4.922669205
RBPJ	8.20244849
RBPJL	0.011891406
RBPJP2	0
RBPJP5	0
RBPJP6	0
RBPJP7	0
RBPMS	2.531060015
RBPMS2	0.734997564
RBPMS2P1	0
RBPMS-AS1	0.505044568
RBPMSLP	0
RBSN	3.600425309
RBX1	67.49709757
RC3H1	2.047073313
RC3H1-IT1	0
RC3H2	3.540303848
RCAN1	3.224489997
RCAN2	1.495866482
RCAN3	3.876603414
RCBTB1	8.116160017
RCBTB2	2.836085249
RCBTB2P1	0
RCC1	31.4869568
RCC1L	11.1973345
RCC2	38.03996527
RCC2P1	0
RCC2P2	0
RCC2P3	0
RCC2P4	0
RCC2P5	0
RCC2P6	0
RCC2P7	0
RCC2P8	0.031744884
RCCD1	4.787223056
RCE1	11.31034709
RCHY1	3.45325345
RCL1	4.544489139
RCN1	7.76719322
RCN1P1	0
RCN1P2	1.256785161
RCN2	19.52533742
RCN3	8.649608774
RCOR1	2.881915427
RCOR2	2.267996889
RCOR3	3.512537196
RCSD1	2.735123215
RCVRN	0
RD3	0.007701818
RD3L	0
RDH10	4.939816565
RDH10-AS1	0.043220146
RDH11	9.520962655
RDH12	0.055782606
RDH13	1.468080835
RDH14	18.50864758
RDH16	2.798067755
RDH5	0.0330432
RDH8	0
RDM1	0.765252621
RDX	6.977903049
REC114	0.212659902
REC8	2.401801076
RECK	0.853330839
RECQL	8.931462602
RECQL4	19.22802461
RECQL5	5.003730302
REELD1	0.331042367
REEP1	0.088577579
REEP2	0.280136035
REEP3	9.487512057
REEP4	30.7535218
REEP5	25.23616964
REEP6	0.576891001
REG1A	0.076187722
REG1B	0
REG1CP	0
REG3A	0
REG3G	0
REG4	0.028218684
REL	7.800187611
RELA	18.28604666
RELB	10.97724491
RELL1	1.890018979
RELL2	3.746287619
RELN	0.025989523
RELT	3.154629016
REM1	0.651199107
REM2	0.698456309
REN	0.022706258
RENBP	4.999471994
REP15	0.182871734
REPIN1	14.24771029
REPS1	4.284071607
REPS2	0.557717562
RER1	27.23274282
RERE	4.70431694
REREP1Y	0
REREP2Y	0
RERG	8.219916556
RERG-AS1	0
RERG-IT1	0.218311993
RERGL	13.97809832
RESP18	0
REST	6.364679641
RET	0.192370852
RETN	0.189553586
RETNLB	0.089121035
RETREG1	1.675883866
RETREG2	16.22872796
RETREG3	19.38150111
RETSAT	6.891136614
REV1	4.732373994
REV3L	0.653152585
REV3L-IT1	0
REX1BD	5.089260674
REXO1	7.747913203
REXO1L10P	0
REXO1L11P	0
REXO1L12P	0
REXO1L1P	0
REXO1L2P	0
REXO1L3P	0
REXO1L4P	0
REXO1L5P	0
REXO1L6P	0
REXO1L8P	0
REXO1L9P	0
REXO2	8.678093529
REXO4	10.11428605
REXO5	1.653180036
RF00001	0
RF00001	0
RF00001	0
RF00002	0.216157598
RF00002	0
RF00003	0
RF00003	0.202814537
RF00003	0.405629073
RF00003	2.588650994
RF00003	0
RF00003	0.400682377
RF00003	0
RF00003	1.202047131
RF00003	0.821398873
RF00003	0
RF00003	0
RF00003	0
RF00003	1.40238832
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00004	0
RF00006	0
RF00006	0
RF00006	0
RF00006	0
RF00012	0.966351615
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0.30563679
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0.335264846
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00012	0
RF00015	0
RF00015	0
RF00015	0.517416613
RF00015	0
RF00015	0
RF00015	0
RF00016	0
RF00017	0.116510478
RF00017	0
RF00017	0
RF00017	0.130900219
RF00017	0
RF00017	0
RF00017	0.218311993
RF00017	0
RF00017	0
RF00017	0.123984736
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.112136365
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.101721223
RF00017	0
RF00017	0.118613556
RF00017	0.521523094
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.36105445
RF00017	0.261800438
RF00017	0.116510478
RF00017	0
RF00017	0.764091975
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.110254882
RF00017	0
RF00017	0.100476926
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.116510478
RF00017	0.114880961
RF00017	0
RF00017	0
RF00017	0.116098781
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.331878333
RF00017	0
RF00017	0.379107172
RF00017	0
RF00017	0
RF00017	0.125404408
RF00017	0.116510478
RF00017	0
RF00017	0.221999695
RF00017	0
RF00017	0.127348663
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.104636799
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.191579912
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.110254882
RF00017	0
RF00017	0
RF00017	0.116098781
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.348296342
RF00017	0
RF00017	0
RF00017	0.123518628
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.227376851
RF00017	0
RF00017	0
RF00017	0.103974541
RF00017	0
RF00017	0
RF00017	0
RF00017	0.110254882
RF00017	0
RF00017	0.980774774
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0.115284052
RF00017	0
RF00017	0
RF00017	0.128343574
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00017	0
RF00019	0
RF00019	0.64423441
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.245193693
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	8.783275079
RF00019	0.290760663
RF00019	0
RF00019	0.331878333
RF00019	0
RF00019	0.328559549
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	2.456519995
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.307064999
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.966351615
RF00019	0
RF00019	0
RF00019	0.312913856
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.34224953
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	4.879597266
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.290760663
RF00019	0
RF00019	0
RF00019	0.345852157
RF00019	0
RF00019	0
RF00019	0.34224953
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	1.659391663
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.345852157
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.864630393
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0.338721185
RF00019	0
RF00019	0
RF00019	0
RF00019	0.307064999
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	2.277145391
RF00019	1.026748591
RF00019	0
RF00019	0
RF00019	0
RF00019	0.353289838
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	6.242631436
RF00019	0.625827713
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.295999594
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	2.277145391
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.581521326
RF00019	0.298690499
RF00019	0
RF00019	0.614129999
RF00019	0
RF00019	1.275959415
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.304221805
RF00019	0
RF00019	0
RF00019	0
RF00019	0.34224953
RF00019	1.535324997
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	1.163042652
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.64423441
RF00019	0
RF00019	0
RF00019	0
RF00019	1.354884739
RF00019	0
RF00019	0.331878333
RF00019	0
RF00019	0
RF00019	0
RF00019	0.335264846
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.591999188
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.591999188
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.290760663
RF00019	0
RF00019	0.295999594
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.312913856
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.290760663
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.684499061
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.304221805
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.357129945
RF00019	0
RF00019	0
RF00019	0.280820128
RF00019	0.328559549
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.290760663
RF00019	0
RF00019	0
RF00019	0
RF00019	0.304221805
RF00019	0.290760663
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.325306484
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.597380999
RF00019	0.304221805
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.929885517
RF00019	3.691680329
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.335264846
RF00019	0.295999594
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.298690499
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.304221805
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.842460383
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	2.367996751
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	1.444217799
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.29335674
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.304221805
RF00019	0.322117205
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0.335264846
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
RF00019	0
