	54e1ee85-dbfa-499a-9bdd-6935a7661970
	tumor
CDHR2	0.040502639
CDHR3	0.186980665
CDHR4	0.040283445
CDHR5	0.013159467
CDIP1	9.144256074
CDIPT	35.86440177
CDIPT-AS1	1.812146287
CDK1	15.46760898
CDK10	1.902523448
CDK11A	1.097717443
CDK11B	9.201005159
CDK12	9.176424592
CDK13	10.14361885
CDK14	2.495807017
CDK15	0.041496999
CDK16	43.04116518
CDK17	2.886187913
CDK18	1.499676399
CDK19	4.389509864
CDK2	10.64749377
CDK20	1.168040533
CDK2AP1	19.45789896
CDK2AP2	26.07652927
CDK2AP2P1	0
CDK2AP2P2	0.069436804
CDK2AP2P3	0
CDK3	0.219074465
CDK4	33.63587403
CDK4P1	0
CDK5	6.522616402
CDK5P1	0
CDK5R1	1.614433795
CDK5R2	0.035562829
CDK5RAP1	8.534424854
CDK5RAP2	10.14781696
CDK5RAP3	11.39191993
CDK6	4.354610809
CDK7	5.988945897
CDK7P1	0.018386225
CDK8	4.06234744
CDK8P2	0
CDK9	37.18014516
CDKAL1	2.948687759
CDKL1	0.149194838
CDKL2	1.759096316
CDKL3	0.120872736
CDKL4	0.030717583
CDKL5	1.102126154
CDKN1A	25.13238949
CDKN1B	12.42889154
CDKN1C	0.694730532
CDKN2A	8.597452094
CDKN2A-AS1	0.046445882
CDKN2AIP	5.466979458
CDKN2AIPNL	11.95844437
CDKN2AIPNLP1	0
CDKN2AIPNLP2	0
CDKN2AIPNLP3	0
CDKN2B	15.12796623
CDKN2B-AS1	0.214120096
CDKN2C	7.949132886
CDKN2D	8.002741838
CDKN3	7.439571155
CDNF	0.470551546
CDO1	0.44819887
CDON	0.7753176
CDPF1	4.130710638
CDR1	0.015494512
CDR2	16.05938912
CDR2L	66.1117416
CDRT1	0.034144672
CDRT15	0.049069269
CDRT15L2	0
CDRT15P1	0.316282181
CDRT15P2	0
CDRT4	0.078530993
CDRT7	0
CDRT8	0
CDS1	13.77560978
CDS2	7.013105554
CDSN	0
CDT1	5.04166149
CDV3	39.12361642
CDV3P1	0
CDX1	0.297160294
CDX2	0
CDX4	0
CDY1	0
CDY10P	0
CDY11P	0
CDY12P	0
CDY13P	0
CDY14P	0
CDY15P	0
CDY17P	0
CDY18P	0
CDY19P	0
CDY1B	0
CDY20P	0
CDY22P	0
CDY23P	0
CDY2A	0
CDY2B	0
CDY3P	0
CDY4P	0.00842145
CDY5P	0
CDY6P	0
CDY7P	0
CDY8P	0
CDY9P	0
CDYL	16.34677384
CDYL2	1.005097133
CDYLP1	0
CEACAM1	6.820613621
CEACAM16	0.119780527
CEACAM18	0
CEACAM19	1.202412437
CEACAM20	0.058101476
CEACAM21	3.142322476
CEACAM22P	0.663209098
CEACAM3	0.136517717
CEACAM4	0.289583036
CEACAM5	92.732163
CEACAM6	1372.829676
CEACAM7	0.259739258
CEACAM8	0
CEACAMP1	0
CEACAMP10	0.006494217
CEACAMP11	0
CEACAMP2	0
CEACAMP3	0
CEACAMP4	0
CEACAMP5	0.119328702
CEACAMP6	0.022198003
CEACAMP7	0
CEACAMP8	0
CEACAMP9	0
CEBPA	23.45413466
CEBPA-AS1	2.997013149
CEBPB	26.66888025
CEBPB-AS1	0.182848503
CEBPD	22.75713151
CEBPE	0.049195574
CEBPG	11.62087335
CEBPZ	15.29419758
CEBPZOS	13.14847522
CECR2	0.159877613
CECR3	0
CECR7	1.027175105
CECR9	0
CEL	0.128319525
CELA1	0.01338409
CELA2A	0
CELA2B	0.052470777
CELA3A	0
CELA3B	0
CELF1	14.4782088
CELF2	3.817185433
CELF2-AS1	0.041301957
CELF2-AS2	0
CELF3	0.020092718
CELF4	0.193114468
CELF5	0.384956997
CELF6	0.003551186
CELP	0.007092487
CELSR1	11.41037664
CELSR2	7.945863976
CELSR3	3.435002119
CELSR3-AS1	1.300168733
CEMIP	5.04583526
CEMP1	0
CEND1	0.216353123
CEND1P1	0
CENPA	3.752458746
CENPB	46.14362926
CENPBD1	2.549259409
CENPBD1P1	8.172197619
CENPC	2.514897375
CENPCP1	0.024712284
CENPE	1.073947083
CENPF	4.363117134
CENPH	4.440273218
CENPI	2.397353474
CENPIP1	0
CENPJ	1.30003451
CENPK	0.904208255
CENPL	2.336229116
CENPM	4.564923134
CENPN	3.174700122
CENPO	3.932409578
CENPP	0.735045362
CENPQ	3.190927672
CENPS	1.216282056
CENPS-CORT	0.15504837
CENPT	2.058815663
CENPU	7.210058631
CENPUP1	0
CENPUP2	0.010743384
CENPV	4.754596189
CENPVL1	0
CENPVL3	0
CENPW	10.83441235
CENPX	27.3641783
CEP104	6.577902929
CEP112	1.626594074
CEP120	3.109157008
CEP126	0.306446802
CEP128	0.731967333
CEP131	13.96248776
CEP135	1.122268331
CEP152	1.035805335
CEP162	0.872875428
CEP164	2.464253651
CEP164P1	0.008773229
CEP170	1.9871342
CEP170B	15.51334819
CEP170P1	0.029587965
CEP19	1.730919773
CEP192	9.788204944
CEP250	6.666789718
CEP290	1.097783977
CEP295	1.56603578
CEP295NL	0.226374556
CEP350	2.955322351
CEP41	0.63373655
CEP44	1.866941671
CEP55	4.904231691
CEP57	4.509192431
CEP57L1	1.180663174
CEP57L1P1	0
CEP63	1.660092865
CEP68	4.342771643
CEP70	5.641496847
CEP72	2.908496649
CEP76	5.549385338
CEP78	2.038842095
CEP83	0.77461894
CEP83-AS1	0.323418282
CEP85	9.343565962
CEP85L	0.421489915
CEP89	8.20141311
CEP95	2.805443607
CEP97	2.426918101
CEPT1	3.08962003
CER1	0
CERCAM	26.70721249
CERK	10.66191021
CERKL	1.887850457
CERNA1	0.316109726
CERNA3	0.0686265
CERS1	0.563579668
CERS2	34.68561253
CERS3	0.009935013
CERS3-AS1	0
CERS4	6.7961764
CERS5	5.771408357
CERS6	5.585141344
CERS6-AS1	0.005924973
CES1	5.045469226
CES1P1	0.063502818
CES1P2	0.01025898
CES2	12.88473785
CES3	12.48346405
CES4A	0.660569598
CES5A	0
CES5AP1	0
CETN1	0
CETN2	29.22385485
CETN3	3.880748322
CETN4P	0.787863441
CETP	1.772220402
CFAP100	0.011403628
CFAP126	0
CFAP157	0.823615286
CFAP161	0.064384303
CFAP20	24.37277146
CFAP206	0.045845972
CFAP221	0.032992371
CFAP36	8.557447228
CFAP43	0.086907158
CFAP44	0.210614504
CFAP44-AS1	0
CFAP45	0.359193282
CFAP46	0.002412963
CFAP47	0.011321889
CFAP52	0.11590848
CFAP53	0.488739819
CFAP54	0.059105084
CFAP57	0.128212337
CFAP58	0.028729771
CFAP58-AS1	0.272463033
CFAP61	0.057426191
CFAP65	0.01090169
CFAP69	0.150574306
CFAP70	0.156097264
CFAP73	0.059057491
CFAP74	0.026896601
CFAP77	0.106823365
CFAP97	7.908484957
CFAP97D1	0.020370349
CFAP99	0.089776787
CFB	0.504872405
CFC1	0
CFC1B	0.007634304
CFD	45.68018359
CFDP1	6.484145688
CFH	11.98450683
CFHR1	0.034797415
CFHR2	0
CFHR3	0.124918172
CFHR4	0
CFHR5	0
CFI	3.764953123
CFL1	173.7824201
CFL1P1	0.108741385
CFL1P2	0.111768891
CFL1P3	0.026003375
CFL1P4	0.02558565
CFL1P5	0.456872041
CFL1P6	0.180549747
CFL1P7	0
CFL1P8	0
CFL2	2.319729939
CFLAR	11.11564914
CFLAR-AS1	0.20873498
CFP	0.826982324
CFTR	0.234876085
CFTR-AS1	0
CFTRP1	0
CFTRP3	0
CGA	0
CGAS	2.168074388
CGB1	0
CGB2	0.252163109
CGB3	0.043586044
CGB5	0
CGB7	0.045156481
CGB8	0
CGGBP1	14.80112887
CGN	12.33144013
CGNL1	4.037381864
CGREF1	3.895999548
CGRRF1	2.917403154
CH25H	7.587556463
CHAC1	2.971814247
CHAC2	3.684565987
CHAD	0.530312996
CHADL	1.392316128
CHAF1A	4.241290132
CHAF1B	2.927742207
CHAMP1	7.743968313
CHAT	0
CHCHD1	16.18696922
CHCHD10	19.60903011
CHCHD2	109.4071315
CHCHD2P1	0
CHCHD2P11	0.02788108
CHCHD2P2	2.262536618
CHCHD2P3	0
CHCHD2P4	0
CHCHD2P5	0
CHCHD2P6	0.883649354
CHCHD2P7	0
CHCHD2P8	0.057009636
CHCHD2P9	6.734075688
CHCHD3	12.47091915
CHCHD3P1	0
CHCHD3P2	0
CHCHD3P3	0.199088337
CHCHD4	6.730354263
CHCHD4P2	0
CHCHD4P3	0
CHCHD4P4	0
CHCHD4P5	0
CHCHD5	3.881136832
CHCHD6	3.716892069
CHCHD7	6.800906473
CHD1	3.179004113
CHD1L	7.495534365
CHD2	6.064907169
CHD3	17.04414882
CHD4	52.48558856
CHD5	0.091471932
CHD6	8.185651017
CHD7	1.033918186
CHD8	14.83508343
CHD9	3.616646793
CHDH	0.256212678
CHEK1	2.731742138
CHEK2	4.306691216
CHEK2P2	0
CHEK2P3	0
CHEK2P4	0
CHEK2P5	0
CHERP	22.12332916
CHFR	1.600983156
CHGA	0.045183169
CHGB	0.047763641
CHI3L1	122.2383697
CHI3L2	1.279965808
CHIA	0.261324933
CHIAP1	0
CHIAP2	0.049403662
CHIAP3	0.044983773
CHIC1	2.098819721
CHIC2	10.40213904
CHID1	8.404295904
CHIT1	25.44045038
CHKA	9.399311129
CHKB	0.362721684
CHKB-AS1	2.094216419
CHKB-CPT1B	0.055817678
CHL1	2.194688329
CHL1-AS1	0.055446708
CHL1-AS2	0.34631901
CHM	2.81510218
CHML	3.409535446
CHMP1A	32.32678258
CHMP1AP1	0
CHMP1B	84.16834295
CHMP1B2P	0.010850117
CHMP1B-AS1	0
CHMP2A	66.23385637
CHMP2B	30.36911187
CHMP3	17.83086479
CHMP4A	1.07192527
CHMP4B	183.1206301
CHMP4BP1	0.238364268
CHMP4C	9.989838795
CHMP5	28.82066078
CHMP6	15.51497856
CHMP7	11.85207028
CHN1	5.480115743
CHN2	0.28567122
CHODL	1.305885608
CHODL-AS1	0
CHORDC1	2.621276833
CHORDC2P	0
CHP1	45.28932058
CHP2	0.010698282
CHPF	45.78865553
CHPF2	21.26538046
CHPT1	15.40288503
CHRAC1	16.32753549
CHRD	0.294482326
CHRDL1	3.269924363
CHRDL2	0.377982068
CHRFAM7A	0.024227219
CHRM1	0.015682035
CHRM2	0
CHRM3	0.002093945
CHRM3-AS1	0
CHRM3-AS2	0.140918494
CHRM4	0.17708453
CHRM5	0.041617916
CHRNA1	0.894230764
CHRNA10	0.113133439
CHRNA2	0.691674623
CHRNA3	0.272748933
CHRNA4	0
CHRNA5	0.214529635
CHRNA6	0.107980115
CHRNA7	0.024307698
CHRNA9	0.016087946
CHRNB1	12.63569389
CHRNB2	0.008686997
CHRNB3	0
CHRNB4	0.455790663
CHRND	0.008136433
CHRNE	0.651315121
CHRNG	0.038980202
CHST1	0.87557654
CHST10	11.56886488
CHST11	9.434554648
CHST12	2.371054164
CHST13	1.744944174
CHST14	8.862828989
CHST15	3.829883668
CHST2	2.302507457
CHST3	3.51903632
CHST4	0.124122515
CHST5	0.019177685
CHST6	0.121864912
CHST7	4.675836177
CHST8	0.154469588
CHST9	0.015481961
CHSY1	8.603770043
CHSY3	0.391503322
CHTF18	4.891192577
CHTF8	22.08603506
CHTF8P1	0
CHTOP	13.35098777
CHUK	2.782638838
CHURC1	3.77958377
CHURC1-FNTB	0.006137598
CIAO1	22.1137704
CIAPIN1	17.87244769
CIAPIN1P	0.054743947
CIART	3.393363232
CIB1	72.34873088
CIB2	9.292026029
CIB3	0.125445253
CIB4	0.012146476
CIC	30.70800249
CICP1	0
CICP10	0
CICP11	0
CICP12	0
CICP13	0
CICP14	1.492433802
CICP16	0.063413846
CICP17	0
CICP18	0
CICP2	0
CICP20	0.009097932
CICP22	0.096600861
CICP23	0
CICP24	0
CICP26	0
CICP27	0.030082603
CICP3	0.015570249
CICP4	0.009062343
CICP5	0
CICP6	0.004668983
CICP7	0
CICP8	0
CICP9	0
CIDEA	0.034399713
CIDEB	0.195228588
CIDEC	0.026462417
CIDECP	4.328868055
CIITA	3.853467873
CILP	13.72608336
CILP2	25.3254977
CINP	5.262131261
CIP2A	3.817765607
CIPC	8.469593504
CIR1	13.42259703
CIR1P1	0
CIR1P2	0
CIR1P3	0
CIRBP	18.24609595
CIRBP-AS1	0.397375514
CISD1	5.530154163
CISD1P1	0
CISD2	10.31746479
CISD3	12.34452356
CISH	4.147517911
CISTR	0
CIT	2.022484696
CITED1	0.072395759
CITED2	38.39585472
CITED4	8.404069385
CIZ1	31.00659109
CKAP2	9.729276719
CKAP2L	4.025864487
CKAP2P1	0
CKAP4	21.77428816
CKAP5	29.93945352
CKB	67.60380532
CKBP1	0.011732646
CKLF	11.15031873
CKLF-CMTM1	0.16847002
CKM	5.159716086
CKMT1A	0.0327865
CKMT1B	0.018359731
CKMT2	0.232851856
CKMT2-AS1	1.89943806
CKS1B	14.96517568
CKS1BP1	4.087947191
CKS1BP2	0.106180447
CKS1BP3	0.161286754
CKS1BP5	0
CKS1BP6	0.053090223
CKS1BP7	0
CKS2	50.25989945
CLASP1	7.387668853
CLASP2	2.542109945
CLASRP	5.253251214
CLBA1	3.023856544
CLC	0.100327981
CLCA1	0.011444599
CLCA2	0.150201877
CLCA3P	0.007414404
CLCA4	0.036964472
CLCC1	4.455985218
CLCF1	0.554826435
CLCN1	0.181142686
CLCN2	1.776109287
CLCN3	15.24825982
CLCN3P1	0.345474731
CLCN4	1.677866888
CLCN5	4.505594614
CLCN6	5.189955755
CLCN7	21.4547538
CLCNKA	0.076977769
CLCNKB	1.582410193
CLCP1	0
CLCP2	0
CLDN1	4.421141606
CLDN10	0.01130916
CLDN10-AS1	0
CLDN11	0.152088703
CLDN12	4.3549577
CLDN14	0.080388982
CLDN15	1.114289097
CLDN16	1.315772209
CLDN17	0
CLDN18	0.348096722
CLDN19	0
CLDN2	0.052311774
CLDN20	0.031617006
CLDN22	0
CLDN23	3.994617075
CLDN24	0
CLDN25	0
CLDN3	15.98207412
CLDN34	0.076834092
CLDN4	67.2446052
CLDN5	1.337706413
CLDN6	218.674325
CLDN7	34.28793296
CLDN8	12.05158337
CLDN9	8.639462673
CLDND1	14.45128699
CLDND2	0.473954242
CLEC10A	10.31614642
CLEC11A	7.979796662
CLEC12A	1.568203518
CLEC12A-AS1	0.016104213
CLEC12B	0.020848083
CLEC14A	4.170404481
CLEC16A	4.049720688
CLEC17A	0.774291728
CLEC18A	0.004150376
CLEC18B	0.056755695
CLEC18C	0.005207051
CLEC19A	0
CLEC1A	0.446299636
CLEC1B	0.034718402
CLEC20A	0
CLEC2A	0
CLEC2B	2.777274757
CLEC2D	2.457855269
CLEC2L	5.178345164
CLEC3A	0
CLEC3B	1.775759866
CLEC4A	4.873856562
CLEC4C	0.320389742
CLEC4D	0.582330914
CLEC4E	6.265610825
CLEC4F	0.030888857
CLEC4G	0.406803079
CLEC4GP1	0.029291158
CLEC4M	0.047005608
CLEC5A	1.530603095
CLEC6A	0.75752994
CLEC7A	10.64642702
CLEC9A	0.129470201
CLECL1	1.184581391
CLGN	10.72059181
CLHC1	0.246257516
CLIC1	194.5168917
CLIC1P1	0.070395876
CLIC2	14.06965691
CLIC3	51.50789103
CLIC4	29.88265007
CLIC4P1	0
CLIC4P2	0
CLIC4P3	0
CLIC5	2.886238746
CLIC6	1.495328775
CLINT1	19.63671298
CLIP1	5.11058161
CLIP1-AS1	0.007043479
CLIP2	3.311262264
CLIP3	19.82860725
CLIP4	0.976723542
CLK1	5.328327862
CLK2	7.058251154
CLK2P1	0.009846718
CLK3	1.700299906
CLK3P2	0.017538408
CLK4	0.675352663
CLLU1	0.001871021
CLLU1OS	0.018573839
CLMAT3	0.005815451
CLMN	1.455052855
CLMP	3.264783123
CLN3	5.70327186
CLN5	3.452246416
CLN6	11.10710299
CLN8	2.32966
CLNK	0.172461956
CLNS1A	16.76781633
CLNS1AP1	0
CLOCK	4.001672193
CLP1	8.55830366
CLPB	4.482289018
CLPP	9.589829784
CLPS	0
CLPSL1	0
CLPSL2	0.104268851
CLPTM1	71.50579927
CLPTM1L	124.5600114
CLPTM1LP1	0
CLPX	7.172284035
CLRN1	0
CLRN1-AS1	0.004158503
CLRN2	0
CLRN3	0.011060463
CLSPN	2.491345313
CLSTN1	58.67715987
CLSTN2	0.069645551
CLSTN2-AS1	0
CLSTN3	25.33482468
CLTA	39.5067255
CLTB	17.92205124
CLTC	87.05899518
CLTCL1	5.73114481
CLTRN	0.040372793
CLU	126.7675127
CLUAP1	2.983618805
CLUH	16.53645041
CLUHP1	0
CLUHP11	0
CLUHP2	0
CLUHP3	1.89847573
CLUHP4	0
CLUHP5	0
CLUHP6	0
CLUHP8	0
CLUL1	1.805564535
CLVS1	0.005170426
CLVS2	0
CLYBL	0.43018728
CLYBL-AS1	0
CLYBL-AS2	0.018333315
CMA1	0.095188447
CMAHP	1.338291842
CMAS	14.54114381
CMBL	0.739813219
CMC1	1.048501676
CMC2	0.979973826
CMC4	0
CMIP	5.154783015
CMKLR1	10.66357722
CMPK1	37.59185569
CMPK2	5.334197606
CMSS1	4.995502507
CMTM1	0.939316442
CMTM2	0.04428029
CMTM3	23.71889228
CMTM4	37.33020375
CMTM5	0.00443188
CMTM6	32.74197862
CMTM7	7.17758305
CMTM8	20.34974486
CMTR1	20.28179405
CMTR2	3.658477954
CMYA5	0.121314848
CNBD1	0
CNBD2	0.073827763
CNBP	127.6281253
CNDP1	0.017753454
CNDP2	24.16806051
CNEP1R1	5.56570555
CNFN	29.3713076
CNGA1	0.654695409
CNGA2	0.004495996
CNGA3	0.075669939
CNGA4	0.047038869
CNGB1	0.103008709
CNGB3	0.017749567
CNIH1	14.25755782
CNIH2	2.654254565
CNIH3	0.438954555
CNIH4	3.973956296
CNKSR1	11.28879622
CNKSR2	0.354132551
CNKSR3	0.257114827
CNMD	0
CNN1	0.904758914
CNN2	24.87506362
CNN2P1	4.871808723
CNN2P10	0
CNN2P11	0
CNN2P12	0
CNN2P2	0
CNN2P3	0
CNN2P4	0
CNN2P6	0.056629571
CNN2P7	0
CNN2P8	0
CNN2P9	0.112137765
CNN3	16.61622971
CNN3P1	0.013627437
CNNM1	0.377501042
CNNM2	0.576043883
CNNM3	10.39875895
CNNM3-DT	2.394816818
CNNM4	17.18188898
CNOT1	36.10448283
CNOT10	5.98694701
CNOT10-AS1	0.027342604
CNOT11	34.27349316
CNOT2	6.609852309
CNOT3	23.72360007
CNOT4	3.548147283
CNOT4P1	0
CNOT6	5.124907431
CNOT6L	6.545621548
CNOT6LP1	0.017430443
CNOT7	5.873060465
CNOT7P1	0
CNOT7P2	0
CNOT8	14.53780526
CNOT9	14.97728499
CNP	19.99269426
CNPPD1	41.92281021
CNPY1	0
CNPY2	8.534666473
CNPY3	45.04234082
CNPY4	9.771175152
CNR1	0.262569863
CNR2	0.392871694
CNRIP1	1.468809559
CNST	4.739929558
CNTD1	0.810969663
CNTD2	18.05952862
CNTF	0.074001156
CNTFR	4.889028613
CNTFR-AS1	0.086237926
CNTLN	0.324760151
CNTN1	0.103742775
CNTN2	0.227665043
CNTN3	0.14963774
CNTN4	2.369500491
CNTN4-AS1	0
CNTN4-AS2	0.538379729
CNTN5	0
CNTN6	1.816979407
CNTNAP1	1.648299934
CNTNAP2	0.005864163
CNTNAP3	0.334567104
CNTNAP3B	0.043371741
CNTNAP3P1	0
CNTNAP3P2	0.10560293
CNTNAP3P5	0
CNTNAP4	0.023588374
CNTNAP5	0
CNTRL	3.865658308
CNTROB	6.051978867
COA1	2.975208451
COA3	28.11516797
COA4	17.49566325
COA5	11.3520747
COA6	8.950580838
COA7	6.932193762
COASY	30.81761055
COBL	0.03206792
COBLL1	2.840132237
COCH	0.207610484
COG1	12.77041037
COG2	2.43929627
COG3	3.933053641
COG4	9.389847929
COG5	3.942734426
COG6	3.719151151
COG7	7.09695142
COG8	3.485569128
COG8	0
COIL	10.49188967
COL10A1	2.721291318
COL11A1	4.552462557
COL11A2	1.17019044
COL11A2P1	0
COL12A1	18.32180569
COL13A1	0.440130023
COL14A1	17.95354542
COL15A1	6.482864479
COL16A1	3.975494893
COL17A1	0.077330297
COL18A1	7.952884307
COL18A1-AS1	0
COL18A1-AS2	0
COL19A1	0.209591294
COL1A1	230.7862662
COL1A2	84.96796134
COL20A1	0.002322153
COL21A1	0.403239673
COL22A1	0.29616615
COL23A1	0.341103944
COL24A1	0.266338913
COL25A1	0.003830348
COL26A1	0.250311319
COL27A1	0.167605395
COL28A1	0.656429048
COL2A1	0.691557305
COL3A1	197.8183343
COL4A1	28.23300207
COL4A2	27.0522312
COL4A2-AS1	0.070786964
COL4A2-AS2	0.117203121
COL4A3	0.864432658
COL4A3BP	5.2654367
COL4A4	8.169080377
COL4A5	0.115196914
COL4A6	0.00960909
COL5A1	11.92288078
COL5A1-AS1	0
COL5A2	16.29386137
COL5A3	1.676235316
COL6A1	59.04610569
COL6A2	75.2978262
COL6A3	32.9499564
COL6A4P1	0.125574773
COL6A4P2	0.016703793
COL6A5	2.22241235
COL6A6	1.620234962
COL7A1	0.424683423
COL8A1	3.265319599
COL8A2	7.197533651
COL9A1	0.041515517
COL9A2	5.503682215
COL9A3	0.110774053
COLCA1	1.664745991
COLCA2	3.407221679
COLEC10	0.015259465
COLEC11	0.137598851
COLEC12	2.103935169
COLGALT1	82.07705177
COLGALT2	0.837914815
COLQ	0.189217371
COMMD1	10.45113893
COMMD10	4.91256936
COMMD2	9.101923933
COMMD3	4.148624019
COMMD3-BMI1	0
COMMD4	3.360683966
COMMD5	11.08615591
COMMD6	13.54213027
COMMD7	24.31959577
COMMD8	9.963886522
COMMD9	3.005654023
COMP	11.50487908
COMT	37.60198096
COMTD1	3.201542071
COP1	11.16487766
COPA	66.93866147
COPB1	26.47164825
COPB2	32.66207665
COPE	65.5764549
COPG1	70.74569195
COPG2	10.18039343
COPRS	23.9884763
COPS2	6.209647419
COPS3	12.93360102
COPS4	10.77645182
COPS5	7.791752937
COPS5P1	0
COPS6	20.8578191
COPS7A	21.72998358
COPS7B	5.289067544
COPS8	17.46705284
COPS8P2	0.040643233
COPS8P3	0
COPS9	14.96003859
COPZ1	22.54041307
COPZ2	2.24407297
COQ10A	2.365240659
COQ10B	16.52857414
COQ10BP2	0
COQ2	5.847197192
COQ3	4.535609197
COQ4	6.050565038
COQ5	8.797447698
COQ6	1.903815724
COQ7	2.953465818
COQ8A	3.106564507
COQ8B	6.800346819
COQ9	15.46443062
CORIN	0.108633113
CORO1A	35.54897807
CORO1B	26.00234956
CORO1C	18.52923567
CORO2A	10.25661882
CORO2B	0.188033407
CORO6	0.259492135
CORO7	1.225911399
CORO7-PAM16	0.010019649
CORT	0.248067592
COTL1	25.42866239
COTL1P1	0
COTL1P2	0.036197879
COX10	4.201692827
COX10-AS1	0.598005117
COX11	7.828025768
COX11P1	0
COX14	33.95003504
COX15	6.616386551
COX16	8.084076508
COX17	4.540534012
COX17P1	0.331813895
COX18	2.929703605
COX19	1.531205573
COX20	1.034735437
COX20P1	1.641781694
COX20P2	0.035591211
COX4I1	24.86909139
COX4I1P1	0.025032718
COX4I1P2	0.116468497
COX4I2	1.30542194
COX5A	42.56850106
COX5AP2	0
COX5B	58.50019438
COX5BP1	0
COX5BP2	0
COX5BP3	0.034718402
COX5BP6	0.301934919
COX5BP7	0
COX5BP8	0
COX6A1	49.36442724
COX6A1P2	2.62555286
COX6A1P3	0
COX6A2	0.565248957
COX6B1	196.9919541
COX6B1P1	0
COX6B1P2	0
COX6B1P3	0
COX6B1P4	0
COX6B1P5	0.102342599
COX6B1P6	0
COX6B1P7	0
COX6B2	0.076817309
COX6C	25.88226305
COX6CP1	0.177790515
COX6CP10	0
COX6CP11	0
COX6CP12	0
COX6CP13	0
COX6CP14	0.073227894
COX6CP15	0
COX6CP16	0
COX6CP17	0
COX6CP18	0
COX6CP2	0
COX6CP3	0
COX6CP4	0
COX6CP5	0
COX6CP6	0
COX6CP7	0
COX6CP8	0
COX7A1	1.975842902
COX7A2	33.28607838
COX7A2L	18.55666694
COX7A2P1	0.242698163
COX7A2P2	0
COX7B	17.64196546
COX7B2	0.047366742
COX7BP2	0
COX7C	60.98476344
COX7CP1	0.265451116
COX8A	253.7524186
COX8C	20.05674926
CP	42.84939862
CPA1	0.008724172
CPA2	0.006966459
CPA3	8.094535339
CPA4	0.041849797
CPA5	0.055865597
CPA6	0.037240741
CPAMD8	7.628251473
CPB1	0.004468404
CPB2	0.021632689
CPB2-AS1	0.006444944
CPD	24.64552209
CPDP1	0
CPE	40.52087061
CPEB1	0.031020459
CPEB1-AS1	0.005082431
CPEB2	1.496616131
CPEB2-AS1	0.004124847
CPEB3	0.525544995
CPEB4	2.140974891
CPED1	1.233650042
CPHL1P	0.032388545
CPLX1	0.779886158
CPLX2	0.007179408
CPLX3	0
CPLX4	0
CPM	156.7840604
CPN1	0
CPN2	0.126238312
CPNE1	47.78120094
CPNE2	8.51845289
CPNE3	33.802052
CPNE4	0.30927306
CPNE5	3.245722427
CPNE6	0.021250256
CPNE7	0.727377862
CPNE8	4.362872113
CPNE9	0.196445194
CPO	0.042156009
CPOX	14.39605268
CPPED1	11.80430492
CPQ	17.52944878
CPS1	0.200079585
CPS1-IT1	0
CPSF1	20.62964367
CPSF1P1	0.95989401
CPSF2	6.694640055
CPSF3	10.58818228
CPSF4	4.892794976
CPSF4L	0
CPSF6	13.7535429
CPSF7	22.06146812
CPT1A	17.03868649
CPT1B	0.142885438
CPT1C	6.868411831
CPT2	9.39982618
CPTP	16.58508665
CPVL	13.71062963
CPXCR1	0
CPXM1	3.724975263
CPXM2	2.727170143
CPZ	0.136768547
CR1	1.334734056
CR1L	0.193334339
CR2	14.29621357
CR381572.1	0
CR381572.2	0
CR381653.1	0.108439605
CR381653.2	0.016590695
CR381670.1	0.01505216
CR382285.1	0.006865115
CR382285.2	0
CR382287.1	0
CR382287.2	0
CR383656.1	0
CR383656.10	0
CR383656.11	0
CR383656.12	0
CR383656.13	0
CR383656.2	0
CR383656.3	0
CR383656.4	0
CR383656.5	0
CR383656.6	0
CR383656.7	0
CR383656.8	0
CR383656.9	0
CR383658.1	0
CR383658.2	0
CR391992.1	0.032339222
CR392000.1	0
CR392039.1	0.312295431
CR392039.2	0.250327182
CR392039.3	0
CR392039.4	0.737540826
CR392039.5	0
CR545473.1	0
CR559946.1	0.023995581
CR559946.2	0.03857211
CR589904.1	0
CR589904.2	0
CR769767.1	0
CR769767.2	0
CR769775.1	0.019703588
CR769775.2	0
CR769775.3	0
CR769776.1	0
CR769776.2	0
CR786580.1	0
CR788268.1	0
CR848007.1	0
CR848007.2	0
CR848007.3	0
CR936218.1	0.251480005
CR936218.2	0.033574845
CRABP1	23.19930481
CRABP2	154.3361749
CRACR2A	0.351606677
CRACR2B	2.852463209
CRADD	0.917780473
CRAMP1	4.682439756
CRAT	24.24365115
CRB1	0.005008118
CRB2	0.391340754
CRB3	9.028005805
CRB3P1	0.092330823
CRBN	3.895605381
CRCP	12.88562707
CRCT1	0.036404725
CREB1	5.06605485
CREB3	23.76540593
CREB3L1	1.524453476
CREB3L2	19.62284247
CREB3L3	0.004757899
CREB3L4	2.601859702
CREB5	0.123334492
CREBBP	12.69007136
CREBL2	15.10025646
CREBRF	1.625121308
CREBZF	6.95807859
CREG1	50.83388877
CREG2	0.016038445
CRELD1	12.19192104
CRELD2	7.797941331
CREM	3.24410236
CRH	0
CRHBP	0.050002922
CRHR1	0
CRHR2	0.006396412
CRIM1	18.1535466
CRIP1	2.358615955
CRIP1P1	0
CRIP1P2	0
CRIP1P3	0
CRIP1P4	0.111280817
CRIP2	31.74744862
CRIP3	0.041554516
CRIPAK	1.432646493
CRIPT	7.348466358
CRISP1	0
CRISP2	0
CRISP3	0.005670518
CRISPLD1	15.82960441
