	54e1ee85-dbfa-499a-9bdd-6935a7661970
	tumor
CRISPLD2	5.443797507
CRK	18.62649065
CRKL	42.58464015
CRLF1	0.316641491
CRLF2	0.044373918
CRLF3	9.057628967
CRLS1	4.994633295
CRMP1	0.901521772
CRNDE	4.281195604
CRNKL1	7.12550542
CRNN	0.006699082
CROCC	2.935851643
CROCC2	0.057548452
CROCCP1	0
CROCCP2	2.331547598
CROCCP3	0.230034257
CROCCP4	0.076756949
CROCCP5	0.03070278
CROT	3.311448029
CRP	0.113821223
CRPP1	0
CRTAC1	0.702888855
CRTAM	2.462592487
CRTAP	22.36593173
CRTC1	6.874821847
CRTC2	15.88120831
CRTC3	4.088546138
CRTC3-AS1	0.266283251
CRX	0.002126799
CRY1	7.619317542
CRY2	14.3425807
CRYAA	0.006997064
CRYAA2	0
CRYAB	1.604255659
CRYBA1	0
CRYBA2	0
CRYBA4	0.094266241
CRYBB1	0.820923234
CRYBB2	0.359527471
CRYBB2P1	2.174100332
CRYBB3	0.235140089
CRYBG1	13.07733705
CRYBG2	7.46572787
CRYBG3	2.61501775
CRYGA	0
CRYGB	0
CRYGC	0
CRYGD	0
CRYGEP	0
CRYGFP	0
CRYGGP	0
CRYGN	0.431602404
CRYGS	0.207325837
CRYL1	12.1266193
CRYM	9.918410404
CRYM-AS1	0.116524069
CRYZ	4.036156606
CRYZL1	1.328415883
CRYZL2P	1.898423943
CRYZL2P-SEC16B	0.019500044
CRYZP1	0.040364267
CRYZP2	0
CS	28.46471877
CSAD	0.493412553
CSAG1	23.11466644
CSAG2	3.922884861
CSAG3	3.924235514
CSAG4	0.303774523
CSDC2	0.282276633
CSDE1	123.4008641
CSE1L	36.35059645
CSE1L-AS1	0.137499859
CSF1	11.10720374
CSF1R	27.09363846
CSF2	0.16190157
CSF2RA	6.001551714
CSF2RB	12.99648665
CSF2RBP1	0
CSF3	0.011478967
CSF3R	3.872833845
CSGALNACT1	1.024366983
CSGALNACT2	9.609188077
CSH1	0.023027085
CSH2	0.048818596
CSHL1	0
CSK	26.23609633
CSKMT	0.612079434
CSMD1	0.004087138
CSMD2	0.123507795
CSMD2-AS1	0
CSMD3	0.01796606
CSN1S1	0
CSN1S2AP	0
CSN2	0
CSN3	0
CSNK1A1	13.48525945
CSNK1A1L	0
CSNK1A1P1	0
CSNK1A1P3	0
CSNK1D	30.6555586
CSNK1E	16.78665316
CSNK1G1	3.477352455
CSNK1G2	12.03490045
CSNK1G2-AS1	0.00946631
CSNK1G2P1	0.013342046
CSNK1G3	4.981986551
CSNK2A1	18.93653725
CSNK2A2	16.87507922
CSNK2A3	0.143973487
CSNK2B	15.6131957
CSPG4	0.536409783
CSPG4P10	0.005325294
CSPG4P11	0.002595041
CSPG4P12	0.006650711
CSPG4P13	0.010578376
CSPG4P1Y	0
CSPG4P2Y	0
CSPG4P3Y	0.01026449
CSPG4P4Y	0.003421497
CSPG4P5	0
CSPG5	4.342551656
CSPP1	2.251194775
CSRNP1	15.98058668
CSRNP2	10.49541943
CSRNP3	0.06185761
CSRP1	8.794927003
CSRP2	0.32759913
CSRP3	0.008691442
CST1	10.82748315
CST11	0
CST12P	0
CST13P	0
CST2	0.442891702
CST2P1	0
CST3	43.55955834
CST4	0.118763748
CST5	0.016854039
CST6	29.91518667
CST7	17.08477636
CST8	0
CST9	0.016007102
CST9L	0
CST9LP1	0
CST9LP2	0
CSTA	4.435914357
CSTB	87.03214624
CSTF1	13.36546371
CSTF2	15.98095829
CSTF2T	9.926384448
CSTF3	4.609223368
CSTF3-AS1	0.067971964
CSTL1	0.071248762
CSTP1	0.121638698
CSTP2	0.06402841
CT45A1	5.308220964
CT45A10	6.521913593
CT45A11P	0.022472052
CT45A2	0
CT45A3	0.207625573
CT45A5	0.713357005
CT45A6	0
CT45A7	0
CT45A8	0
CT45A9	0
CT47A1	0
CT47A10	0
CT47A11	0
CT47A12	0
CT47A2	0
CT47A3	0
CT47A4	0
CT47A5	0
CT47A6	0
CT47A7	0
CT47A8	0
CT47A9	0
CT47B1	0
CT55	0.029426452
CT62	0.031306274
CT83	0.209260734
CTAG1A	0.051325896
CTAG1B	0.012703543
CTAG2	15.47475752
CTAGE1	0
CTAGE10P	0
CTAGE11P	0.02166027
CTAGE12P	0.037729093
CTAGE13P	0
CTAGE14P	0
CTAGE15	0.06402841
CTAGE16P	0
CTAGE3P	0.005300189
CTAGE4	0.064003669
CTAGE5	0.486804603
CTAGE6	0.004885603
CTAGE7P	0.073227894
CTAGE8	0.167394212
CTAGE9	0.016377447
CTBP1	16.70084698
CTBP1-AS	0.200010517
CTBP1-AS2	2.095366561
CTBP2	3.742409672
CTBP2P1	0
CTBP2P2	0
CTBP2P3	0
CTBP2P4	0
CTBP2P5	0
CTBP2P6	0
CTBP2P7	0.020484974
CTBP2P8	0.019160381
CTBS	3.198726119
CTC1	5.505088766
CTCF	14.16068452
CTCFL	0.001427157
CTDNEP1	31.55827513
CTDP1	4.460867525
CTDSP1	25.17332406
CTDSP2	45.04064498
CTDSPL	10.3916143
CTDSPL2	4.210744081
CTF1	9.548582944
CTF2P	0.021095453
CTGF	143.2033302
CTH	2.876636787
CTHRC1	20.12406436
CTHRC1P1	0
CTIF	3.094176864
CTLA4	3.744363294
CTNNA1	44.4009831
CTNNA1P1	0.191498459
CTNNA2	0.003381992
CTNNA3	0.002288372
CTNNAL1	8.497148732
CTNNB1	79.74032735
CTNNBIP1	8.181522996
CTNNBL1	18.57492267
CTNND1	54.28870515
CTNND2	0.068693164
CTNS	8.661924596
CTPS1	7.707510699
CTPS2	3.209694224
CTR9	7.518537767
CTRB1	0
CTRB2	0.005431225
CTRC	0
CTRL	0.009386117
CTSA	55.5010416
CTSB	277.6575793
CTSC	30.65092291
CTSD	388.6735422
CTSE	1.683939991
CTSF	23.19544119
CTSG	0.343115853
CTSH	45.79599422
CTSK	59.99448441
CTSL	88.94385062
CTSL3P	0
CTSLP1	0
CTSLP2	0
CTSLP4	0.012716221
CTSLP6	0
CTSLP8	0.013176477
CTSO	13.92782648
CTSS	128.6852766
CTSV	27.02043857
CTSW	17.34465933
CTSZ	249.6501321
CTTN	42.64759256
CTTNBP2	0.085125475
CTTNBP2NL	7.816395269
CTU1	1.672838084
CTU2	4.794353797
CTXN1	4.470580182
CTXN2	0.018022141
CTXN3	0
CTXND1	0.042533822
CU104787.1	0
CU633904.1	0
CU633904.2	0
CU633904.3	0
CU633906.1	0
CU633906.2	0
CU633906.3	0
CU633906.4	0
CU633967.1	0.002910382
CU633980.1	0
CU634019.1	0
CU634019.2	0
CU634019.3	0
CU634019.4	0
CU634019.5	0
CU634019.6	0
CU634019.7	0
CU638689.1	0
CU638689.2	0
CU638689.3	0
CU638689.4	0
CU638689.5	0
CU639417.1	0
CU639417.2	0
CU639417.3	0
CU639417.4	0.003207061
CUBN	0.084183161
CUBNP1	0
CUBNP2	0.011186702
CUBNP3	0
CUEDC1	15.68660454
CUEDC2	15.33149394
CUL1	17.27018379
CUL1P1	0
CUL2	9.832882851
CUL3	11.64191764
CUL4A	9.737997795
CUL4AP1	0.00683932
CUL4B	17.42440609
CUL5	9.135739161
CUL7	12.56959145
CUL9	3.015105194
CUTA	47.6929059
CUTALP	3.516774461
CUTC	3.718079423
CUX1	7.521930755
CUX2	0.086632582
CUX2P1	0
CUZD1	0.047817984
CWC15	14.65890748
CWC22	15.59357605
CWC25	6.827777985
CWC27	5.263597536
CWF19L1	4.124650721
CWF19L2	6.931231829
CWH43	0
CX3CL1	2.231865779
CX3CR1	0.369525384
CXADR	8.973693769
CXADRP1	0
CXADRP2	0
CXADRP3	0
CXCL1	0.226125025
CXCL10	85.44275523
CXCL11	13.95037439
CXCL12	11.87781266
CXCL13	53.57549239
CXCL14	3.632177705
CXCL16	34.64051561
CXCL17	272.5685104
CXCL1P1	0
CXCL2	0.679554858
CXCL3	0.063162771
CXCL5	0.010040704
CXCL6	0.023347052
CXCL8	0.470667942
CXCL9	196.198214
CXCR1	0.071697408
CXCR2	0.189291047
CXCR2P1	5.395985936
CXCR3	8.962811996
CXCR4	64.57910035
CXCR5	0.186912093
CXCR6	6.882994613
CXorf21	2.239233999
CXorf36	1.10920645
CXorf38	3.103709097
CXorf40A	3.362380807
CXorf40B	9.349296232
CXorf49	0
CXorf49B	0
CXorf51A	0
CXorf51B	0
CXorf56	14.51955873
CXorf57	0.336066692
CXorf58	0.039714245
CXorf65	0.429240103
CXorf66	0
CXorf67	0.039631893
CXXC1	8.511153181
CXXC1P1	0
CXXC4	0.146707474
CXXC4-AS1	0.00429301
CXXC5	22.76098606
CXXC5-AS1	0
CYB561	29.81355335
CYB561A3	8.058371455
CYB561D1	5.873700764
CYB561D2	9.412698069
CYB5A	23.70607019
CYB5AP4	0
CYB5AP5	0
CYB5B	9.038950832
CYB5D1	0.672298305
CYB5D2	4.700747541
CYB5R1	7.683466059
CYB5R2	0.170461862
CYB5R3	38.82865872
CYB5R4	2.148955586
CYB5RL	1.014677428
CYBA	30.47065683
CYBB	64.81160351
CYBRD1	21.71447571
CYC1	65.65661191
CYCS	18.87091212
CYCSP1	0
CYCSP10	0.606745409
CYCSP11	0
CYCSP12	0
CYCSP17	0
CYCSP19	0
CYCSP2	0
CYCSP20	0
CYCSP22	0
CYCSP23	0
CYCSP24	0.161286754
CYCSP25	0
CYCSP26	0
CYCSP27	0
CYCSP28	0
CYCSP29	0
CYCSP30	0
CYCSP32	0
CYCSP33	0
CYCSP34	0.670613346
CYCSP35	0
CYCSP38	0
CYCSP39	0.041235125
CYCSP4	0
CYCSP40	0
CYCSP41	0
CYCSP42	0
CYCSP43	0
CYCSP44	0
CYCSP45	0.040449694
CYCSP46	0.062459086
CYCSP48	0
CYCSP49	0
CYCSP5	0
CYCSP51	0
CYCSP52	0.041102108
CYCSP53	0
CYCSP55	0
CYCSP6	6.202063168
CYCSP8	0
CYCTP	0
CYFIP1	15.7502695
CYFIP2	3.806120485
CYGB	2.26835135
CYHR1	9.494725614
CYLC1	0
CYLC2	0
CYLD	6.706237002
CYMP	0
CYMP-AS1	0
CYP11A1	0.113145592
CYP11B1	0
CYP11B2	0
CYP17A1	0.03386736
CYP17A1-AS1	0.077851244
CYP19A1	0.031714439
CYP1A1	0.122408899
CYP1A2	0.13545013
CYP1B1	25.42186587
CYP1B1-AS1	0.171097806
CYP1D1P	0
CYP20A1	4.30107821
CYP21A1P	0
CYP21A2	0.017520321
CYP24A1	0.012831474
CYP26A1	3.073945363
CYP26B1	3.694190291
CYP26C1	0.31240993
CYP27A1	28.94315946
CYP27B1	2.870576025
CYP27C1	0.053905905
CYP2A13	0
CYP2A6	0.016504733
CYP2A7	0.044396006
CYP2A7P1	0
CYP2A7P2	0.198777747
CYP2AB1P	0.034794248
CYP2AC1P	0
CYP2B6	0.007100392
CYP2B7P	8.938596054
CYP2C18	0.015808503
CYP2C19	0
CYP2C56P	0
CYP2C58P	0
CYP2C59P	0
CYP2C60P	0
CYP2C61P	0
CYP2C8	0.004955913
CYP2C9	0.008393711
CYP2D6	0.312934595
CYP2D7	0.073292698
CYP2D8P	0.042757227
CYP2E1	0.025162812
CYP2F1	49.14090645
CYP2F2P	0.651561831
CYP2G1P	0.690109473
CYP2G2P	0.008580238
CYP2J2	3.869371724
CYP2R1	3.126163014
CYP2S1	42.98202209
CYP2T1P	249.3893613
CYP2T3P	2.276966246
CYP2U1	1.076435629
CYP2W1	0.946549094
CYP39A1	1.277851468
CYP3A137P	0
CYP3A4	0
CYP3A43	0
CYP3A5	0.039752596
CYP3A52P	0
CYP3A54P	0
CYP3A7	0.00912508
CYP46A1	0.178481247
CYP46A4P	0
CYP4A11	0.022928425
CYP4A22	0.009905406
CYP4A22-AS1	0.23518796
CYP4A26P	0
CYP4A27P	0
CYP4A43P	0
CYP4A44P	0
CYP4B1	63.95868192
CYP4F10P	0
CYP4F11	0.085429512
CYP4F12	1.773973448
CYP4F2	0.004055268
CYP4F22	0.660214274
CYP4F23P	0.572930592
CYP4F24P	0.024193013
CYP4F25P	0
CYP4F26P	0.033619139
CYP4F27P	0.103171284
CYP4F29P	0.140996749
CYP4F3	1.745997923
CYP4F30P	0.02067108
CYP4F32P	0
CYP4F34P	0
CYP4F35P	0.456166256
CYP4F36P	0
CYP4F44P	0
CYP4F60P	0.023208841
CYP4F62P	0.004908187
CYP4F8	0.010847038
CYP4F9P	0
CYP4V2	1.815039263
CYP4X1	4.840628206
CYP4Z1	0.204275007
CYP4Z2P	0.22325801
CYP51A1	1.469950217
CYP51A1-AS1	0.064634699
CYP51A1P1	0.016909958
CYP51A1P2	0.051000615
CYP51A1P3	0
CYP7A1	0.008638409
CYP7B1	1.228380275
CYP8B1	0.209443979
CYR61	77.01045045
CYS1	0.062656533
CYSLTR1	0.944588571
CYSLTR2	0.754252762
CYSRT1	1.169049172
CYSTM1	17.81498933
CYTH1	15.74548938
CYTH2	10.87911299
CYTH3	9.718582192
CYTH4	5.939624913
CYTIP	11.84587222
CYTL1	0.419216917
CYTOR	2.702439837
CYYR1	1.821908213
CYYR1-AS1	0
D2HGDH	3.253598983
DAAM1	4.109635281
DAAM2	1.033708363
DAB1	0.013504667
DAB1-AS1	0
DAB2	9.315590192
DAB2IP	17.78951848
DACH1	0.619468035
DACH2	0
DACT1	0.700932836
DACT2	0.030172043
DACT3	0.539517882
DACT3-AS1	0.062835552
DAD1	120.0522385
DAG1	52.50525689
DAGLA	6.31660228
DAGLB	9.204273037
DALRD3	6.651129328
DANCR	9.105960744
DAND5	0.063803974
DANT1	0.37139349
DANT2	0.239020919
DAO	0.006562788
DAOA	0
DAOA-AS1	0
DAP	58.6017498
DAP3	21.30644427
DAP3P1	0.045833286
DAP3P2	0.074950903
DAPK1	21.97852988
DAPK1-IT1	0
DAPK2	1.583814124
DAPK3	7.316847
DAPL1	0.06772972
DAPP1	3.443160126
DARS	19.50291968
DARS2	13.7018541
DARS-AS1	0.159125129
DAW1	0.603849249
DAXX	21.96405132
DAZ1	0.00266172
DAZ2	0.003059955
DAZ3	0
DAZ4	0.005830086
DAZAP1	6.645711938
DAZAP2	52.14495605
DAZAP2P1	2.305150052
DAZL	0.203529581
DBET	0
DBF4	3.3779422
DBF4B	1.479928978
DBF4P1	0.053875914
DBH	0.165954967
DBH-AS1	0.625466866
DBI	47.05118392
DBIL5P	0.057116116
DBIL5P2	0.007530528
DBIP1	0
DBIP2	0.048632266
DBN1	24.83614367
DBNDD1	7.159367866
DBNDD2	0.783676233
DBNL	15.61249886
DBP	12.97919664
DBR1	6.862751392
DBT	3.863190908
DBX1	0
DBX2	0
DCAF1	7.620063232
DCAF10	3.405976641
DCAF11	21.03275793
DCAF12	17.26363451
DCAF12L1	0
DCAF12L2	0
DCAF13	6.357668219
DCAF13P1	0.047900953
DCAF13P2	0
DCAF13P3	0.08596318
DCAF15	19.53634153
DCAF16	11.46378426
DCAF17	3.492847182
DCAF4	3.924548022
DCAF4L1	0.05607182
DCAF4L2	0
DCAF5	13.3652957
DCAF6	11.19996603
DCAF7	41.58526909
DCAF8	5.38249634
DCAF8L1	0
DCAF8L2	0
DCAKD	20.16004752
DCANP1	0.004064323
DCBLD1	2.416037261
DCBLD2	4.63260937
DCC	0.028078112
DCD	0
DCDC1	0.003872843
DCDC2	0.323897119
DCDC2B	0.061356277
DCDC2C	0
DCHS1	1.757673532
DCHS2	0.239478287
DCK	12.14543738
DCLK1	2.077665113
DCLK2	4.180638352
DCLK3	0.032997253
DCLRE1A	2.268568323
DCLRE1B	5.966586513
DCLRE1C	1.693918853
DCLRE1CP1	0.379538617
DCN	18.89874749
DCP1A	5.806217856
DCP1B	7.262383155
DCP2	2.54423331
DCPS	11.81795972
DCST1	0.099762399
DCST1-AS1	1.42607315
DCST2	0.070533413
DCSTAMP	1.357641994
DCT	0.027027238
DCTD	19.45804167
DCTN1	26.57084556
DCTN1-AS1	0.028100685
DCTN2	31.66529038
DCTN3	7.624550994
DCTN4	8.685054195
DCTN5	9.681256412
DCTN6	18.25190498
DCTPP1	25.29794472
DCUN1D1	3.683749586
DCUN1D2	2.020018251
DCUN1D2-AS	0.034159929
DCUN1D3	4.384531883
DCUN1D4	2.095479815
DCUN1D5	20.6414788
DCX	0
DCXR	78.78120196
DDA1	23.72287418
DDAH1	18.92099857
DDAH2	29.50962954
DDB1	58.89110082
DDB2	5.31834591
DDC	0.004063027
DDC-AS1	0
DDHD1	2.10254326
DDHD2	4.308028673
DDI1	0
DDI2	6.764541367
DDIAS	3.164531308
DDIT3	14.84513352
DDIT4	68.19694568
DDIT4-AS1	0
DDIT4L	6.204853348
DDN	0.16653535
DDN-AS1	0.159413003
DDO	1.944149021
DDOST	147.1963024
DDR1	13.03917301
DDR1-AS1	0
DDR2	1.559160406
DDRGK1	24.53742022
DDT	25.3234005
DDTL	1.319523996
DDTP1	0.06653605
DDX1	19.67260785
DDX10	4.608138514
DDX10P1	0.026366588
DDX10P2	0.004874389
DDX11	1.585479225
DDX11-AS1	0.177721631
DDX11L1	0
DDX11L10	0.022185119
DDX11L16	0.019512486
DDX11L2	0.884077538
DDX11L5	0
DDX11L8	0.069626522
DDX11L9	0
DDX12P	0.43668375
DDX17	25.19392694
DDX18	13.52553063
DDX18P1	0.02558565
DDX18P3	0
DDX18P4	0
DDX18P5	0.039024973
DDX18P6	0
DDX19A	4.876397183
DDX19B	3.415056201
DDX20	4.737634278
DDX21	21.23185901
DDX23	31.35683561
DDX24	15.22477111
DDX25	0.011041294
DDX27	13.9161179
DDX28	7.296050599
DDX31	4.247983677
DDX39A	38.47382117
DDX39AP1	0
DDX39B	5.40979298
DDX39B-AS1	0.120888554
DDX39BP1	0
DDX39BP2	0
DDX3P1	0
DDX3P2	0
DDX3P3	0
DDX3X	29.89647307
DDX3Y	10.71871067
DDX4	0.056570413
DDX41	9.578712239
DDX42	19.80705825
DDX43	3.368117905
DDX43P1	0
DDX43P2	0
DDX43P3	0
DDX46	7.028496181
DDX47	0.204776575
DDX49	34.3107981
DDX5	73.92387431
DDX50	16.16845789
DDX50P1	0.143343603
DDX50P2	0
DDX51	1.829673429
DDX52	4.927947311
DDX53	0.003511065
DDX54	10.98036656
DDX55	3.24673567
DDX55P1	0.00901107
DDX56	20.33089317
DDX58	9.04765707
DDX59	2.143562303
DDX6	15.4594425
DDX60	10.63880883
DDX60L	1.543966414
DDX6P1	0
DDX6P2	0
DEAF1	3.282721622
DEC1	0.005413917
DECR1	11.77158757
DECR2	11.00166086
DEDD	11.22855399
DEDD2	23.64785042
DEF6	11.88553462
DEF8	6.913293231
DEFA1	0
DEFA10P	0
DEFA11P	0
DEFA1B	0
DEFA3	0
DEFA4	0.020650978
DEFA5	0
DEFA6	0
DEFA7P	0
DEFA8P	0
DEFA9P	0
DEFB1	0.239905611
DEFB103A	0
DEFB103B	0
DEFB104A	0
DEFB104B	0
DEFB105A	0
DEFB105B	0
DEFB106A	0
DEFB106B	0
DEFB107A	0
DEFB107B	0
DEFB108A	0
DEFB108B	0
DEFB108C	0
DEFB108D	0
DEFB108E	0
DEFB108F	0
DEFB109A	0.048081712
DEFB109B	0
DEFB109C	0
DEFB109D	0.477812009
DEFB109F	0.10359068
DEFB110	0
DEFB112	0
DEFB113	0
DEFB114	0
DEFB115	0
DEFB116	0
DEFB117	0
DEFB118	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0.034956526
DEFB125	0
DEFB126	0.136170344
DEFB127	0
DEFB128	0
DEFB129	0
DEFB130A	0
DEFB130B	0
DEFB130C	0
DEFB130D	0
DEFB131A	0
DEFB131B	0.17945991
DEFB131C	0
DEFB131D	0
DEFB131E	0.037310845
DEFB132	0
DEFB133	0
DEFB134	0
DEFB135	0
DEFB136	0
DEFB4A	0
DEFB4B	0
DEFT1P	0
DEFT1P2	0
DEGS1	20.2093265
DEGS2	8.49919078
DEK	39.04596617
DENND1A	4.102275754
DENND1B	1.445656068
DENND1C	5.004183896
DENND2A	0.259882212
DENND2C	0.708156114
DENND2D	9.045072308
DENND3	4.417453996
DENND4A	2.013549334
DENND4B	7.909771238
DENND4C	6.627991098
DENND5A	6.773055218
DENND5B	0.734532108
DENND5B-AS1	0
DENND6A	5.995340903
DENND6A-AS1	0.035004543
DENND6A-DT	0.0174603
DENND6B	1.661674789
DENR	15.25364066
DEPDC1	1.713562491
DEPDC1-AS1	0.020435691
DEPDC1B	6.698909306
DEPDC4	0.245188972
DEPDC5	1.651004893
DEPDC7	0.27965746
DEPP1	27.81435826
DEPTOR	14.90413865
DERA	5.694318461
DERL1	15.77906514
DERL2	4.283797407
DERL3	9.542813787
DES	0.289583036
DESI1	6.268319522
DESI2	18.29865219
DET1	1.231980802
DEUP1	0.114545265
DEXI	3.655271121
DFFA	10.55390666
DFFB	1.550728382
DFFBP1	0.078089807
DGAT1	11.27964831
DGAT2	1.76336104
DGAT2L6	0.008204542
DGAT2L7P	0.017125878
DGCR10	0.102962857
DGCR11	0.966846342
DGCR12	0.158675636
DGCR2	76.04524513
DGCR5	0.128306125
DGCR6	1.963793435
DGCR6L	60.10880598
DGCR8	6.772323873
DGCR9	0.158281411
DGKA	4.375694642
DGKB	0.002684997
DGKD	7.584224464
DGKE	1.318102095
DGKG	0.150884949
DGKH	0.726073757
DGKI	0.031958614
DGKK	0.001720218
DGKQ	6.227258864
DGKZ	18.17046974
DGKZP1	1.211742272
DGLUCY	3.627095786
DGUOK	32.79552761
DGUOK-AS1	1.502484006
DHCR24	240.8622233
DHCR7	69.00095479
DHDDS	12.71660744
DHDH	5.351258767
DHFR	2.615376841
DHFR2	2.877059362
DHFRP1	0.455873116
DHFRP2	0
DHFRP3	0
DHFRP5	0
DHFRP6	0
DHH	0.09872149
DHODH	1.11749512
DHPS	11.97868031
DHRS1	2.603352651
DHRS11	10.45786031
DHRS12	1.944683582
DHRS13	1.705234888
DHRS2	0.195610351
DHRS3	49.4011872
DHRS4	4.24537525
DHRS4-AS1	9.025190194
DHRS4L1	0.176322956
DHRS4L2	3.661452918
DHRS7	13.40855048
DHRS7B	3.61978795
DHRS7C	0
DHRS9	2.160984448
DHRSX	4.762281021
DHRSX-IT1	0.117434595
DHTKD1	13.6247146
DHX15	16.34934305
DHX16	18.61654775
DHX29	12.06339065
DHX30	14.79341521
DHX32	4.860418008
DHX33	3.487029514
DHX34	8.654750301
DHX35	7.071230061
DHX36	7.656814551
DHX37	4.210637109
DHX38	10.34796139
DHX40	13.09350258
DHX40P1	0.009023834
DHX57	5.42697105
DHX58	10.77221767
DHX8	11.41708048
DHX9	36.67880792
DHX9P1	0.00414228
DIABLO	1.118925168
DIAPH1	36.13253726
DIAPH2	0.783178079
DIAPH2-AS1	0.04414605
DIAPH3	1.739492864
DIAPH3-AS1	0.023771742
DIAPH3-AS2	0
DICER1	4.862846804
DICER1-AS1	0.294406826
DIDO1	9.238922069
DIEXF	1.445347559
DIMT1	5.259001559
DIMT1P1	0
DIO1	15.88519038
DIO2	0.571283107
DIO2-AS1	0.271268768
DIO3	0.012123362
DIO3OS	0.034098984
DIP2A	2.434231967
DIP2A-IT1	0.148851093
DIP2B	11.6225623
DIP2C	3.442970055
DIRAS1	0.138933382
DIRAS2	0.052303253
DIRAS3	0.071038109
DIRC1	0.012287033
DIRC2	9.584586469
DIRC3	0.188461757
DIRC3-AS1	0.045751
DIS3	3.784276994
DIS3L	4.959775383
DIS3L2	1.989302888
DIS3L2P1	0
DISC1	0.383059166
DISC1FP1	0.008709264
DISC1-IT1	0
DISP1	1.197933243
DISP2	0.714307849
DISP3	0.821506809
DIXDC1	2.765757923
DKC1	17.01009238
DKK1	0.103966348
DKK2	0.533975295
DKK3	4.253934157
DKK4	0
DKKL1	5.014682279
DKKL1P1	0
DLAT	13.69114547
DLC1	1.410070145
DLD	16.14167211
DLEC1	0.073350848
DLEC1P1	0
DLEU1	0.302220364
DLEU1-AS1	0.052291328
DLEU2	0.504372727
DLEU2L	0.071683002
DLEU7	0.473978361
DLEU7-AS1	0.042331075
DLG1	5.111255092
DLG1-AS1	0.127867834
DLG2	0.399933809
DLG3	7.709317683
DLG3-AS1	0.211479728
DLG4	1.946949503
DLG5	5.83801205
DLG5-AS1	0.784906792
DLGAP1	0.087358107
DLGAP1-AS1	4.582152856
DLGAP1-AS2	0.421909059
DLGAP1-AS3	0.009565806
DLGAP1-AS4	0
DLGAP1-AS5	0.00442726
DLGAP2	0.010613131
DLGAP2-AS1	0
DLGAP3	3.274319829
DLGAP4	16.63417149
DLGAP4-AS1	0.219593537
DLGAP5	6.42468434
DLGAP5P1	0
DLK1	0.011993273
DLK2	6.467699829
DLL1	3.688997039
DLL3	4.005493086
DLL4	1.211703644
DLST	22.13127215
DLSTP1	0.225849103
DLX1	0.676116191
DLX2	0.797962144
DLX2-AS1	0.160947203
DLX3	5.082582258
DLX4	5.734443435
DLX5	5.876625452
DLX6	1.880400601
DLX6-AS1	0.340124703
DM1-AS	1.141413953
DMAC1	8.396749711
DMAC2	24.9830642
DMAP1	4.175912542
DMBT1	0.208336216
DMBT1P1	0
DMBX1	0.017598969
DMC1	0.083160622
DMD	3.244968523
DMD-AS3	0
DMGDH	0.194010713
DMKN	12.41643674
DMP1	0
DMPK	11.85520136
DMRT1	0.003916893
DMRT2	0.039205088
DMRT3	0.037365553
DMRTA1	1.132540586
DMRTA2	0.647947655
DMRTB1	0.302875372
DMRTC1	0
DMRTC1B	0.006660561
DMRTC2	0.770740332
DMTF1	2.604617516
DMTN	5.605985748
DMWD	12.39259803
DMXL1	2.295919304
DMXL2	3.620301804
DNA2	2.060341354
DNAAF1	0.124420618
DNAAF2	6.368676664
DNAAF3	3.125602484
DNAAF4	0.234508962
DNAAF4-CCPG1	0
DNAAF5	7.182243571
DNAH1	0.441806183
DNAH10	0.16003273
DNAH10OS	0.462643374
DNAH11	0.699285651
DNAH12	0.396407
DNAH14	0.276922142
DNAH17	0.396298016
DNAH17-AS1	0.254925772
DNAH2	0.030317904
DNAH3	0.189932403
DNAH5	0.83371791
DNAH6	0.029228301
DNAH7	0.118907759
DNAH8	0.090558415
DNAH9	0.021761364
DNAI1	0.204430403
DNAI2	0.0357535
DNAJA1	57.50546293
DNAJA1P1	0
DNAJA1P2	0
DNAJA1P3	0.021342803
DNAJA1P4	0
DNAJA1P5	0
DNAJA1P6	0
DNAJA2	20.50739586
DNAJA3	9.353970266
DNAJA4	0.721079773
DNAJB1	135.8172829
DNAJB11	9.187931775
DNAJB12	9.283881421
DNAJB13	0.062333269
DNAJB14	2.915050277
DNAJB1P1	0.037329063
DNAJB2	20.84427155
DNAJB3	0
DNAJB4	4.728861124
DNAJB5	2.022313037
DNAJB5-AS1	0
DNAJB5P1	0
DNAJB6	6.091430676
DNAJB7	0.024712284
DNAJB8	0
DNAJB8-AS1	0.00708657
DNAJB9	9.656170322
DNAJC1	9.486189113
DNAJC10	9.394824114
DNAJC11	8.630634131
DNAJC12	0.090110704
DNAJC13	7.83794252
DNAJC14	7.879146643
DNAJC15	7.310369265
DNAJC16	5.627576066
DNAJC17	1.825082435
DNAJC18	1.031252467
DNAJC19	6.900248538
DNAJC19P1	0
DNAJC19P2	0
DNAJC19P3	0
DNAJC19P4	0
DNAJC19P5	0.766112083
DNAJC19P6	0
DNAJC19P7	0
DNAJC19P8	0
DNAJC19P9	0.072602015
DNAJC2	3.573641719
DNAJC21	6.047997328
DNAJC22	0.659226584
DNAJC24	0.516916399
DNAJC25	4.72515305
DNAJC25-GNG10	0.008799485
DNAJC27	0.806548484
DNAJC27-AS1	0.178126107
DNAJC28	0.723258114
DNAJC3	24.0794691
DNAJC30	5.501728086
DNAJC3-AS1	6.430090297
DNAJC4	10.4447969
DNAJC5	46.02853069
DNAJC5B	1.353556663
DNAJC5G	0.032531881
